t,u0,u1
9.209209209209209268e-01,2.917678216383017276e+00,5.903266973452088173e-01
9.309309309309309333e-01,2.922079151269131092e+00,5.941659858634978919e-01
9.409409409409409397e-01,2.926261861232019257e+00,5.979844760805939075e-01
9.509509509509509462e-01,2.930231051203922465e+00,6.017810553678510921e-01
9.609609609609609526e-01,2.933991261051178245e+00,6.055547219564425543e-01
9.709709709709709591e-01,2.937546865574219623e+00,6.093045849373608380e-01
9.809809809809809655e-01,2.940902074507576014e+00,6.130298642614177007e-01
9.909909909909909720e-01,2.944060932519871443e+00,6.167298907392440022e-01
1.001001001001001089e+00,2.947027319213826768e+00,6.204041060412900377e-01
1.011011011011011096e+00,2.949804949126259235e+00,6.240520626978252050e-01
1.021021021021021102e+00,2.952397371728081588e+00,6.276734240989382263e-01
1.031031031031031109e+00,2.954807971424301627e+00,6.312679644945368151e-01
1.041041041041041115e+00,2.957039967554023985e+00,6.348355689943483426e-01
1.051051051051051122e+00,2.959096414390449237e+00,6.383762335679190603e-01
1.061061061061061128e+00,2.960980201140873458e+00,6.418900650446145439e-01
1.071071071071071135e+00,2.962694051946688667e+00,6.453772811136195831e-01
1.081081081081081141e+00,2.964240525883383270e+00,6.488382103239384024e-01
1.091091091091091148e+00,2.965622016960540730e+00,6.522732920843943294e-01
1.101101101101101154e+00,2.966840754121841339e+00,6.556830766636297936e-01
1.111111111111111160e+00,2.967898801245060447e+00,6.590682251901065491e-01
1.121121121121121167e+00,2.968798057142070235e+00,6.624295096521056747e-01
1.131131131131131173e+00,2.969540255558837938e+00,6.657678128977273513e-01
1.141141141141141180e+00,2.970126965175427181e+00,6.690841286348911954e-01
1.151151151151151186e+00,2.970559589605997086e+00,6.723795614313358149e-01
1.161161161161161193e+00,2.970839367398803610e+00,6.756553267146191422e-01
1.171171171171171199e+00,2.970967372036196874e+00,6.789127507721184340e-01
1.181181181181181206e+00,2.970944511934625165e+00,6.821532707510300497e-01
1.191191191191191212e+00,2.970771530444630493e+00,6.853784346583697840e-01
1.201201201201201219e+00,2.970449005850852586e+00,6.885899013609724229e-01
1.211211211211211225e+00,2.969977351372025787e+00,6.917894405854919659e-01
1.221221221221221231e+00,2.969356815160981267e+00,6.949789329184019593e-01
1.231231231231231238e+00,2.968587480304645254e+00,6.981603698059949403e-01
1.241241241241241244e+00,2.967669264824040365e+00,7.013358535543826600e-01
1.251251251251251251e+00,2.966601921674285158e+00,7.045075973294963045e-01
1.261261261261261257e+00,2.965385038744594137e+00,7.076779251570861629e-01
1.271271271271271264e+00,2.964018038858277748e+00,7.108492719227217371e-01
1.281281281281281270e+00,2.962500179772741493e+00,7.140241833717916320e-01
1.291291291291291277e+00,2.960830554179488150e+00,7.172053161095041096e-01
1.301301301301301283e+00,2.959008089704115108e+00,7.203954376008863125e-01
1.311311311311311290e+00,2.957031548906317031e+00,7.235974261707847077e-01
1.321321321321321296e+00,2.954907472871291407e+00,7.268068225259853854e-01
1.331331331331331302e+00,2.952646198056622318e+00,7.300151592785911747e-01
1.341341341341341309e+00,2.950249923175590094e+00,7.332213674959622285e-01
1.351351351351351315e+00,2.947720781124521405e+00,7.364244545447182766e-01
1.361361361361361322e+00,2.945060855472154682e+00,7.396234888554900078e-01
1.371371371371371328e+00,2.942272180459638786e+00,7.428175999229197357e-01
1.381381381381381335e+00,2.939356741000534790e+00,7.460059783056607330e-01
1.391391391391391341e+00,2.936316472680813749e+00,7.491878756263776751e-01
1.401401401401401348e+00,2.933153261758858044e+00,7.523626045717460853e-01
1.411411411411411354e+00,2.929868945165461813e+00,7.555295388924530009e-01
1.421421421421421361e+00,2.926465310503828743e+00,7.586881134031967511e-01
1.431431431431431367e+00,2.922944096049576057e+00,7.618378239826865128e-01
1.441441441441441373e+00,2.919306990750729192e+00,7.649782275736430881e-01
1.451451451451451380e+00,2.915555634227727122e+00,7.681089421827982378e-01
1.461461461461461386e+00,2.911691616773418811e+00,7.712296468808947925e-01
1.471471471471471393e+00,2.907716479353063654e+00,7.743400818026872079e-01
1.481481481481481399e+00,2.903631713604333253e+00,7.774400481469408986e-01
1.491491491491491406e+00,2.899438761837310086e+00,7.805294081764324599e-01
1.501501501501501412e+00,2.895139017034487505e+00,7.836080852179496681e-01
1.511511511511511419e+00,2.890733822850769297e+00,7.866760636622918135e-01
1.521521521521521425e+00,2.886224473613471897e+00,7.897333889642690341e-01
1.531531531531531432e+00,2.881612214322321286e+00,7.927801676427028710e-01
1.541541541541541438e+00,2.876898240649455651e+00,7.958165672804259350e-01
1.551551551551551444e+00,2.872083698939423169e+00,7.988428165242823509e-01
1.561561561561561451e+00,2.867169686209184221e+00,8.018592050851270914e-01
1.571571571571571457e+00,2.862157250148109622e+00,8.048660837378265320e-01
1.581581581581581464e+00,2.857047389117981062e+00,8.078638643212582293e-01
1.591591591591591470e+00,2.851841052152991995e+00,8.108530197383109206e-01
1.601601601601601477e+00,2.846539138959746307e+00,8.138340839558846351e-01
1.611611611611611705e+00,2.841142499917259645e+00,8.168076520048905831e-01
1.621621621621621712e+00,2.835651936076958535e+00,8.197743799802510445e-01
1.631631631631631718e+00,2.830068199162679488e+00,8.227349850408997023e-01
1.641641641641641725e+00,2.824391991570672111e+00,8.256902454097813093e-01
1.651651651651651731e+00,2.818623966369595113e+00,8.286410003738519103e-01
1.661661661661661737e+00,2.812764727300519851e+00,8.315881502840788420e-01
1.671671671671671744e+00,2.806814828776927229e+00,8.345326565554403997e-01
1.681681681681681750e+00,2.800774775884711243e+00,8.374755416669263930e-01
1.691691691691691757e+00,2.794645024382174991e+00,8.404178891615375901e-01
1.701701701701701763e+00,2.788425980700033779e+00,8.433608436462860514e-01
1.711711711711711770e+00,2.782118001941413787e+00,8.463056107921952398e-01
1.721721721721721776e+00,2.775721395881852072e+00,8.492534573342994664e-01
1.731731731731731783e+00,2.769236420969297008e+00,8.522057110716445560e-01
1.741741741741741789e+00,2.762663286324107403e+00,8.551637608672872926e-01
1.751751751751751796e+00,2.756002151739054273e+00,8.581290566482959736e-01
1.761761761761761802e+00,2.749253127679319064e+00,8.611031094057498558e-01
1.771771771771771808e+00,2.742416275282494098e+00,8.640874911947395987e-01
1.781781781781781815e+00,2.735491684254757416e+00,8.670837065004973754e-01
1.791791791791791821e+00,2.728485683639970905e+00,8.700826766715062943e-01
1.801801801801801828e+00,2.721402326208804290e+00,8.730782867643256395e-01
1.811811811811811834e+00,2.714241722753960140e+00,8.760708601342868107e-01
1.821821821821821841e+00,2.707004077436091283e+00,8.790606609236215618e-01
1.831831831831831847e+00,2.699689687783800363e+00,8.820478940614615571e-01
1.841841841841841854e+00,2.692298944693640728e+00,8.850327052638388148e-01
1.851851851851851860e+00,2.684832332430115098e+00,8.880151810336854856e-01
1.861861861861861867e+00,2.677290428625676899e+00,8.909953486608338524e-01
1.871871871871871873e+00,2.669673904280728927e+00,8.939731762220164413e-01
1.881881881881881879e+00,2.661983523763624238e+00,8.969485725808660215e-01
1.891891891891891886e+00,2.654220144810666593e+00,8.999213873879152725e-01
1.901901901901901892e+00,2.646384718526109125e+00,9.028914110805972282e-01
1.911911911911911899e+00,2.638478289382154784e+00,9.058583748832451654e-01
1.921921921921921905e+00,2.630501995218958111e+00,9.088219508070924935e-01
1.931931931931931912e+00,2.622457067244621687e+00,9.117817516502725317e-01
1.941941941941941918e+00,2.614344830035199685e+00,9.147373309978192868e-01
1.951951951951951925e+00,2.606166701534695651e+00,9.176881832216663426e-01
1.961961961961961931e+00,2.597924193055063391e+00,9.206337434806479703e-01
1.971971971971971938e+00,2.589618909276206971e+00,9.235733877204982400e-01
1.981981981981981944e+00,2.581252548245979828e+00,9.265064326738516876e-01
1.991991991991991950e+00,2.572826901380186548e+00,9.294321358602428695e-01
2.002002002002002179e+00,2.564343853462580647e+00,9.323496955861065860e-01
2.012012012012012185e+00,2.555805382644866786e+00,9.352582509447776582e-01
2.022022022022022192e+00,2.547213560446698999e+00,9.381568818164912615e-01
2.032032032032032198e+00,2.538570551755681581e+00,9.410446088683825927e-01
2.042042042042042205e+00,2.529878614827368644e+00,9.439203935544870916e-01
2.052052052052052211e+00,2.521140101285265445e+00,9.467831381157405524e-01
2.062062062062062218e+00,2.512357456120825283e+00,9.496316855799786794e-01
2.072072072072072224e+00,2.503533217693453494e+00,9.524648197619374201e-01
2.082082082082082231e+00,2.494670017730504341e+00,9.552812652632529655e-01
2.092092092092092237e+00,2.485770581327282791e+00,9.580796874724616385e-01
2.102102102102102243e+00,2.476837726947044072e+00,9.608586925649997834e-01
2.112112112112112250e+00,2.467874366420992338e+00,9.636168275032043207e-01
