t,u0,u1
5.045045045045045029e+00,2.519255829244649192e+00,8.911456347820193580e-01
5.055055055055055035e+00,2.516037585919963959e+00,8.912892218748117434e-01
5.065065065065065042e+00,2.512895994811789713e+00,8.913807225351546570e-01
5.075075075075075048e+00,2.509835606826873011e+00,8.914185572438579896e-01
5.085085085085085055e+00,2.506860786426067023e+00,8.914012599238512191e-01
5.095095095095095061e+00,2.503975711624332856e+00,8.913274779401827441e-01
5.105105105105105068e+00,2.501184373990736898e+00,8.911959721000203283e-01
5.115115115115115074e+00,2.498490578648452587e+00,8.910056166526506560e-01
5.125125125125125081e+00,2.495897944274760860e+00,8.907553992894799988e-01
5.135135135135135087e+00,2.493409903101048819e+00,8.904444211440333268e-01
5.145145145145145094e+00,2.491029700912809730e+00,8.900718967919553082e-01
5.155155155155155100e+00,2.488760397049644357e+00,8.896371542510094210e-01
5.165165165165165106e+00,2.486604864405260074e+00,8.891396349810785082e-01
5.175175175175175113e+00,2.484565789427470861e+00,8.885788938841643336e-01
5.185185185185185119e+00,2.482645672118196867e+00,8.879545993043882479e-01
5.195195195195195126e+00,2.480846826033465735e+00,8.872665330279905227e-01
5.205205205205205132e+00,2.479171378283411720e+00,8.865145902833306835e-01
5.215215215215215139e+00,2.477621269532275239e+00,8.856987797408872876e-01
5.225225225225225145e+00,2.476198253998404208e+00,8.848192235132583683e-01
5.235235235235235152e+00,2.474903899454252265e+00,8.838761571551608798e-01
5.245245245245245158e+00,2.473739587226380543e+00,8.828699296634310301e-01
5.255255255255255165e+00,2.472706512195456341e+00,8.818010034770243921e-01
5.265265265265265171e+00,2.471805682796254455e+00,8.806699544770153487e-01
5.275275275275275177e+00,2.471037921017655847e+00,8.794774719865979806e-01
5.285285285285285184e+00,2.470403862402648087e+00,8.782243587710849564e-01
5.295295295295295190e+00,2.469903956048325355e+00,8.769115310379086425e-01
5.305305305305305197e+00,2.469538464605889327e+00,8.755400184366202154e-01
5.315315315315315203e+00,2.469307464280647402e+00,8.741109640588902163e-01
5.325325325325325210e+00,2.469210844832014029e+00,8.726256244385085514e-01
5.335335335335335216e+00,2.469248309573511158e+00,8.710853695513838257e-01
5.345345345345345223e+00,2.469419375372766456e+00,8.694916828155442312e-01
5.355355355355355229e+00,2.469723372651514204e+00,8.678461610911369917e-01
5.365365365365365236e+00,2.470159445385596175e+00,8.661505146804284738e-01
5.375375375375375242e+00,2.470726551104960311e+00,8.644065673278045203e-01
5.385385385385385248e+00,2.471423460893661606e+00,8.626162562197696726e-01
5.395395395395395255e+00,2.472248759389861661e+00,8.607816319849479481e-01
5.405405405405405261e+00,2.473200844785828245e+00,8.589048586940826180e-01
5.415415415415415268e+00,2.474277928827937068e+00,8.569882138600359855e-01
5.425425425425425274e+00,2.475478036816668670e+00,8.550340884377894968e-01
5.435435435435435281e+00,2.476799007606612424e+00,8.530449868244438516e-01
5.445445445445445287e+00,2.478238493606462978e+00,8.510235268592191149e-01
5.455455455455455294e+00,2.479793960779022477e+00,8.489724398234541614e-01
5.465465465465465300e+00,2.481462688641198788e+00,8.468945704406074526e-01
5.475475475475475307e+00,2.483241770264007275e+00,8.447928768762562601e-01
5.485485485485485313e+00,2.485128112272569911e+00,8.426704307380972203e-01
5.495495495495495319e+00,2.487118434846115722e+00,8.405304170759461124e-01
5.505505505505505326e+00,2.489209271717979455e+00,8.383761343817380807e-01
5.515515515515515332e+00,2.491396970175603354e+00,8.362109945895270791e-01
5.525525525525525339e+00,2.493677691060536272e+00,8.340385230754867596e-01
5.535535535535535345e+00,2.496047408768433673e+00,8.318623586579092510e-01
5.545545545545545352e+00,2.498501911249057628e+00,8.296862535972066022e-01
5.555555555555555358e+00,2.501036800006276817e+00,8.275140735959095606e-01
5.565565565565565365e+00,2.503647490098066974e+00,8.253497977986682388e-01
5.575575575575575371e+00,2.506329210136510444e+00,8.231975187922520032e-01
5.585585585585585378e+00,2.509077002287796176e+00,8.210614426055491410e-01
5.595595595595595384e+00,2.511885722272219734e+00,8.189458887095673045e-01
5.605605605605605390e+00,2.514743921551475303e+00,8.168588120968502952e-01
5.615615615615615397e+00,2.517640995807804760e+00,8.148060163360936192e-01
5.625625625625625403e+00,2.520577735723456225e+00,8.127856581334422792e-01
5.635635635635635410e+00,2.523554906082071447e+00,8.107959356438431131e-01
5.645645645645645416e+00,2.526573153578950848e+00,8.088351464968775995e-01
5.655655655655655423e+00,2.529633006821053076e+00,8.069016877967618573e-01
5.665665665665665429e+00,2.532734876326997231e+00,8.049940561223469793e-01
5.675675675675675436e+00,2.535879054527060195e+00,8.031108475271184766e-01
5.685685685685685442e+00,2.539065715763177966e+00,8.012507575391966119e-01
5.695695695695695449e+00,2.542294916288944773e+00,7.994125811613362886e-01
5.705705705705705455e+00,2.545566594269614846e+00,7.975952128709272726e-01
5.715715715715715461e+00,2.548880569782101091e+00,7.957976466199939702e-01
5.725725725725725468e+00,2.552236544814974195e+00,7.940189758351952065e-01
5.735735735735735474e+00,2.555634103268464408e+00,7.922583934178250020e-01
5.745745745745745481e+00,2.559072710954461538e+00,7.905151917438114628e-01
5.755755755755755487e+00,2.562551715596513624e+00,7.887887626637178906e-01
5.765765765765765494e+00,2.566070346829826931e+00,7.870785975027421166e-01
5.775775775775775500e+00,2.569627716201267287e+00,7.853842870607165016e-01
5.785785785785785507e+00,2.573222817169360077e+00,7.837055216121081580e-01
5.795795795795795513e+00,2.576854525104288474e+00,7.820420909060191716e-01
5.805805805805805520e+00,2.580521597287894320e+00,7.803938841661860470e-01
5.815815815815815526e+00,2.584222672913679464e+00,7.787608900909798182e-01
5.825825825825825532e+00,2.587956273086803982e+00,7.771431968534066037e-01
5.835835835835835539e+00,2.591720800824087068e+00,7.755409921011070518e-01
5.845845845845845545e+00,2.595514541054005697e+00,7.739545629563564511e-01
5.855855855855855552e+00,2.599335660616697297e+00,7.723842960160646198e-01
5.865865865865865558e+00,2.603182208263957520e+00,7.708306773517764610e-01
5.875875875875875565e+00,2.607052114659240694e+00,7.692942925096712958e-01
5.885885885885885571e+00,2.610943192377659816e+00,7.677758265105631974e-01
5.895895895895895578e+00,2.614853135905987891e+00,7.662760638499008792e-01
5.905905905905905584e+00,2.618779521642654817e+00,7.647958884977678062e-01
5.915915915915915591e+00,2.622719807897751831e+00,7.633362838988820842e-01
5.925925925925925597e+00,2.626671334893026621e+00,7.618983329725966813e-01
5.935935935935935603e+00,2.630631324761887768e+00,7.604832181128989843e-01
5.945945945945945610e+00,2.634596881549401637e+00,7.590922211884112425e-01
5.955955955955955616e+00,2.638564991212292821e+00,7.577267235423902347e-01
5.965965965965965623e+00,2.642532521618946806e+00,7.563882059927278245e-01
5.975975975975975629e+00,2.646496222549405974e+00,7.550782488319499608e-01
5.985985985985985636e+00,2.650452725695372713e+00,7.537985318272177881e-01
5.995995995995995642e+00,2.654398544660207637e+00,7.525508342203269807e-01
6.006006006006005649e+00,2.658330074958930922e+00,7.513370347277077421e-01
6.016016016016015655e+00,2.662243594018220527e+00,7.501591115404252497e-01
6.026026026026025662e+00,2.666135261176414861e+00,7.490191423241792101e-01
6.036036036036035668e+00,2.670001117683509673e+00,7.479193042193038599e-01
6.046046046046045674e+00,2.673837086701160271e+00,7.468618738407685198e-01
6.056056056056055681e+00,2.677638973302681080e+00,7.458492272781768184e-01
6.066066066066065687e+00,2.681402464473044756e+00,7.448838400957673578e-01
6.076076076076075694e+00,2.685123129108883067e+00,7.439682873324131585e-01
6.086086086086085700e+00,2.688796418018487344e+00,7.431052435016222146e-01
6.096096096096095707e+00,2.692417663921806259e+00,7.422974825915369390e-01
6.106106106106105713e+00,2.695982081450449375e+00,7.415478780649347179e-01
6.116116116116115720e+00,2.699484767147683151e+00,7.408594028592274672e-01
6.126126126126125726e+00,2.702920699468434051e+00,7.402351293864616322e-01
6.136136136136135732e+00,2.706284738779287213e+00,7.396782295333186319e-01
6.146146146146145739e+00,2.709571627358486445e+00,7.391919746611144149e-01
6.156156156156155745e+00,2.712775989395935117e+00,7.387797356057997922e-01
6.166166166166165752e+00,2.715892330993193937e+00,7.384449826779599935e-01
6.176176176176175758e+00,2.718915040163484065e+00,7.381912856628151109e-01
6.186186186186185765e+00,2.721838386831684886e+00,7.380223138202198774e-01
6.196196196196195771e+00,2.724656522834334460e+00,7.379418358846638881e-01
6.206206206206205778e+00,2.727363481919630406e+00,7.379537200652710460e-01
6.216216216216215784e+00,2.729953179747428127e+00,7.380619340458003386e-01
6.226226226226225791e+00,2.732440632961348648e+00,7.382477879032127710e-01
6.236236236236235797e+00,2.734858552078273775e+00,7.384740964207663350e-01
6.246246246246245803e+00,2.737207207196886927e+00,7.387388672250073673e-01
6.256256256256255810e+00,2.739486356402592193e+00,7.390407182981005851e-01
6.266266266266265816e+00,2.741695783268290665e+00,7.393782988025705549e-01
6.276276276276275823e+00,2.743835296854378214e+00,7.397502890813016929e-01
6.286286286286285829e+00,2.745904731708745938e+00,7.401554006575388200e-01
6.296296296296295836e+00,2.747903947866780161e+00,7.405923762348863848e-01
6.306306306306305842e+00,2.749832830851363319e+00,7.410599896973089074e-01
6.316316316316315849e+00,2.751691291672873074e+00,7.415570461091313126e-01
6.326326326326325855e+00,2.753479266829181871e+00,7.420823817150379309e-01
6.336336336336335862e+00,2.755196718305657821e+00,7.426348639400736085e-01
6.346346346346345868e+00,2.756843633575165153e+00,7.432133913896429300e-01
6.356356356356355874e+00,2.758420025598062431e+00,7.438168938495105520e-01
6.366366366366365881e+00,2.759925932822204331e+00,7.444443322858010914e-01
6.376376376376375887e+00,2.761361419182940757e+00,7.450946988449994590e-01
6.386386386386385894e+00,2.762726574103116839e+00,7.457670168539500821e-01
6.396396396396395900e+00,2.764021512493073374e+00,7.464603408198579038e-01
6.406406406406405907e+00,2.765246374750645941e+00,7.471737564302874945e-01
6.416416416416416801e+00,2.766401326761167123e+00,7.479063805531638298e-01
6.426426426426426808e+00,2.767486559897462950e+00,7.486573612367712904e-01
6.436436436436436814e+00,2.768502291019855566e+00,7.494258777097548840e-01
6.446446446446446821e+00,2.769448762476163228e+00,7.502111403811193568e-01
6.456456456456456827e+00,2.770326242101698533e+00,7.510123908402294157e-01
6.466466466466466834e+00,2.771135023219269744e+00,7.518289018568099502e-01
6.476476476476476840e+00,2.771875424639181684e+00,7.526599773809455884e-01
6.486486486486486847e+00,2.772547790659233069e+00,7.535049525430814743e-01
6.496496496496496853e+00,2.773152491064718284e+00,7.543631936540220462e-01
6.506506506506506859e+00,2.773689921128427827e+00,7.552340982049324802e-01
6.516516516516516866e+00,2.774160501610646978e+00,7.561170948673373582e-01
6.526526526526526872e+00,2.774564678759157133e+00,7.570116434931217775e-01
6.536536536536536879e+00,2.774902924309233576e+00,7.579172351145304631e-01
6.546546546546546885e+00,2.775175735483649042e+00,7.588333919441683229e-01
6.556556556556556892e+00,2.775383634992669712e+00,7.597596673750002250e-01
6.566566566566566898e+00,2.775527171034058771e+00,7.606956459803511095e-01
6.576576576576576905e+00,2.775606917293073739e+00,7.616409435139059880e-01
6.586586586586586911e+00,2.775623472942468251e+00,7.625952069097096109e-01
6.596596596596596918e+00,2.775577462642490278e+00,7.635581142821671330e-01
6.606606606606606924e+00,2.775469536540884796e+00,7.645293749260433369e-01
6.616616616616616930e+00,2.775300370272890671e+00,7.655087293164631879e-01
6.626626626626626937e+00,2.775070664961243327e+00,7.664959491089117227e-01
6.636636636636636943e+00,2.774781147216172528e+00,7.674908371392339390e-01
6.646646646646646950e+00,2.774432569135404592e+00,7.684932274236349059e-01
6.656656656656656956e+00,2.774025708304159732e+00,7.695029851586794312e-01
6.666666666666666963e+00,2.773561367795155164e+00,7.705200067212927273e-01
6.676676676676676969e+00,2.773040376168602883e+00,7.715442196687596343e-01
6.686686686686686976e+00,2.772463587472209667e+00,7.725755827387253971e-01
6.696696696696696982e+00,2.771831881241178408e+00,7.736140858491948880e-01
6.706706706706706989e+00,2.771146162498207222e+00,7.746597500985333840e-01
6.716716716716716995e+00,2.770407361753489894e+00,7.757126277654657898e-01
6.726726726726727001e+00,2.769616435004714994e+00,7.767728023090773037e-01
6.736736736736737008e+00,2.768774363737066757e+00,7.778403883688128628e-01
6.746746746746747014e+00,2.767882154923225091e+00,7.789155317644778087e-01
6.756756756756757021e+00,2.766940841023365572e+00,7.799984094962371106e-01
6.766766766766767027e+00,2.765951479985157668e+00,7.810892297446158095e-01
6.776776776776777034e+00,2.764915155243768297e+00,7.821882318704993509e-01
6.786786786786787040e+00,2.763832975721858265e+00,7.832956864151325860e-01
6.796796796796797047e+00,2.762706075829584051e+00,7.844118951001208817e-01
6.806806806806807053e+00,2.761535615464598692e+00,7.855371908274293435e-01
6.816816816816817060e+00,2.760321580279806675e+00,7.866711223162425881e-01
6.826826826826827066e+00,2.759059879955998440e+00,7.878099967613332311e-01
6.836836836836837072e+00,2.757750959807223623e+00,7.889525771707176505e-01
6.846846846846847079e+00,2.756395872056062402e+00,7.900980215925917927e-01
6.856856856856857085e+00,2.754995671375197741e+00,7.912455058308750511e-01
6.866866866866867092e+00,2.753551414887415394e+00,7.923942234452096001e-01
6.876876876876877098e+00,2.752064162165603456e+00,7.935433857509608391e-01
6.886886886886887105e+00,2.750534975232754142e+00,7.946922218192173926e-01
6.896896896896897111e+00,2.748964918561962012e+00,7.958399784767907770e-01
6.906906906906907118e+00,2.747355059076424411e+00,7.969859203062155117e-01
6.916916916916917124e+00,2.745706466149442360e+00,7.981293296457494524e-01
6.926926926926927131e+00,2.744020211604419224e+00,7.992695065893733464e-01
6.936936936936937137e+00,2.742297369714861599e+00,8.004057689867909442e-01
6.946946946946947143e+00,2.740539017204378869e+00,8.015374524434294434e-01
6.956956956956957150e+00,2.738746233246683648e+00,8.026639103204386005e-01
6.966966966966967156e+00,2.736920099465590894e+00,8.037845137346917301e-01
6.976976976976977163e+00,2.735061699935018797e+00,8.048986515587850388e-01
6.986986986986987169e+00,2.733172121178989666e+00,8.060057304210376250e-01
6.996996996996997176e+00,2.731252452171627265e+00,8.071051747054919234e-01
7.007007007007007182e+00,2.729303784337158589e+00,8.081964265519134827e-01
7.017017017017017189e+00,2.727327211549913866e+00,8.092789458557906324e-01
7.027027027027027195e+00,2.725323830134326997e+00,8.103522102683349271e-01
7.037037037037037202e+00,2.723294738864933340e+00,8.114157151964812575e-01
7.047047047047047208e+00,2.721241038966371928e+00,8.124689738028871844e-01
7.057057057057057214e+00,2.719163834113385469e+00,8.135115170059336043e-01
7.067067067067067221e+00,2.717064230430819016e+00,8.145428934797244169e-01
7.077077077077077227e+00,2.714943336493619963e+00,8.155626696540865250e-01
7.087087087087087234e+00,2.712802263326839380e+00,8.165704297145701673e-01
7.097097097097097240e+00,2.710642124405631570e+00,8.175657756024483636e-01
7.107107107107107247e+00,2.708464035655253621e+00,8.185483270147172474e-01
7.117117117117117253e+00,2.706269115451064522e+00,8.195177214040962888e-01
7.127127127127127260e+00,2.704058484618527380e+00,8.204736139790277383e-01
7.137137137137137266e+00,2.701833266433208536e+00,8.214156777036771828e-01
7.147147147147147273e+00,2.699594586620776226e+00,8.223436032979329902e-01
7.157157157157157279e+00,2.697343573357001922e+00,8.232570992374069752e-01
7.167167167167167285e+00,2.695081357267761213e+00,8.241558917534337336e-01
7.177177177177177292e+00,2.692809071429030698e+00,8.250397248330709754e-01
7.187187187187187298e+00,2.690527851366891987e+00,8.259083602190996354e-01
7.197197197197197305e+00,2.688238835057527698e+00,8.267615774100236514e-01
7.207207207207207311e+00,2.685943162927224570e+00,8.275991736600699644e-01
7.217217217217217318e+00,2.683641977852372573e+00,8.284209639791887403e-01
7.227227227227227324e+00,2.681336425159463577e+00,8.292267811330531480e-01
7.237237237237237331e+00,2.679027652625093570e+00,8.300164756430594704e-01
7.247247247247247337e+00,2.676716810475960440e+00,8.307899157863268824e-01
7.257257257257257343e+00,2.674405051388865751e+00,8.315469875956978951e-01
7.267267267267267350e+00,2.672093530490713853e+00,8.322875948597380225e-01
7.277277277277277356e+00,2.669783405358511885e+00,8.330116591227357814e-01
7.287287287287287363e+00,2.667475836019370217e+00,8.337191196847028030e-01
7.297297297297297369e+00,2.665171984950501560e+00,8.344099336013739432e-01
7.307307307307307376e+00,2.662873017079222748e+00,8.350840756842068391e-01
7.317317317317317382e+00,2.660580099782952956e+00,8.357415385003823527e-01
7.327327327327327389e+00,2.658294402889213259e+00,8.363823323728046821e-01
7.337337337337337395e+00,2.656017098675629740e+00,8.370064853801006954e-01
7.347347347347347402e+00,2.653749361869930379e+00,8.376140433566204857e-01
7.357357357357357408e+00,2.651492369649945502e+00,8.382050698924373711e-01
7.367367367367367414e+00,2.649247301643609109e+00,8.387796463333475616e-01
7.377377377377377421e+00,2.647015339928958877e+00,8.393378717808703815e-01
7.387387387387387427e+00,2.644797669034133492e+00,8.398798630922482689e-01
7.397397397397397434e+00,2.642595475937377092e+00,8.404057548804468869e-01
7.407407407407407440e+00,2.640409440852581113e+00,8.409157120550061482e-01
7.417417417417417447e+00,2.638233424846728958e+00,8.414097562329564406e-01
7.427427427427427453e+00,2.636067165628409814e+00,8.418870563563792819e-01
7.437437437437437460e+00,2.633913033596212649e+00,8.423466593925226231e-01
7.447447447447447466e+00,2.631773340435689335e+00,8.427876497424309221e-01
7.457457457457457473e+00,2.629650339119355085e+00,8.432091492409456990e-01
7.467467467467467479e+00,2.627546223906688905e+00,8.436103171567053138e-01
7.477477477477477485e+00,2.625463130344132257e+00,8.439903501921447448e-01
7.487487487487487492e+00,2.623403135265089947e+00,8.443484824834959213e-01
7.497497497497497498e+00,2.621368256789930573e+00,8.446839856007875014e-01
7.507507507507507505e+00,2.619360454325985632e+00,8.449961685478449835e-01
7.517517517517517511e+00,2.617381628567549523e+00,8.452843777622905952e-01
7.527527527527527518e+00,2.615433621495880878e+00,8.455479971155434038e-01
7.537537537537537524e+00,2.613518216379199899e+00,8.457864479128193169e-01
7.547547547547547531e+00,2.611637137772691464e+00,8.459991888931310822e-01
7.557557557557557537e+00,2.609792051518503797e+00,8.461857162292880652e-01
7.567567567567567544e+00,2.607984564745746692e+00,8.463455635278965827e-01
7.577577577577577550e+00,2.606216225870495062e+00,8.464783018293597916e-01
7.587587587587587556e+00,2.604488524595785837e+00,8.465835396078774666e-01
7.597597597597597563e+00,2.602802891911619732e+00,8.466609227714464447e-01
7.607607607607607569e+00,2.601160700094960809e+00,8.467101346618600699e-01
7.617617617617617576e+00,2.599563262709735589e+00,8.467308960547087482e-01
7.627627627627627582e+00,2.598011834606834825e+00,8.467229651593796147e-01
7.637637637637637589e+00,2.596507611924111725e+00,8.466861376190564226e-01
7.647647647647647595e+00,2.595051732086382845e+00,8.466202465107199870e-01
7.657657657657657602e+00,2.593645273805428975e+00,8.465251623451478524e-01
7.667667667667667608e+00,2.592289257079992471e+00,8.464007930669141810e-01
7.677677677677677615e+00,2.590984643195779924e+00,8.462470840543901973e-01
7.687687687687687621e+00,2.589732334725461715e+00,8.460640181197437437e-01
7.697697697697697627e+00,2.588533175528669794e+00,8.458516155089395028e-01
7.707707707707707634e+00,2.587387950752000787e+00,8.456099339017391081e-01
7.717717717717717640e+00,2.586297386829013778e+00,8.453390684117008114e-01
7.727727727727727647e+00,2.585262151480231640e+00,8.450391515861798153e-01
7.737737737737737653e+00,2.584282853713140149e+00,8.447103534063278296e-01
7.747747747747747660e+00,2.583360043822187979e+00,8.443528812870938483e-01
7.757757757757757666e+00,2.582494213388788040e+00,8.439669800772231500e-01
7.767767767767767673e+00,2.581685795281315698e+00,8.435529320592581870e-01
7.777777777777777679e+00,2.580935163655109665e+00,8.431110569495381402e-01
7.787787787787787686e+00,2.580242633952471554e+00,8.426417118981988086e-01
7.797797797797797692e+00,2.579608462902667210e+00,8.421452914891730535e-01
7.807807807807807698e+00,2.579032848521924493e+00,8.416222277401903540e-01
7.817817817817817705e+00,2.578515930113435495e+00,8.410729901027770294e-01
7.827827827827827711e+00,2.578057788267355210e+00,8.404980854622562392e-01
7.837837837837837718e+00,2.577658444860801534e+00,8.398980581377479826e-01
7.847847847847847724e+00,2.577317863057855707e+00,8.392734898821688772e-01
7.857857857857857731e+00,2.577035947309562758e+00,8.386249998822324914e-01
7.867867867867867737e+00,2.576812543353930174e+00,8.379532447584493449e-01
7.877877877877877744e+00,2.576647438215929675e+00,8.372589185651263533e-01
7.887887887887887750e+00,2.576540360207494551e+00,8.365427527903676053e-01
7.897897897897897757e+00,2.576490978927523212e+00,8.358055163560739187e-01
7.907907907907907763e+00,2.576498905261876082e+00,8.350480156179427293e-01
7.917917917917917769e+00,2.576563691383377375e+00,8.342710943654683131e-01
7.927927927927927776e+00,2.576684830751813760e+00,8.334756338219421190e-01
7.937937937937937782e+00,2.576861758113936585e+00,8.326625526444518810e-01
7.947947947947947789e+00,2.577093849503458767e+00,8.318328069238823952e-01
7.957957957957957795e+00,2.577380422241057900e+00,8.309873901849151867e-01
7.967967967967967802e+00,2.577720734934374036e+00,8.301273333860288428e-01
7.977977977977977808e+00,2.578113987478010127e+00,8.292537049194982357e-01
7.987987987987987815e+00,2.578559321053532916e+00,8.283676106113955218e-01
7.997997997997997821e+00,2.579055818129472932e+00,8.274701937215895864e-01
8.008008008008008716e+00,2.579602502461322722e+00,8.265626349437456000e-01
8.018018018018018722e+00,2.580198339091538617e+00,8.256461524053263501e-01
8.028028028028028729e+00,2.580842234349540298e+00,8.247220016675909093e-01
8.038038038038038735e+00,2.581533035851710345e+00,8.237914757255951903e-01
8.048048048048048742e+00,2.582269532501395126e+00,8.228559050081920567e-01
8.058058058058058748e+00,2.583050454488903913e+00,8.219166573780309903e-01
8.068068068068068754e+00,2.583874473291508878e+00,8.209751381315585350e-01
8.078078078078078761e+00,2.584740201673445981e+00,8.200327899990177416e-01
8.088088088088088767e+00,2.585646193685914529e+00,8.190910931444486121e-01
8.098098098098098774e+00,2.586590944667075842e+00,8.181515651656880994e-01
8.108108108108108780e+00,2.587568988990882168e+00,8.172176547184660800e-01
8.118118118118118787e+00,2.588567432467769436e+00,8.162958163643220244e-01
8.128128128128128793e+00,2.589586358559681667e+00,8.153855419416383699e-01
8.138138138138138800e+00,2.590626788758286558e+00,8.144858578041000996e-01
8.148148148148148806e+00,2.591689681317312921e+00,8.135958345617818610e-01
8.158158158158158813e+00,2.592775931252549793e+00,8.127145870811488537e-01
8.168168168168168819e+00,2.593886370341845993e+00,8.118412744850561635e-01
8.178178178178178825e+00,2.595021767125111012e+00,8.109751001527490955e-01
8.188188188188188832e+00,2.596182826904315455e+00,8.101153117198629516e-01
8.198198198198198838e+00,2.597370191743489265e+00,8.092612010784233645e-01
8.208208208208208845e+00,2.598584440468723500e+00,8.084121043768457415e-01
8.218218218218218851e+00,2.599826088668169444e+00,8.075674020199358205e-01
8.228228228228228858e+00,2.601095588692038163e+00,8.067265186688894474e-01
8.238238238238238864e+00,2.602393329652601839e+00,8.058889232412924652e-01
8.248248248248248871e+00,2.603719637424192879e+00,8.050541289111210475e-01
8.258258258258258877e+00,2.605074774643203472e+00,8.042216931087412535e-01
8.268268268268268884e+00,2.606458940708087813e+00,8.033912175209092510e-01
8.278278278278278890e+00,2.607872271779358098e+00,8.025623480907715379e-01
8.288288288288288896e+00,2.609314840779588973e+00,8.017347750178644983e-01
8.298298298298298903e+00,2.610786657393414867e+00,8.009082327581147354e-01
8.308308308308308909e+00,2.612287668067529545e+00,8.000825000238389606e-01
8.318318318318318916e+00,2.613817756010688775e+00,7.992573997837438826e-01
8.328328328328328922e+00,2.615376741193707666e+00,7.984327992629265403e-01
8.338338338338338929e+00,2.616964380349461994e+00,7.976086099428738585e-01
8.348348348348348935e+00,2.618580366972887763e+00,7.967847875614628705e-01
8.358358358358358942e+00,2.620224331320982092e+00,7.959613321129610508e-01
8.368368368368368948e+00,2.621895840412801437e+00,7.951382878480256489e-01
8.378378378378378954e+00,2.623594398029462926e+00,7.943157432737041335e-01
8.388388388388388961e+00,2.625319444714144801e+00,7.934938311534339705e-01
8.398398398398398967e+00,2.627070357772085085e+00,7.926727285070429563e-01
8.408408408408408974e+00,2.628846451270582030e+00,7.918526566107487730e-01
8.418418418418418980e+00,2.630646976038994556e+00,7.910338809971595442e-01
8.428428428428428987e+00,2.632471119668741810e+00,7.902167114552729466e-01
8.438438438438438993e+00,2.634318006513303612e+00,7.894015020304774310e-01
8.448448448448449000e+00,2.636186697688220004e+00,7.885886510245510017e-01
8.458458458458459006e+00,2.638076191071091259e+00,7.877786009956621038e-01
8.468468468468469013e+00,2.639985421301578317e+00,7.869718387583691799e-01
8.478478478478479019e+00,2.641913259781401901e+00,7.861688953836207805e-01
8.488488488488489025e+00,2.643858514674344296e+00,7.853703461987554535e-01
8.498498498498499032e+00,2.645819930906247119e+00,7.845768107875021879e-01
8.508508508508509038e+00,2.647796190165012220e+00,7.837889529899797481e-01
8.518518518518519045e+00,2.649785910900603447e+00,7.830074809026972282e-01
8.528528528528529051e+00,2.651787648325042657e+00,7.822331468785536090e-01
8.538538538538539058e+00,2.653799894412413707e+00,7.814667475268382013e-01
8.548548548548549064e+00,2.655821077898861127e+00,7.807091237132304240e-01
8.558558558558559071e+00,2.657849564282588339e+00,7.799611605597994712e-01
8.568568568568569077e+00,2.659883655823860771e+00,7.792237874450052004e-01
8.578578578578579084e+00,2.661921591545002297e+00,7.784979780036969110e-01
8.588588588588589090e+00,2.663961547230399685e+00,7.777847501271146768e-01
8.598598598598599096e+00,2.666001635426497707e+00,7.770851659628883468e-01
8.608608608608609103e+00,2.668039905441803139e+00,7.764003319150377669e-01
8.618618618618619109e+00,2.670074343346882095e+00,7.757313986439732245e-01
8.628628628628629116e+00,2.672102871974361804e+00,7.750795610664946711e-01
8.638638638638639122e+00,2.674123350918929720e+00,7.744460583557927214e-01
8.648648648648649129e+00,2.676133576537333081e+00,7.738321739414476541e-01
8.658658658658659135e+00,2.678131281948380238e+00,7.732392355094299674e-01
8.668668668668669142e+00,2.680114137032940214e+00,7.726686150021004895e-01
8.678678678678679148e+00,2.682079748433940924e+00,7.721217286182098238e-01
8.688688688688689155e+00,2.684025659556372290e+00,7.716000368128989040e-01
8.698698698698699161e+00,2.685949350567284011e+00,7.711050442976986607e-01
8.708708708708709167e+00,2.687848238395785572e+00,7.706383000405303552e-01
8.718718718718719174e+00,2.689719676733048015e+00,7.702013972657049123e-01
8.728728728728729180e+00,2.691560956032301277e+00,7.697959734539239207e-01
8.738738738738739187e+00,2.693369303508837298e+00,7.694237103422787438e-01
8.748748748748749193e+00,2.695141883140007799e+00,7.690863339242507424e-01
8.758758758758759200e+00,2.696875795665224285e+00,7.687856144497117183e-01
8.768768768768769206e+00,2.698568078585958929e+00,7.685233664249234709e-01
8.778778778778779213e+00,2.700215706165744578e+00,7.683014486125376852e-01
8.788788788788789219e+00,2.701815589430174747e+00,7.681217640315964879e-01
8.798798798798799226e+00,2.703364576166902733e+00,7.679862599575320026e-01
8.808808808808809232e+00,2.704859450925642061e+00,7.678969279221662392e-01
8.818818818818819238e+00,2.706296935018167371e+00,7.678558037137115377e-01
8.828828828828829245e+00,2.707673686518313527e+00,7.678649673767705686e-01
8.838838838838839251e+00,2.708986300261974733e+00,7.679265432123355550e-01
8.848848848848849258e+00,2.710235449776717154e+00,7.680390609213867403e-01
8.858858858858859264e+00,2.711451116088827273e+00,7.681751948436463806e-01
8.868868868868869271e+00,2.712639081997905599e+00,7.683287178623042779e-01
8.878878878878879277e+00,2.713798300930227114e+00,7.684994158254233598e-01
8.888888888888889284e+00,2.714927763209610490e+00,7.686870712420234009e-01
8.898898898898899290e+00,2.716026496057421191e+00,7.688914632820811335e-01
8.908908908908909297e+00,2.717093563592567484e+00,7.691123677765304700e-01
8.918918918918919303e+00,2.718128066831502654e+00,7.693495572172622810e-01
