Time,y0_mean,y0_std,y1_mean,y1_std,y2_mean,y2_std
0.0,9.990089499530457,0.42925253638870287,0.11553474770756966,0.32220471132191697,0.0961756465944774,0.39657032390563485
1.0,9.655658782012164,0.48479673662158734,0.18919180614491457,0.4608719697208505,0.1422668883271423,0.3059915711566633
2.0,9.533711777156276,0.7871437814449781,0.31647022109550244,0.6455424318532774,-0.14399461347519996,0.5868688559294252
3.0,9.241468544791873,0.8730065934641449,0.5840254972525147,0.45022657775442554,0.26408938476812455,0.5628232173855665
4.0,8.199665126914326,0.9726258284214397,1.5515580598443766,0.5393650837170774,0.5310687412325463,0.3086302488237796
5.0,5.827459444635814,0.37731015252505484,2.941266498517369,0.6101856330922759,0.9032002790338023,0.39472928184594136
6.0,3.351988814536759,0.28220768129335416,5.352355416210869,0.7573529017246856,1.5818238194671552,0.7076509723677913
7.0,0.9552559558405777,0.3161297317897104,6.756295741834134,0.5734281744185512,3.039929707128923,0.28043160752100305
8.0,0.17069016375848056,0.1493850241926523,5.593951242365478,0.7942082190320566,4.075090757233129,0.5495150588343575
9.0,0.07843682196658541,0.286481960571779,4.762502072886265,0.8168348132850192,5.129653417908678,0.6537189008393752
10.0,-0.06747930380506435,0.12890030517664874,3.995090159385617,0.5808575649174587,6.129423404687995,0.8386158121593648
11.0,-0.021274890556565045,0.24937277124305085,3.0639086357066225,0.5435979797170659,6.944959538931953,1.2521251405847795
12.0,0.19741893555962822,0.10521940859950141,2.6501690597834524,0.5808066635584036,7.865336657538112,0.5626473080310652
13.0,0.19526238017012318,0.27877341538312944,2.3240735761359717,0.33847985661694535,8.068540443843512,1.329811795874512
14.0,-0.1262514568157511,0.14949030487682127,1.919131538245594,0.48606083470893985,7.906738433430675,0.9510611798432042
15.0,0.052446596698039194,0.26662115177915074,1.5100314332088673,0.5065709347364425,8.40610304360063,1.0439050863595614
16.0,-0.04057245057673901,0.40559515434955906,1.5317749451846083,1.0594010450120106,8.575352308570002,1.0823378346267518
17.0,-0.12522459853761359,0.3373419252142521,0.6928727982911718,0.6175490220625867,9.614828560858026,0.4184983517997545
18.0,0.07229740071374981,0.31418784511954573,0.5288062335973281,0.4070359692973571,9.481416962953885,1.2086826533309871
19.0,0.2986574144243988,0.26676734283491566,1.006509612358814,0.47447121916658563,8.942007863873362,1.097562203649386
