epoch,parameter1,parameter2,parameter3,parameter4,parameter5,parameter6,parameter7,parameter8,parameter9,parameter10,parameter11,parameter12,parameter13
2379,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2380,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2381,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2382,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2383,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2384,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2385,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2386,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2387,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2388,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2389,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2390,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2391,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2392,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2393,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2394,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2395,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2396,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2397,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2398,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2399,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2400,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2401,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2402,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2403,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2404,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2405,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2406,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2407,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2408,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2409,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2410,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2411,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2412,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2413,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2414,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2415,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2416,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2417,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2418,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2419,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2420,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2421,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2422,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2423,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2424,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2425,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2426,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2427,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2428,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2429,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2430,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2431,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2432,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2433,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2434,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2435,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2436,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2437,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2438,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2439,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2440,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2441,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2442,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2443,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2444,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2445,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2446,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2447,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2448,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2449,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2450,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2451,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2452,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2453,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2454,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2455,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2456,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2457,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2458,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2459,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2460,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2461,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2462,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2463,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2464,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2465,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2466,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2467,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2468,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2469,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2470,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2471,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2472,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2473,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2474,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2475,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2476,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2477,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2478,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2479,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2480,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2481,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2482,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2483,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2484,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2485,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2486,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2487,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2488,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2489,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2490,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2491,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2492,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2493,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2494,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2495,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2496,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2497,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2498,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2499,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2500,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2501,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2502,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2503,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2504,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2505,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2506,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2507,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2508,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2509,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2510,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2511,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2512,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2513,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2514,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2515,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2516,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2517,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2518,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2519,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2520,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2521,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2522,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2523,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2524,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2525,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2526,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2527,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2528,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2529,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2530,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2531,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2532,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2533,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2534,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2535,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2536,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2537,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2538,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2539,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2540,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2541,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2542,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2543,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2544,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2545,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2546,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2547,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2548,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2549,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2550,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2551,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
2552,1.043362,0.87176293,0.261408,0.4652604,0.031726178,0.15524736,4.0567207,1.9256277,3.6731405,0.99374753,0.51863045,1.9227579,-0.085994616
