epoch,parameter1,parameter2,parameter3,parameter4,parameter5,parameter6,parameter7,parameter8,parameter9,parameter10,parameter11,parameter12,parameter13
514,1.05054,0.8833866,0.26957375,0.47449076,0.032886818,0.1475239,3.9442081,1.8414952,3.5937283,0.9652228,0.50177574,1.895716,-0.07087111
515,1.0504701,0.8833297,0.26956618,0.4744533,0.03284031,0.1475259,3.944806,1.8418536,3.5940855,0.9653658,0.50179505,1.8959086,-0.07106606
516,1.0503819,0.88330054,0.26947445,0.47446212,0.03282043,0.14754711,3.9453955,1.8422126,3.594453,0.96541536,0.5017952,1.8960983,-0.07124921
517,1.050286,0.88332075,0.26923865,0.47449723,0.032892488,0.147609,3.9459927,1.8425772,3.594829,0.965428,0.5018358,1.8962293,-0.07136453
518,1.050231,0.88326985,0.26913333,0.47445053,0.032947756,0.14768365,3.946594,1.8429811,3.595203,0.9655154,0.5019633,1.8963066,-0.071381874
519,1.0502018,0.883157,0.2691714,0.4743716,0.03289735,0.14771964,3.947188,1.8433551,3.5955632,0.96559316,0.50206065,1.8963889,-0.07140188
520,1.0501612,0.88305384,0.2691618,0.47428423,0.032960825,0.14773999,3.9477782,1.8437501,3.595911,0.96576333,0.50216496,1.8964821,-0.07144745
521,1.0501205,0.88293487,0.26925594,0.47420835,0.032898884,0.14773111,3.9483697,1.844109,3.596243,0.9659804,0.50224304,1.8965871,-0.071512595
522,1.050069,0.882892,0.2692236,0.4741193,0.032854643,0.14774801,3.948968,1.8444812,3.596599,0.9661296,0.5022824,1.8967447,-0.071655855
523,1.0500296,0.8828172,0.26918542,0.47404587,0.032860715,0.14779052,3.9495656,1.844871,3.5969608,0.96628505,0.5023635,1.8968747,-0.07173813
524,1.0499686,0.882731,0.26912737,0.47413585,0.032833677,0.14777833,3.9501565,1.8452454,3.5973248,0.96639854,0.50237936,1.8970647,-0.07192175
525,1.0498992,0.88269246,0.26907343,0.47410622,0.032802034,0.14778578,3.9507537,1.8456086,3.597689,0.96650994,0.5024072,1.8972175,-0.07206154
526,1.0498314,0.8826525,0.26898453,0.47403795,0.03286267,0.1478503,3.9513497,1.8459971,3.598055,0.96660787,0.50249684,1.8973277,-0.07212262
527,1.0497344,0.8826618,0.26882085,0.47407445,0.03284772,0.14787057,3.9519393,1.8463722,3.5984106,0.966761,0.50250334,1.8975133,-0.07229474
528,1.0496984,0.88255566,0.26881564,0.4739721,0.032850936,0.14793283,3.952541,1.8467588,3.5987794,0.96689194,0.5026135,1.8976027,-0.0723234
529,1.04965,0.8824675,0.26879853,0.47391334,0.03284632,0.1479718,3.9531386,1.8471514,3.5991676,0.9669084,0.5027195,1.8976963,-0.072364114
530,1.0496053,0.88239557,0.26879004,0.47383732,0.032858644,0.14803256,3.9537404,1.8475727,3.5995572,0.96699095,0.50287277,1.8977538,-0.072355285
531,1.0495722,0.8823107,0.26869562,0.47380295,0.03286928,0.14808863,3.9543386,1.8479519,3.5999405,0.9670031,0.5030099,1.8977852,-0.07232056
532,1.0495437,0.88222325,0.26859328,0.47371957,0.032977175,0.1481934,3.954937,1.8483568,3.600337,0.96700335,0.50319374,1.8977954,-0.07225364
533,1.049539,0.8821101,0.26862004,0.47357363,0.032928254,0.14821617,3.9555364,1.8487381,3.60069,0.967191,0.50333875,1.8978289,-0.07222504
534,1.0495466,0.8819466,0.26878303,0.47346488,0.032827865,0.14821403,3.9561338,1.8491259,3.6010149,0.9675237,0.503441,1.8979534,-0.072296485
535,1.0495076,0.8818712,0.26879904,0.47342867,0.03274641,0.14817879,3.9567325,1.849476,3.6013448,0.967805,0.50343525,1.8981571,-0.07250705
536,1.0494535,0.88187104,0.26865536,0.47339565,0.032740913,0.14819215,3.957334,1.8498695,3.6016998,0.96803504,0.5034323,1.8983812,-0.072750136
537,1.0493566,0.8818619,0.26854733,0.4734421,0.032628067,0.14817388,3.957928,1.8502235,3.6020412,0.96825427,0.5033358,1.898675,-0.073087126
538,1.049244,0.8818742,0.2684559,0.47346294,0.032621544,0.1482169,3.958523,1.8506272,3.6024268,0.9683464,0.5033108,1.8989408,-0.073347315
539,1.0491811,0.88182306,0.26836097,0.47345072,0.032645732,0.1482701,3.959127,1.8510228,3.6028385,0.96831155,0.5033816,1.8990657,-0.07343107
540,1.0491154,0.8817656,0.26827246,0.47342956,0.032716792,0.14833689,3.959724,1.8514332,3.603246,0.9682997,0.5034972,1.899135,-0.073442765
541,1.0490619,0.8816428,0.26830596,0.47339934,0.03273662,0.14835888,3.9603138,1.8518267,3.6036012,0.96846944,0.5035894,1.8992234,-0.0734759
542,1.0490426,0.881532,0.26834357,0.4732906,0.032729786,0.14837544,3.9609134,1.8522308,3.6039722,0.9686058,0.50372064,1.8992888,-0.07347437
543,1.0489932,0.88147295,0.2683144,0.47326064,0.032703936,0.14840348,3.9615114,1.8526375,3.6043422,0.96878654,0.50380343,1.8994157,-0.0735613
544,1.0489463,0.8813689,0.268324,0.47322378,0.032688394,0.14843985,3.962114,1.8530234,3.6047108,0.9689634,0.5038848,1.8995352,-0.073632084
545,1.0489092,0.8812869,0.26826778,0.4731338,0.032724686,0.14849111,3.9627202,1.8534297,3.6050804,0.96913064,0.50395924,1.8996949,-0.07374361
546,1.0488262,0.88125134,0.26826984,0.47312427,0.032599077,0.14847118,3.963313,1.8538032,3.6054273,0.9693723,0.503919,1.8999382,-0.07397593
547,1.0487415,0.881225,0.26816213,0.4731563,0.03262949,0.14849445,3.9639077,1.8542224,3.605836,0.9694048,0.50395423,1.900117,-0.07413534
548,1.0487202,0.8811239,0.2681231,0.4730834,0.03267347,0.14852948,3.964514,1.8546513,3.6062422,0.9694225,0.5040788,1.9001808,-0.074163616
549,1.0486428,0.8810944,0.26808205,0.47303545,0.032681793,0.1485692,3.9651113,1.855061,3.6066136,0.96957916,0.50416344,1.900299,-0.07424132
550,1.0485862,0.8810032,0.26803622,0.47307196,0.03263513,0.14855447,3.9657047,1.8554202,3.60698,0.96973205,0.50418895,1.9004502,-0.074371256
551,1.0485724,0.880923,0.2679818,0.4729954,0.03261898,0.14855193,3.9663088,1.8558061,3.6073503,0.96993124,0.504252,1.9005833,-0.07448169
552,1.0485188,0.88084745,0.26802936,0.4729039,0.032585707,0.1485911,3.9669132,1.8562232,3.607733,0.9700849,0.50432515,1.9007391,-0.07460127
553,1.0484488,0.88080424,0.2679394,0.47292128,0.032608945,0.14863513,3.9675157,1.8566394,3.6081157,0.9702235,0.5044093,1.9008675,-0.07469783
554,1.0483539,0.88079876,0.26778716,0.47297728,0.032574188,0.14867596,3.9681091,1.8570213,3.6085184,0.9702246,0.50444627,1.9010035,-0.0747999
555,1.0483042,0.8807351,0.2676495,0.47299734,0.032680728,0.14881,3.9687135,1.8574324,3.6089811,0.9700178,0.5046325,1.9009873,-0.07469701
556,1.0483276,0.8806387,0.26754975,0.47284734,0.032829992,0.14891838,3.9693186,1.8578937,3.6094148,0.96992993,0.5048925,1.9009094,-0.07451548
557,1.0483629,0.88046026,0.26773304,0.4725877,0.03282586,0.14898388,3.9699194,1.8583254,3.609769,0.97013927,0.50518864,1.9007964,-0.07426917
558,1.0483654,0.88036215,0.2677513,0.47245544,0.032755878,0.14900745,3.9705155,1.8586988,3.6101177,0.9703497,0.5053273,1.9008287,-0.074246325
559,1.0483813,0.88025916,0.26773766,0.47235528,0.032718416,0.14906503,3.9711182,1.8590808,3.6105173,0.97044754,0.50545937,1.9008827,-0.07424819
560,1.0483984,0.8801715,0.26763275,0.47228578,0.03273201,0.1491153,3.9717157,1.8594841,3.6109033,0.9705657,0.505557,1.9009813,-0.07430525
561,1.0484009,0.88007396,0.26760828,0.47217306,0.032737736,0.14920154,3.9723227,1.8599281,3.6113029,0.9706965,0.50573903,1.9010289,-0.074284054
562,1.0483614,0.88004905,0.26757503,0.47210026,0.032666955,0.1492117,3.9729173,1.8603365,3.6116538,0.970948,0.5058029,1.9011837,-0.07440557
563,1.0483831,0.87993467,0.26761937,0.47195274,0.032614622,0.14924772,3.9735224,1.8607259,3.6120174,0.97114915,0.5058943,1.9013088,-0.07449483
564,1.0483408,0.8799017,0.2675582,0.47195128,0.032561474,0.14922534,3.9741216,1.8610926,3.6123843,0.9713494,0.5059019,1.901506,-0.07469572
565,1.0483109,0.87983894,0.2674018,0.47194353,0.032568235,0.14926831,3.9747205,1.8614731,3.612773,0.9714495,0.50593257,1.9016705,-0.0748548
566,1.048263,0.8798198,0.26734963,0.47190288,0.032542914,0.14932935,3.975324,1.8619004,3.6131635,0.9716004,0.5060046,1.9018289,-0.07497721
567,1.0482272,0.8797585,0.2672718,0.47186255,0.032565467,0.14935333,3.9759228,1.8623261,3.6135614,0.97165287,0.5060948,1.9019431,-0.07505574
568,1.0482215,0.8796428,0.26730397,0.4717493,0.032638237,0.14947967,3.9765267,1.8627986,3.6139998,0.9716258,0.5063294,1.901929,-0.07495235
569,1.0481877,0.87960017,0.26717037,0.47167805,0.03270115,0.14951757,3.9771166,1.8631939,3.6143782,0.97173065,0.506442,1.9019841,-0.07496355
570,1.0481831,0.8795101,0.2672498,0.47148386,0.032674287,0.14959289,3.9777172,1.863611,3.6147845,0.971812,0.50665826,1.9019878,-0.07486434
571,1.048213,0.8793742,0.2672524,0.47142634,0.032651205,0.14962941,3.978314,1.8639994,3.6151674,0.97194546,0.5068037,1.902028,-0.074846506
572,1.0482377,0.87928265,0.2671396,0.47132325,0.032707658,0.1496922,3.978917,1.8643914,3.6155524,0.9720145,0.5069832,1.9020237,-0.07478119
573,1.0482452,0.87922394,0.26711655,0.47121558,0.03267533,0.14976007,3.9795232,1.8648164,3.615904,0.9723048,0.50714654,1.9021022,-0.07479529
574,1.0482421,0.879109,0.267158,0.4710899,0.03261991,0.14978416,3.980127,1.8652176,3.6162424,0.9726224,0.5072288,1.9022626,-0.07492053
575,1.0481948,0.87912434,0.26708493,0.4710656,0.03245346,0.14976503,3.9807277,1.8655914,3.6165974,0.9728949,0.50720465,1.9025159,-0.0751717
576,1.048137,0.87907606,0.2669156,0.47113386,0.03249646,0.1498388,3.9813263,1.865992,3.617009,0.97295135,0.50723857,1.9027045,-0.075352296
577,1.0481032,0.87903154,0.26681933,0.47107777,0.032520946,0.14987086,3.9819293,1.8664179,3.6173816,0.9731741,0.5072927,1.902873,-0.075496376
578,1.0480443,0.87896067,0.26682273,0.4710893,0.032470215,0.14987458,3.9825313,1.8668194,3.6177511,0.9733788,0.5073406,1.9030362,-0.07564702
579,1.0479896,0.8789487,0.26669997,0.47102824,0.03248156,0.149923,3.9831254,1.867232,3.6181405,0.9734931,0.50739074,1.9031873,-0.07577325
580,1.0479294,0.8789,0.26666978,0.4709796,0.032470237,0.14998037,3.9837248,1.8676504,3.6185465,0.9735773,0.5075032,1.903279,-0.07580744
581,1.0479028,0.87882024,0.2666404,0.4708649,0.032517426,0.15002875,3.9843302,1.868087,3.6189375,0.97368664,0.5076449,1.9033618,-0.075826205
582,1.0478489,0.8787742,0.266581,0.47081658,0.03248197,0.15007997,3.984928,1.8684839,3.6193025,0.97388935,0.50770473,1.9035025,-0.07592766
583,1.0478278,0.8786819,0.26654625,0.47074753,0.032484338,0.15013088,3.985525,1.868912,3.6197042,0.9739779,0.5077863,1.9036286,-0.07600801
584,1.0478431,0.8785081,0.26666865,0.47061118,0.032491706,0.15015905,3.9861283,1.8693577,3.620084,0.9741817,0.5079136,1.9037277,-0.076051034
585,1.0477697,0.8784826,0.2666736,0.4705917,0.032425404,0.15014932,3.986731,1.8697896,3.6204479,0.97446465,0.5079885,1.9039108,-0.07618635
586,1.0476922,0.87847704,0.2665655,0.47057924,0.032361723,0.15014507,3.9873295,1.8701972,3.6208353,0.9746089,0.5079566,1.9041654,-0.0764368
587,1.0476674,0.87841666,0.26643193,0.47057292,0.032398216,0.15018594,3.9879375,1.8706269,3.6212416,0.9747338,0.50799817,1.9043493,-0.07661156
588,1.0476016,0.87836367,0.2663969,0.47053677,0.03241608,0.15021445,3.9885423,1.871064,3.6216347,0.97490263,0.50807583,1.9045081,-0.076737836
589,1.0474948,0.8783767,0.26636803,0.47053412,0.032286607,0.15018359,3.9891393,1.8714525,3.6219943,0.9751698,0.5080442,1.9047396,-0.076951414
590,1.0474428,0.87830454,0.26621324,0.4705489,0.03241376,0.15025009,3.9897387,1.871888,3.6224394,0.9750831,0.5081276,1.9048603,-0.077037916
591,1.0473597,0.87828445,0.26617187,0.4705085,0.032450095,0.15032074,3.9903393,1.8723478,3.622869,0.97511405,0.50825703,1.9049393,-0.07705796
592,1.0473796,0.8781144,0.26621264,0.47040865,0.03250343,0.15039322,3.990942,1.8727897,3.6232655,0.97521955,0.50845814,1.9049239,-0.07696571
593,1.0473539,0.87805974,0.2662383,0.4702773,0.032455236,0.15038326,3.9915385,1.8732048,3.623634,0.97545,0.50855,1.9050357,-0.077018574
594,1.047337,0.8779816,0.26623952,0.47019228,0.032426715,0.15040988,3.9921453,1.8736115,3.6240292,0.97563046,0.5086421,1.9051644,-0.07711081
595,1.0473058,0.877885,0.26622897,0.47014645,0.032368433,0.1504433,3.9927456,1.8740001,3.6244097,0.97584665,0.508694,1.9053341,-0.07723154
596,1.0472764,0.8777823,0.2662835,0.47012332,0.03233001,0.15047045,3.993345,1.8744452,3.6248093,0.97603184,0.508749,1.9055532,-0.07738318
597,1.0472119,0.8777844,0.266179,0.47013333,0.03234267,0.15047112,3.9939468,1.874884,3.6252089,0.97617346,0.5087866,1.9057542,-0.07753683
598,1.0471597,0.8777273,0.2660471,0.47017074,0.032361798,0.15051961,3.9945498,1.8753042,3.6256084,0.9762949,0.5088645,1.9058801,-0.077626705
599,1.0471138,0.87768537,0.26594397,0.47014257,0.03240089,0.1505384,3.9951484,1.8757377,3.62599,0.9764994,0.5089354,1.9060302,-0.077744424
600,1.0470669,0.8776092,0.26598278,0.47001716,0.03238054,0.15062155,3.995758,1.8761699,3.6264014,0.9766404,0.5090792,1.9061261,-0.0777653
601,1.0470277,0.8775897,0.26597753,0.47001418,0.032367807,0.15065187,3.9960601,1.8763915,3.626614,0.9766872,0.5091463,1.9061888,-0.07778095
602,1.0470158,0.87756646,0.2659292,0.46996158,0.03237474,0.15065709,3.9963615,1.8766079,3.6268067,0.97676855,0.50918555,1.9062626,-0.077821605
603,1.0469967,0.87752753,0.265899,0.46995223,0.032360986,0.15065922,3.9966588,1.8768185,3.6269877,0.9768963,0.50919735,1.9063634,-0.07789817
604,1.046963,0.87750936,0.26587257,0.46995318,0.032334004,0.15067586,3.996961,1.8770236,3.6271777,0.97701037,0.50921416,1.9064627,-0.07797741
605,1.0469295,0.87747306,0.2658576,0.4699533,0.032316547,0.1506872,3.9972606,1.8772368,3.6273727,0.97710454,0.50923073,1.9065622,-0.07804808
606,1.0469141,0.8774479,0.26582634,0.46992663,0.032331757,0.15073018,3.9975688,1.8774658,3.6275935,0.9771261,0.5092971,1.9066203,-0.07807311
607,1.0468785,0.8774526,0.26573315,0.4699216,0.032341737,0.15074046,3.9978693,1.8776858,3.6277971,0.9771816,0.50931704,1.9067087,-0.07814095
608,1.0468581,0.8773979,0.26573503,0.4699013,0.03233812,0.15076812,3.9981732,1.8779061,3.6280007,0.97725445,0.50938535,1.9067469,-0.0781473
609,1.0468291,0.87736523,0.26571622,0.46990344,0.03232436,0.15077111,3.9984722,1.8781211,3.6281943,0.97733986,0.5094102,1.9068307,-0.07821
610,1.0468057,0.8773537,0.2656793,0.4698697,0.032307297,0.15076733,3.9987733,1.8783343,3.628391,0.97743195,0.5094251,1.906915,-0.078283146
611,1.0467864,0.8773146,0.26566598,0.46985206,0.03232515,0.15080564,3.9990768,1.878564,3.6286106,0.9774705,0.50949425,1.906957,-0.078297794
612,1.0467539,0.8772973,0.26563442,0.4698178,0.032341607,0.15083691,3.9993775,1.8787957,3.6288223,0.97753334,0.50955564,1.9070125,-0.07831772
613,1.0467453,0.8772529,0.26564047,0.46977195,0.03233099,0.15084732,3.9996824,1.8790183,3.6290095,0.97769016,0.5096212,1.9070644,-0.078331895
614,1.0467263,0.8772231,0.26566386,0.46971408,0.032295994,0.15083854,3.9999874,1.8792369,3.6291907,0.9778684,0.5096427,1.9071784,-0.07841925
615,1.0467026,0.8771745,0.2656982,0.469705,0.032236055,0.15083985,4.000289,1.8794492,3.6293864,0.9779817,0.5096524,1.9073039,-0.07851393
616,1.0466602,0.87716115,0.2656371,0.46971327,0.032230083,0.15084723,4.0005884,1.879658,3.6295857,0.97805864,0.5096404,1.9074335,-0.07862508
617,1.0466288,0.87713635,0.265579,0.46971205,0.03225772,0.15088081,4.0008917,1.8798844,3.629814,0.9780522,0.50968,1.907511,-0.0786766
618,1.0465963,0.8771139,0.26553628,0.46971366,0.032271195,0.15089905,4.001194,1.8801144,3.630028,0.97810555,0.50971645,1.9075863,-0.0787302
619,1.0465662,0.8770871,0.2655265,0.46970502,0.032257956,0.15089458,4.001495,1.8803396,3.630238,0.9781558,0.5097397,1.9076658,-0.07879033
620,1.0465508,0.87705183,0.26548386,0.46967793,0.032297615,0.15092789,4.001797,1.8805746,3.6304529,0.97819245,0.50980777,1.907712,-0.07880371
621,1.046514,0.8770373,0.26544648,0.46967256,0.032271873,0.15092827,4.002096,1.8807863,3.6306503,0.97827905,0.50983125,1.9077924,-0.07885844
622,1.0464759,0.87702465,0.2654432,0.46961245,0.032279525,0.15096541,4.0023985,1.8810244,3.6308694,0.9783299,0.5098894,1.9078593,-0.078887574
623,1.0464569,0.87695545,0.26547208,0.46958327,0.03229534,0.1510069,4.0027018,1.8812648,3.6310878,0.97838575,0.50996864,1.9079094,-0.07889121
624,1.0464345,0.8769285,0.2654399,0.4695627,0.032306343,0.15103263,4.0030055,1.881499,3.6312978,0.9784619,0.51003635,1.9079707,-0.07891087
625,1.0464144,0.8769037,0.2653875,0.46956933,0.032255374,0.15102887,4.0033073,1.8817008,3.6314929,0.9785706,0.51005274,1.908054,-0.07896818
626,1.0464087,0.8768724,0.26536545,0.4694867,0.032278456,0.15108906,4.0036163,1.8819385,3.6317117,0.97863775,0.51014096,1.9080892,-0.07895628
627,1.046371,0.876871,0.26534107,0.46944332,0.0322718,0.15111579,4.00392,1.8821641,3.6319249,0.9787058,0.5101794,1.9081709,-0.07900171
628,1.0463659,0.87681526,0.26535496,0.46941555,0.032272547,0.1511455,4.004227,1.8824146,3.6321518,0.97875357,0.5102692,1.9082227,-0.07900629
629,1.0463423,0.8767942,0.26532352,0.46939635,0.032262076,0.15114789,4.00453,1.8826383,3.632353,0.97885644,0.5103037,1.9083062,-0.0790614
630,1.0463161,0.87676203,0.26527274,0.46938884,0.032240476,0.15115996,4.0048313,1.8828489,3.6325536,0.97893816,0.51032424,1.9083977,-0.07912354
631,1.0462751,0.8767408,0.2652231,0.46939448,0.032236405,0.15120637,4.005133,1.8830559,3.6327715,0.9789727,0.51036274,1.9084616,-0.07915404
632,1.0462623,0.87670624,0.26517776,0.46937424,0.032252252,0.15125,4.005436,1.8832883,3.633003,0.9789661,0.5104236,1.9085103,-0.07916334
633,1.046259,0.8766605,0.26513737,0.46933192,0.032290064,0.15129384,4.0057397,1.8835242,3.6332223,0.97900474,0.51049864,1.9085426,-0.079151675
634,1.0462548,0.876608,0.265109,0.46930835,0.032316685,0.15131766,4.0060406,1.883776,3.6334283,0.9791035,0.51056844,1.9086074,-0.07917247
635,1.046251,0.87653387,0.26518908,0.46923447,0.032260615,0.1513088,4.0063453,1.8840015,3.6336167,0.979263,0.5106108,1.9086835,-0.07921798
636,1.0462269,0.87649435,0.2651906,0.46919343,0.032241486,0.15132658,4.006649,1.884228,3.6338162,0.9793823,0.51065505,1.908767,-0.07926785
637,1.0461746,0.87651443,0.2651227,0.46918488,0.032203402,0.15133512,4.0069523,1.8844341,3.634016,0.979494,0.51067203,1.9088664,-0.079340234
638,1.0461484,0.8764675,0.265118,0.4691942,0.032171506,0.15134825,4.0072603,1.8846573,3.6342351,0.97956806,0.51071143,1.908953,-0.07939916
639,1.0461142,0.87644655,0.26505828,0.4692207,0.032178055,0.15136409,4.007563,1.8848926,3.634446,0.9796642,0.51071984,1.9090775,-0.07950014
640,1.0461075,0.8764111,0.2650151,0.46918184,0.032204222,0.15140586,4.007869,1.8851378,3.634664,0.97972447,0.5107663,1.9091588,-0.07955066
641,1.0460793,0.87637913,0.26500353,0.4691506,0.03219587,0.15142523,4.008171,1.885378,3.6348653,0.97984004,0.51079285,1.9092574,-0.07961667
642,1.0460141,0.8763683,0.2649949,0.4691395,0.032183193,0.15145569,4.008472,1.8856106,3.6350837,0.97989666,0.51081264,1.9093616,-0.07968645
643,1.045979,0.8763674,0.26491883,0.46914658,0.032177325,0.15147822,4.0087748,1.8858429,3.635318,0.97989607,0.510846,1.9094442,-0.07973528
644,1.0459716,0.87631315,0.26491097,0.46909198,0.03221261,0.15151945,4.009082,1.8860894,3.6355505,0.97991246,0.5109345,1.9094732,-0.07972335
645,1.0459764,0.87624043,0.26493758,0.46904147,0.032196946,0.15151966,4.0093884,1.8863205,3.635752,0.9800382,0.5109965,1.909522,-0.079741605
646,1.0459588,0.8761884,0.26497474,0.46901205,0.03216522,0.15151365,4.009692,1.8865484,3.6359494,0.98017395,0.5110237,1.909623,-0.07981282
647,1.0459385,0.8761524,0.2649774,0.4689631,0.032176204,0.1515249,4.009996,1.886778,3.6361568,0.98027885,0.51105267,1.9097178,-0.07987889
648,1.0459098,0.87613744,0.26493415,0.46895427,0.032172143,0.15154487,4.0102997,1.8870158,3.6363885,0.9803137,0.5110979,1.9097953,-0.07992371
649,1.0458629,0.87614256,0.26485896,0.4689727,0.032158814,0.15156022,4.010602,1.8872501,3.636618,0.98035437,0.5111319,1.9098724,-0.079974405
650,1.045831,0.8761279,0.26480335,0.46895453,0.032195944,0.15161131,4.010908,1.8874979,3.6368484,0.98040617,0.51120126,1.9099209,-0.07998743
651,1.0458105,0.8760999,0.2647681,0.46892843,0.032206763,0.15164144,4.011212,1.8877343,3.637069,0.9804634,0.511253,1.9099808,-0.080011934
652,1.0458199,0.8760266,0.26477134,0.46889067,0.032226533,0.1516674,4.0115166,1.8879738,3.6372788,0.9805635,0.5113253,1.9100281,-0.08001898
653,1.0458151,0.8759721,0.26479807,0.4688674,0.032185655,0.15166017,4.0118213,1.8882016,3.6374788,0.98069423,0.5113751,1.910103,-0.08005636
654,1.0457959,0.8759468,0.26479134,0.4688235,0.032159198,0.15166175,4.0121245,1.8884289,3.6376772,0.9808408,0.51139057,1.9102134,-0.080137454
655,1.0457592,0.8759104,0.26476553,0.46882203,0.032158088,0.1516867,4.0124273,1.8886616,3.6378965,0.98091024,0.51140565,1.9103335,-0.08022904
656,1.0457321,0.87590224,0.26471502,0.46880823,0.032148696,0.15170601,4.012733,1.8888988,3.6381216,0.98097926,0.5114435,1.9104226,-0.08028767
657,1.0456975,0.87588555,0.26469457,0.46879143,0.03212189,0.15171267,4.013036,1.8891274,3.6383479,0.98100626,0.51145434,1.9105219,-0.08036293
658,1.0456892,0.8758536,0.26464579,0.46878225,0.032141093,0.15175244,4.013342,1.8893687,3.6385777,0.98105717,0.51151496,1.9105762,-0.08038469
659,1.0456572,0.87583816,0.26461148,0.4687545,0.032171555,0.15180583,4.0136476,1.8896191,3.6388264,0.98103964,0.51160145,1.9106101,-0.08037529
660,1.0456384,0.8758097,0.26455876,0.46873647,0.032202285,0.15184838,4.01395,1.889866,3.63906,0.98106396,0.51168907,1.9106318,-0.080351055
661,1.0456342,0.87577367,0.26449302,0.46869177,0.03222146,0.15188263,4.0142527,1.8900999,3.639274,0.9811319,0.51175696,1.9106625,-0.080346026
662,1.0456307,0.87573165,0.26452175,0.4686402,0.032183163,0.15192132,4.01456,1.8903288,3.6394956,0.98119414,0.51184565,1.9106846,-0.080321185
663,1.0456375,0.87566197,0.26452127,0.4685922,0.03219695,0.1519554,4.014865,1.8905613,3.6397023,0.9813081,0.51191854,1.9107294,-0.08032313
664,1.0456346,0.87561333,0.2645447,0.4685227,0.03219013,0.15198871,4.01517,1.8907971,3.6399186,0.9814033,0.51197815,1.9107953,-0.0803447
665,1.0456314,0.87556607,0.2645431,0.46847382,0.032188915,0.15201257,4.015474,1.8910469,3.6401384,0.98150444,0.51203394,1.91088,-0.08038725
666,1.0456233,0.87551796,0.26453385,0.46843728,0.032168675,0.1520211,4.015777,1.8912829,3.6403503,0.98162043,0.5120682,1.9109727,-0.08044846
667,1.0455995,0.87547654,0.2645524,0.4684262,0.03213918,0.15204932,4.016079,1.8915253,3.6405823,0.98166156,0.51211035,1.9110645,-0.08049696
668,1.0455861,0.87546146,0.26449677,0.46838716,0.032163884,0.15209298,4.0163856,1.8917662,3.6408253,0.98166424,0.5121715,1.911116,-0.08051507
669,1.0455753,0.8754345,0.26445264,0.46836138,0.03218754,0.15212795,4.016689,1.892007,3.6410537,0.9817034,0.51224464,1.9111556,-0.08051602
670,1.04557,0.87539977,0.26447034,0.46827826,0.032191712,0.1521622,4.016995,1.89226,3.6412785,0.9817702,0.5123299,1.9112,-0.0805127
671,1.0455657,0.87536883,0.26444668,0.4682566,0.03217629,0.15218501,4.0172987,1.8924932,3.6414924,0.98186636,0.5123846,1.9112672,-0.080541514
672,1.0455844,0.87528306,0.2644657,0.46822158,0.032172162,0.1522189,4.0176024,1.8927311,3.6417124,0.981939,0.51245797,1.9113218,-0.08054758
673,1.0455806,0.8752445,0.26445648,0.46822667,0.03214526,0.15219975,4.0179043,1.8929657,3.6419177,0.98208594,0.51248026,1.911441,-0.0806345
674,1.0455782,0.87519556,0.26445758,0.46818033,0.0321279,0.15217347,4.018205,1.8931938,3.6421013,0.9822792,0.5124755,1.9115789,-0.08074644
675,1.0455604,0.87516844,0.26443818,0.46816954,0.032091193,0.15219247,4.0185122,1.8934163,3.642316,0.9823891,0.5124942,1.9116945,-0.08083557
676,1.0455214,0.8751624,0.26437563,0.4681963,0.032066014,0.15221348,4.01882,1.8936461,3.6425483,0.9824542,0.51252276,1.9118004,-0.08091394
677,1.0454777,0.8751915,0.2643122,0.46813786,0.032085966,0.15225057,4.019127,1.8938998,3.642782,0.98251927,0.5125685,1.9118893,-0.08096471
678,1.0454514,0.875184,0.2642293,0.4681561,0.032083705,0.15227973,4.019432,1.8941393,3.6430078,0.98258615,0.51259696,1.9119846,-0.08102934
679,1.0454243,0.8751471,0.26421311,0.46815282,0.032085914,0.15231623,4.0197363,1.894387,3.6432304,0.98267126,0.51265514,1.9120561,-0.08105431
680,1.0454053,0.875136,0.26415148,0.4681146,0.032104842,0.15232296,4.0200386,1.8946204,3.643441,0.98275876,0.51267385,1.9121519,-0.08111913
681,1.0453991,0.8750758,0.26417392,0.4680866,0.032099664,0.15235992,4.0203457,1.8948685,3.6436682,0.98283774,0.51274717,1.9122089,-0.08113199
682,1.0453683,0.875055,0.26414657,0.46808657,0.032092854,0.15238822,4.020646,1.8951148,3.6438956,0.98291117,0.5127887,1.9122984,-0.08117619
683,1.0453442,0.87503207,0.2641334,0.4680198,0.03211251,0.15242483,4.0209513,1.8953688,3.6441252,0.9829782,0.5128518,1.9123664,-0.08119487
684,1.0453483,0.8749949,0.26408947,0.46797174,0.032129467,0.15246351,4.0212603,1.8956193,3.6443586,0.9830406,0.5129346,1.9124104,-0.081195936
685,1.0453295,0.8749432,0.26409113,0.46793246,0.03212999,0.15249828,4.0215626,1.8958627,3.6445801,0.98313046,0.5129976,1.9124721,-0.081213176
686,1.0453371,0.87488645,0.26412705,0.46789202,0.032097336,0.15249927,4.021867,1.8960996,3.6448023,0.9832259,0.51305157,1.9125365,-0.081240475
687,1.045325,0.87485194,0.2641204,0.46787643,0.032082614,0.15247925,4.0221686,1.8963437,3.6450253,0.9833253,0.51308167,1.9126382,-0.08130845
