t,u1,u2,u3
7.407407407407406996e-01,9.263381191067704412e-01,6.949065258064057726e-01,-7.532970771960206813e-01
7.507507507507507061e-01,9.214664736496400721e-01,6.878899877436162047e-01,-7.660923157193670896e-01
7.607607607607607125e-01,9.165676956466036751e-01,6.807925990211464162e-01,-7.786901983197265231e-01
7.707707707707707190e-01,9.116450690570776505e-01,6.736173377071472679e-01,-7.910900800758480234e-01
7.807807807807807254e-01,9.067018452568897935e-01,6.663671495485321561e-01,-8.032914308654163227e-01
7.907907907907907319e-01,9.017412430382794053e-01,6.590449479709771241e-01,-8.152938353650509562e-01
8.008008008008007383e-01,8.967664486098971821e-01,6.516536140789207510e-01,-8.270969930503071499e-01
8.108108108108108558e-01,8.917806155968051041e-01,6.441959966555643735e-01,-8.387007181956751545e-01
8.208208208208208623e-01,8.867868650404771014e-01,6.366749121628717534e-01,-8.501049398745803565e-01
8.308308308308308687e-01,8.817882853987980551e-01,6.290931447415695210e-01,-8.613097019593837222e-01
8.408408408408408752e-01,8.767879325460646855e-01,6.214534462111467317e-01,-8.723151631213814650e-01
8.508508508508508816e-01,8.717888297729848857e-01,6.137585360698553094e-01,-8.831215968308048225e-01
8.608608608608608881e-01,8.667939677866780546e-01,6.060111014947093810e-01,-8.937293913568205017e-01
8.708708708708708945e-01,8.618063047106753194e-01,5.982137973414858312e-01,-9.041390497675305671e-01
8.808808808808809010e-01,8.568287660849189802e-01,5.903692461447246354e-01,-9.143511899299723300e-01
8.908908908908909074e-01,8.518642448657627320e-01,5.824800381177277497e-01,-9.243665445101180156e-01
9.009009009009009139e-01,8.469156014259722198e-01,5.745487311525601104e-01,-9.341859609728756508e-01
9.109109109109109204e-01,8.419856635547239287e-01,5.665778508200491892e-01,-9.438104015820881765e-01
9.209209209209209268e-01,8.370772264576062938e-01,5.585698903697851048e-01,-9.532409434005337800e-01
9.309309309309309333e-01,8.321930527566188118e-01,5.505273107301204005e-01,-9.624787782899264510e-01
9.409409409409409397e-01,8.273358724901729300e-01,5.424525405081705998e-01,-9.715252129109146484e-01
9.509509509509509462e-01,8.225083831130909351e-01,5.343479759898135395e-01,-9.803816687230828553e-01
9.609609609609609526e-01,8.177132494966070642e-01,5.262159811396898146e-01,-9.890496819849502463e-01
9.709709709709709591e-01,8.129531039283668381e-01,5.180588876012026667e-01,-9.975309037539716872e-01
9.809809809809809655e-01,8.082305461124272838e-01,5.098789946965178732e-01,-1.005827099886537290e+00
9.909909909909909720e-01,8.035481431692568233e-01,5.016785694265639695e-01,-1.013940151037971749e+00
1.001001001001001089e+00,7.989084296357352732e-01,4.934598464710317489e-01,-1.021872052662536445e+00
1.011011011011011096e+00,7.943139074651541787e-01,4.852250281883751515e-01,-1.029624915013426456e+00
1.021021021021021102e+00,7.897670460272163684e-01,4.769762846158102643e-01,-1.037200963142772991e+00
1.031031031031031109e+00,7.852702821080360662e-01,4.687157534693163208e-01,-1.044602536901642731e+00
1.041041041041041115e+00,7.808260199101390020e-01,4.604455401436344797e-01,-1.051832090940037157e+00
1.051051051051051122e+00,7.764366310524624115e-01,4.521677177122690461e-01,-1.058892194706892997e+00
1.061061061061061128e+00,7.721044545703551476e-01,4.438843269274869163e-01,-1.065785532450082673e+00
1.071071071071071135e+00,7.678317969155771250e-01,4.355973762203173560e-01,-1.072514903216413629e+00
1.081081081081081141e+00,7.636209319562999864e-01,4.273088417005524997e-01,-1.079083220851628333e+00
1.091091091091091148e+00,7.594741009771068807e-01,4.190206671567467955e-01,-1.085493514000404947e+00
1.101101101101101154e+00,7.553935126789923515e-01,4.107347640562178381e-01,-1.091748926106356876e+00
1.111111111111111160e+00,7.513813431793621156e-01,4.024530115450449808e-01,-1.097852715412032776e+00
1.121121121121121167e+00,7.474397360120339506e-01,3.941772564480713337e-01,-1.103808254958916102e+00
1.131131131131131173e+00,7.435708021272364743e-01,3.859093132689014882e-01,-1.109619032587426224e+00
1.141141141141141180e+00,7.397754083337898523e-01,3.776497297679453080e-01,-1.115286514704777021e+00
1.151151151151151186e+00,7.360494157400812032e-01,3.693938410764076585e-01,-1.120803603126423020e+00
1.161161161161161193e+00,7.323930057975949204e-01,3.611412332904143097e-01,-1.126171017973940591e+00
1.171171171171171199e+00,7.288070354484016411e-01,3.528921810732840170e-01,-1.131390679094080198e+00
1.181181181181181206e+00,7.252923384761045256e-01,3.446469448629873589e-01,-1.136464464409616015e+00
1.191191191191191212e+00,7.218497255058385909e-01,3.364057708721469586e-01,-1.141394209919346592e+00
1.201201201201201219e+00,7.184799840042714880e-01,3.281688910880372068e-01,-1.146181709698094187e+00
1.211211211211211225e+00,7.151838782796031690e-01,3.199365232725844277e-01,-1.150828715896705656e+00
1.221221221221221231e+00,7.119621494815656648e-01,3.117088709623668796e-01,-1.155336938742051567e+00
1.231231231231231238e+00,7.088155156014234182e-01,3.034861234686146436e-01,-1.159708046537027304e+00
1.241241241241241244e+00,7.057446714719731728e-01,2.952684558772097345e-01,-1.163943665660551963e+00
1.251251251251251251e+00,7.027502887675439736e-01,2.870560290486862121e-01,-1.168045380567568792e+00
1.261261261261261257e+00,6.998330160039971659e-01,2.788489896182296812e-01,-1.172014733789044971e+00
1.271271271271271264e+00,6.969934785387261744e-01,2.706474699956779584e-01,-1.175853225931972501e+00
1.281281281281281270e+00,6.942322785706570576e-01,2.624515883655206827e-01,-1.179562315679366646e+00
1.291291291291291277e+00,6.915499951402480638e-01,2.542614486868992607e-01,-1.183143419790267936e+00
1.301301301301301283e+00,6.889471841294894094e-01,2.460771406936071992e-01,-1.186597913099739721e+00
1.311311311311311290e+00,6.864243782619040557e-01,2.378987398940897169e-01,-1.189927128518870836e+00
1.321321321321321296e+00,6.839820871025470428e-01,2.297263075714440494e-01,-1.193132357034773383e+00
1.331331331331331302e+00,6.816207970580057118e-01,2.215598907834192277e-01,-1.196214847710583618e+00
1.341341341341341309e+00,6.793409713763995939e-01,2.133995223624163273e-01,-1.199175807685462614e+00
1.351351351351351315e+00,6.771430501473807428e-01,2.052452209154881635e-01,-1.202016402174594711e+00
1.361361361361361322e+00,6.750274503021334027e-01,1.970969908243394575e-01,-1.204737754469189293e+00
1.371371371371371328e+00,6.729945656133740073e-01,1.889548222453271142e-01,-1.207340945936479226e+00
1.381381381381381335e+00,6.710447666953514023e-01,1.808186911094594729e-01,-1.209827016019721979e+00
1.391391391391391341e+00,6.691784010038466235e-01,1.726885591223971117e-01,-1.212196962238198505e+00
1.401401401401401348e+00,6.673957928361732295e-01,1.645643737644522930e-01,-1.214451740187214801e+00
1.411411411411411354e+00,6.656972433311767468e-01,1.564460682905893796e-01,-1.216592263538100571e+00
1.421421421421421361e+00,6.640830304692351138e-01,1.483335617304245846e-01,-1.218619404038209231e+00
1.431431431431431367e+00,6.625534090722587921e-01,1.402267588882258609e-01,-1.220533991510919236e+00
1.441441441441441373e+00,6.611086108036900999e-01,1.321255503429131228e-01,-1.222336813855632531e+00
1.451451451451451380e+00,6.597488441685042115e-01,1.240298124480583852e-01,-1.224028617047775658e+00
1.461461461461461386e+00,6.584742945132079361e-01,1.159394073318852358e-01,-1.225610105138798644e+00
1.471471471471471393e+00,6.572851240258408279e-01,1.078541828972692795e-01,-1.227081940256176562e+00
1.481481481481481399e+00,6.561814717359746307e-01,9.977397282173827708e-02,-1.228444742603407747e+00
1.491491491491491406e+00,6.551634535147133898e-01,9.169859655747147897e-02,-1.229699090460015576e+00
1.501501501501501412e+00,6.542311620746933398e-01,8.362785933130029159e-02,-1.230845520181546471e+00
1.511511511511511419e+00,6.533846669700831278e-01,7.556155214470788861e-02,-1.231884526199572338e+00
1.521521521521521425e+00,6.526240145965835904e-01,6.749945177382943307e-02,-1.232816561021688129e+00
1.531531531531531432e+00,6.519492281914279763e-01,5.944132076945202181e-02,-1.233642035231513390e+00
1.541541541541541438e+00,6.513603078333817242e-01,5.138690745701440798e-02,-1.234361317488692045e+00
1.551551551551551444e+00,6.508572304427426847e-01,4.333594593660744509e-02,-1.234974734528891505e+00
1.561561561561561451e+00,6.504399497813406761e-01,3.528815608297403150e-02,-1.235482571163804000e+00
1.571571571571571457e+00,6.501083964525382619e-01,2.724324354550838878e-02,-1.235885070281145470e+00
1.581581581581581464e+00,6.498624779012300845e-01,1.920089974825761603e-02,-1.236182432844656232e+00
1.591591591591591470e+00,6.497020784138428651e-01,1.116080188991952493e-02,-1.236374817894100975e+00
1.601601601601601477e+00,6.496270591183361809e-01,3.122612943844693678e-03,-1.236462342545267878e+00
1.611611611611611705e+00,6.496372579842012440e-01,-4.914018341964976333e-03,-1.236445081989969941e+00
1.621621621621621712e+00,6.497324898224619005e-01,-1.294945744485487271e-02,-1.236323069496043869e+00
1.631631631631631718e+00,6.499125462856742974e-01,-2.098408406751922639e-02,-1.236096296407350748e+00
1.641641641641641725e+00,6.501771958679269936e-01,-2.901829213800033447e-02,-1.235764712143775590e+00
1.651651651651651731e+00,6.505261839048404049e-01,-3.705248980968817163e-02,-1.235328224201228009e+00
1.661661661661661737e+00,6.509592325735675811e-01,-4.508709946132116730e-02,-1.234786698151641327e+00
1.671671671671671744e+00,6.514760408927937618e-01,-5.312255769698592811e-02,-1.234139957642973018e+00
1.681681681681681750e+00,6.520762847227367098e-01,-6.115931534611673825e-02,-1.233387784399204934e+00
1.691691691691691757e+00,6.527596167651459336e-01,-6.919783746349622566e-02,-1.232529918220343079e+00
1.701701701701701763e+00,6.535256665633037976e-01,-7.723860332925525096e-02,-1.231566056982417612e+00
1.711711711711711770e+00,6.543740405020247453e-01,-8.528210644887268543e-02,-1.230495856637482399e+00
1.721721721721721776e+00,6.553043218076554099e-01,-9.332885455317535550e-02,-1.229318931213616350e+00
1.731731731731731783e+00,6.563160705480748369e-01,-1.013793695983384313e-01,-1.228034852814921418e+00
1.741741741741741789e+00,6.574088236326942614e-01,-1.094341877658848161e-01,-1.226643151621524597e+00
1.751751751751751796e+00,6.585820948124574414e-01,-1.174938594626859234e-01,-1.225143315889576812e+00
1.761761761761761802e+00,6.598353746798401032e-01,-1.255589493209612884e-01,-1.223534791951252698e+00
1.771771771771771808e+00,6.611681306688506066e-01,-1.336300361982781237e-01,-1.221816984214751489e+00
1.781781781781781815e+00,6.625798070550291685e-01,-1.417077131775520971e-01,-1.219989255164296793e+00
1.791791791791791821e+00,6.640698249554487509e-01,-1.497925875670468865e-01,-1.218050925360135484e+00
1.801801801801801828e+00,6.656375823287143945e-01,-1.578852809003740698e-01,-1.216001273438539698e+00
1.811811811811811834e+00,6.672824539749633299e-01,-1.659864289364939016e-01,-1.213839536111804618e+00
1.821821821821821841e+00,6.690038326628885423e-01,-1.740962777945623263e-01,-1.211565933993459243e+00
1.831831831831831847e+00,6.708015265767790503e-01,-1.822112822085895367e-01,-1.209189424162503412e+00
1.841841841841841854e+00,6.726751278854672389e-01,-1.903306991276177973e-01,-1.206710081151755931e+00
1.851851851851851860e+00,6.746240985732741002e-01,-1.984547852062120143e-01,-1.204125192083103313e+00
1.861861861861861867e+00,6.766478663648345382e-01,-2.065837485292360554e-01,-1.201432095808922185e+00
1.871871871871871873e+00,6.787458247250975907e-01,-2.147177486118528045e-01,-1.198628182912079065e+00
1.881881881881881879e+00,6.809173328593258745e-01,-2.228568963995241070e-01,-1.195710895705930366e+00
1.891891891891891886e+00,6.831617157130961404e-01,-2.310012542680108805e-01,-1.192677728234322831e+00
1.901901901901901892e+00,6.854782639722990512e-01,-2.391508360233729480e-01,-1.189526226271592435e+00
1.911911911911911899e+00,6.878662340631392924e-01,-2.473056069019692604e-01,-1.186253987322565706e+00
1.921921921921921905e+00,6.903248481521352398e-01,-2.554654835704576743e-01,-1.182858660622558844e+00
1.931931931931931912e+00,6.928532941461195138e-01,-2.636303341257950628e-01,-1.179337947137377940e+00
1.941941941941941918e+00,6.954507256922384251e-01,-2.717999780952373157e-01,-1.175689599563318977e+00
1.951951951951951925e+00,6.981162621779521960e-01,-2.799741864363393118e-01,-1.171911422327168051e+00
1.961961961961961931e+00,7.008489887310354050e-01,-2.881526815369550576e-01,-1.168001271586201151e+00
1.971971971971971938e+00,7.036479562195758763e-01,-2.963351372152371876e-01,-1.163957055228183712e+00
1.981981981981981944e+00,7.065121812519760125e-01,-3.045211787196377973e-01,-1.159776732871371951e+00
1.991991991991991950e+00,7.094406461769517946e-01,-3.127103827289077209e-01,-1.155458315864511532e+00
2.002002002002002179e+00,7.124322990835332270e-01,-3.209022773520970317e-01,-1.150999867286837786e+00
2.012012012012012185e+00,7.154860538010641147e-01,-3.290963421285542090e-01,-1.146399501948076605e+00
2.022022022022022192e+00,7.186007898992025078e-01,-3.372920080279274702e-01,-1.141655386388443105e+00
2.032032032032032198e+00,7.217753526879201464e-01,-3.454886574501635499e-01,-1.136765738878643184e+00
2.042042042042042205e+00,7.250085532175026826e-01,-3.536856242255083660e-01,-1.131728829419871740e+00
2.052052052052052211e+00,7.282991682785500132e-01,-3.618821936145069085e-01,-1.126542979743814232e+00
2.062062062062062218e+00,7.316459404019755031e-01,-3.700776023080030175e-01,-1.121206563312645788e+00
2.072072072072072224e+00,7.350475778590067621e-01,-3.782710384271396054e-01,-1.115718005319031647e+00
2.082082082082082231e+00,7.385027546611853122e-01,-3.864616415233585456e-01,-1.110075782686126722e+00
2.092092092092092237e+00,7.420101105603664760e-01,-3.946485025784007838e-01,-1.104278424067575815e+00
2.102102102102102243e+00,7.455682510487197101e-01,-4.028306640043061715e-01,-1.098324509847514285e+00
2.112112112112112250e+00,7.491757473587281613e-01,-4.110071196434136320e-01,-1.092212672140566498e+00
2.122122122122122256e+00,7.528311364631891101e-01,-4.191768147683611057e-01,-1.085941594791847598e+00
2.132132132132132263e+00,7.565329210752137490e-01,-4.273386460820854382e-01,-1.079510013376961952e+00
2.142142142142142269e+00,7.602795696482270715e-01,-4.354914617178224923e-01,-1.072916715202004490e+00
2.152152152152152276e+00,7.640695163759680941e-01,-4.436340612391073135e-01,-1.066160539303559363e+00
2.162162162162162282e+00,7.679011611924897451e-01,-4.517651956397737423e-01,-1.059240376448701282e+00
2.172172172172172289e+00,7.717728697721589759e-01,-4.598835673439547467e-01,-1.052155169134994628e+00
2.182182182182182295e+00,7.756829735296565387e-01,-4.679878302060821449e-01,-1.044903911590493673e+00
2.192192192192192302e+00,7.796297696199772087e-01,-4.760765895108867718e-01,-1.037485649773742580e+00
2.202202202202202308e+00,7.836115209384295621e-01,-4.841484019733987565e-01,-1.029899481373775849e+00
2.212212212212212314e+00,7.876264561206364201e-01,-4.922017757389469672e-01,-1.022144555810116984e+00
2.222222222222222321e+00,7.916727695425341826e-01,-5.002351703831591223e-01,-1.014220074232780711e+00
2.232232232232232327e+00,7.957486213203733838e-01,-5.082469969119622899e-01,-1.006125289522270538e+00
2.242242242242242334e+00,7.998521373107183585e-01,-5.162356177615823327e-01,-9.978595062895803114e-01
2.252252252252252340e+00,8.039814091104475757e-01,-5.241993467985442967e-01,-9.894220808761940988e-01
2.262262262262262347e+00,8.081344940567531943e-01,-5.321364493196720780e-01,-9.808124213540854175e-01
2.272272272272272353e+00,8.123094152271415069e-01,-5.400451420520884227e-01,-9.720299875257181199e-01
2.282282282282282360e+00,8.165041614394328295e-01,-5.479235931532153714e-01,-9.630742909240457283e-01
2.292292292292292366e+00,8.207166872517608347e-01,-5.557699222107737036e-01,-9.539448948125117678e-01
2.302302302302302373e+00,8.249449129625738841e-01,-5.635822002427837152e-01,-9.446414141850495438e-01
2.312312312312312379e+00,8.291867246106339184e-01,-5.713584496975638860e-01,-9.351635157660825870e-01
2.322322322322322385e+00,8.334399739750166791e-01,-5.790966444537324342e-01,-9.255109180105243194e-01
2.332332332332332392e+00,8.377024785751119307e-01,-5.867947098202060952e-01,-9.156833911037776108e-01
2.342342342342342398e+00,8.419720216706236826e-01,-5.944505225362010092e-01,-9.056807569617358888e-01
2.352352352352352405e+00,8.462463522615695233e-01,-6.020619107712319451e-01,-8.955028892307821398e-01
2.362362362362362411e+00,8.505231850882809530e-01,-6.096266541251129656e-01,-8.851497132877894636e-01
2.372372372372372418e+00,8.548002006314036061e-01,-6.171424836279567616e-01,-8.746212062401208520e-01
2.382382382382382424e+00,8.590750451118970288e-01,-6.246070817401754294e-01,-8.639173969256287444e-01
2.392392392392392431e+00,8.633453304910346793e-01,-6.320180823524799152e-01,-8.530383659126563600e-01
2.402402402402402437e+00,8.676086344704038167e-01,-6.393730707858801265e-01,-8.419842455000363657e-01
2.412412412412412444e+00,8.718625004919056121e-01,-6.466695837916849321e-01,-8.307552197170913200e-01
2.422422422422422450e+00,8.761044377377555925e-01,-6.539051095515022727e-01,-8.193515243236337842e-01
2.432432432432432456e+00,8.803319211304827530e-01,-6.610770876772393834e-01,-8.077734468099662113e-01
2.442442442442442463e+00,8.845423913329302223e-01,-6.681829092111017943e-01,-7.960213263968811681e-01
2.452452452452452469e+00,8.887332547482549305e-01,-6.752199166255945517e-01,-7.840955540356610021e-01
2.462462462462462476e+00,8.929018835199280524e-01,-6.821854038235217743e-01,-7.719965724080779523e-01
2.472472472472472482e+00,8.970456155317343416e-01,-6.890766161379862087e-01,-7.597248759263941498e-01
2.482482482482482489e+00,9.011617544077725750e-01,-6.958907503323901178e-01,-7.472810107333618390e-01
2.492492492492492495e+00,9.052475695124555521e-01,-7.026249546004337265e-01,-7.346655747022232674e-01
2.502502502502502502e+00,9.093002959505100957e-01,-7.092763285661178863e-01,-7.218792174367099079e-01
2.512512512512512508e+00,9.133171345669768293e-01,-7.158419232837409663e-01,-7.089226402710441244e-01
2.522522522522522515e+00,9.172952519472101773e-01,-7.223187412379008521e-01,-6.957965962699376172e-01
2.532532532532532521e+00,9.212317804168788093e-01,-7.287037363434949455e-01,-6.825018902285922007e-01
2.542542542542542527e+00,9.251238180419649737e-01,-7.349938139457188324e-01,-6.690393786726994696e-01
2.552552552552552534e+00,9.289684286287651638e-01,-7.411858308200676149e-01,-6.554099698584411327e-01
2.562562562562562540e+00,9.327626417238896739e-01,-7.472765951723352451e-01,-6.416146237724887902e-01
2.572572572572572547e+00,9.365034526142625992e-01,-7.532628666386143035e-01,-6.276543521320038233e-01
2.582582582582582553e+00,9.401878223271222801e-01,-7.591413562852973307e-01,-6.135302183846377266e-01
2.592592592592592560e+00,9.438126776300208576e-01,-7.649087266090750514e-01,-5.992433377085318869e-01
2.602602602602602566e+00,9.473749110308242738e-01,-7.705615915369372626e-01,-5.847948770123173601e-01
2.612612612612612573e+00,9.508713807777124938e-01,-7.760965164261730553e-01,-5.701860549351156493e-01
2.622622622622622579e+00,9.542989108591796166e-01,-7.815100180643705929e-01,-5.554181418465377051e-01
2.632632632632632586e+00,9.576542910040332091e-01,-7.867985646694162227e-01,-5.404924598466842589e-01
2.642642642642642592e+00,9.609342766813950831e-01,-7.919585758894966965e-01,-5.254103827661470438e-01
2.652652652652652598e+00,9.641355891007010737e-01,-7.969864228030962838e-01,-5.101733361660062416e-01
2.662662662662662605e+00,9.672549152117007054e-01,-8.018784279189994368e-01,-4.947827973378329247e-01
2.672672672672672611e+00,9.702889077044578592e-01,-8.066308651762885695e-01,-4.792402953036881685e-01
2.682682682682682618e+00,9.732341850093495506e-01,-8.112399599443462783e-01,-4.635474108161220519e-01
2.692692692692692624e+00,9.760873312970677063e-01,-8.157018890228531216e-01,-4.477057763581755445e-01
2.702702702702702631e+00,9.788448964786173878e-01,-8.200127806417893961e-01,-4.317170761433793968e-01
2.712712712712712637e+00,9.815034762397324419e-01,-8.241689096086786126e-01,-4.155829344914507839e-01
2.722722722722722644e+00,9.840609993612023931e-01,-8.281682372123808644e-01,-3.993069493376195100e-01
2.732732732732732650e+00,9.865165531591798542e-01,-8.320094033492227981e-01,-3.828961915093136992e-01
2.742742742742742657e+00,9.888693099545693421e-01,-8.356910826136204617e-01,-3.663578684021355225e-01
2.752752752752752663e+00,9.911184930413106109e-01,-8.392120123277133636e-01,-3.496991019646364940e-01
2.762762762762762669e+00,9.932633766863793179e-01,-8.425709925413635837e-01,-3.329269286983178033e-01
2.772772772772772676e+00,9.953032861297863576e-01,-8.457668860321567728e-01,-3.160482996576297055e-01
2.782782782782782682e+00,9.972375975845783058e-01,-8.487986183054011535e-01,-2.990700804499722976e-01
2.792792792792792689e+00,9.990657382368370865e-01,-8.516651775941284086e-01,-2.819990512356947421e-01
2.802802802802802695e+00,1.000787186245680305e+00,-8.543656148590930144e-01,-2.648419067280958217e-01
2.812812812812812702e+00,1.002401470743260692e+00,-8.568990437887725742e-01,-2.476052561934237450e-01
2.822822822822822708e+00,1.003908171834767105e+00,-8.592646407993679292e-01,-2.302956234508759803e-01
2.832832832832832715e+00,1.005306920598423304e+00,-8.614616450348026033e-01,-2.129194468725997824e-01
2.842842842842842721e+00,1.006597399085488842e+00,-8.634893583667235806e-01,-1.954830793836914438e-01
2.852852852852852727e+00,1.007779340320258843e+00,-8.653471453945005276e-01,-1.779927884621968492e-01
2.862862862862862734e+00,1.008852528300063778e+00,-8.670344334452265711e-01,-1.604547561391113653e-01
2.872872872872872740e+00,1.009816797995269910e+00,-8.685507125737175205e-01,-1.428750789983798120e-01
2.882882882882882747e+00,1.010672035349278408e+00,-8.698955355625125341e-01,-1.252597681768961024e-01
2.892892892892892753e+00,1.011418177278526231e+00,-8.710685179218736751e-01,-1.076147493645040476e-01
2.902902902902902760e+00,1.012055211672486577e+00,-8.720693378897860226e-01,-8.994586280399663458e-02
2.912912912912912766e+00,1.012583177393666878e+00,-8.728977364319578935e-01,-7.225886329111630424e-02
2.922922922922922773e+00,1.013002164277610806e+00,-8.735535172418203986e-01,-5.455942017455489568e-02
2.932932932932932779e+00,1.013312313132897602e+00,-8.740365467405279976e-01,-3.685311735595381277e-02
2.942942942942942786e+00,1.013513815741141855e+00,-8.743467540769580548e-01,-1.914545328990374662e-02
2.952952952952952792e+00,1.013606914856993502e+00,-8.744841311277109508e-01,-1.441840983944897570e-03
2.962962962962962798e+00,1.013591904208138050e+00,-8.744487324971103037e-01,1.625239200143330232e-02
2.972972972972972805e+00,1.013469128495296800e+00,-8.742406755172025257e-01,3.393200355279157865e-02
2.982982982982982811e+00,1.013238983392226178e+00,-8.738601402477572666e-01,5.159183700374164738e-02
2.992992992992992818e+00,1.012901915545718179e+00,-8.733073694762674144e-01,6.922682113494554867e-02
3.003003003003002824e+00,1.012458422575600814e+00,-8.725826687179483176e-01,8.683197017411603547e-02
3.013013013013012831e+00,1.011909053074736775e+00,-8.716864062157391180e-01,1.044023837960164069e-01
3.023023023023022837e+00,1.011254406609024770e+00,-8.706190129403015288e-01,1.219332471224603420e-01
3.033033033033032844e+00,1.010495133717399074e+00,-8.693809825900203903e-01,1.394198307223123434e-01
3.043043043043042850e+00,1.009631935911829093e+00,-8.679728715910037806e-01,1.568574906114874601e-01
3.053053053053052857e+00,1.008665565677320242e+00,-8.663952990970826828e-01,1.742416682529510652e-01
3.063063063063062863e+00,1.007596826471912621e+00,-8.646489469898110958e-01,1.915678905567195223e-01
3.073073073073072869e+00,1.006426572726683011e+00,-8.627345598784663672e-01,2.088317698798591859e-01
3.083083083083082876e+00,1.005155709845742651e+00,-8.606529451000485276e-01,2.260290040264876232e-01
3.093093093093092882e+00,1.003785194206238573e+00,-8.584049727192809565e-01,2.431553762477723923e-01
3.103103103103102889e+00,1.002316033158353825e+00,-8.559915755286098271e-01,2.602067552419322638e-01
3.113113113113112895e+00,1.000749285025306357e+00,-8.534137490482045507e-01,2.771790951542359993e-01
3.123123123123122902e+00,9.990860591033497995e-01,-8.506725515259576653e-01,2.940684355770032399e-01
3.133133133133132908e+00,9.973275156617733561e-01,-8.477691039374846138e-01,3.108709015496038397e-01
3.143143143143142915e+00,9.954748659429016877e-01,-8.447045899861238549e-01,3.275827035584587543e-01
3.153153153153152921e+00,9.935293721620949148e-01,-8.414802561029370853e-01,3.442001375370392635e-01
3.163163163163162928e+00,9.914923475077487280e-01,-8.380974114467090175e-01,3.607195848658668602e-01
3.173173173173172934e+00,9.893651561412943884e-01,-8.345574279039472687e-01,3.771375123725148049e-01
3.183183183183182940e+00,9.871492131971986161e-01,-8.308617400888826943e-01,3.934504723316051278e-01
3.193193193193192947e+00,9.848459847829633684e-01,-8.270118453434690542e-01,4.096551024648117378e-01
3.203203203203202953e+00,9.824569879791266169e-01,-8.230093037373833464e-01,4.257481259408587571e-01
3.213213213213213404e+00,9.799837908392613484e-01,-8.188557380680253628e-01,4.417263513755216309e-01
3.223223223223223410e+00,9.774280123899764527e-01,-8.145528338605183549e-01,4.575866728316240195e-01
3.233233233233233417e+00,9.747913226309160573e-01,-8.101023393677082574e-01,4.733260698190430160e-01
3.243243243243243423e+00,9.720754425347598593e-01,-8.055060655701643535e-01,4.889416072947044833e-01
3.253253253253253430e+00,9.692821440472231265e-01,-8.007658861761786095e-01,5.044304356625851637e-01
3.263263263263263436e+00,9.664132500870565856e-01,-7.958837376217664517e-01,5.197897907737135670e-01
3.273273273273273443e+00,9.634706345460464227e-01,-7.908616190706660998e-01,5.350169939261668617e-01
3.283283283283283449e+00,9.604562222890143941e-01,-7.857015924143390118e-01,5.501094518650744281e-01
3.293293293293293456e+00,9.573719891538178262e-01,-7.804057822719694393e-01,5.650646567826150823e-01
3.303303303303303462e+00,9.542199619513493936e-01,-7.749763759904650939e-01,5.798801863180190752e-01
3.313313313313313468e+00,9.510022184655373412e-01,-7.694156236444562591e-01,5.945537035575664264e-01
3.323323323323323475e+00,9.477208874533453731e-01,-7.637258380362966781e-01,6.090829570345882571e-01
3.333333333333333481e+00,9.443781486447728746e-01,-7.579093946960632211e-01,6.234657807294660126e-01
3.343343343343343488e+00,9.409762327428544681e-01,-7.519687318815552191e-01,6.377000940696321285e-01
3.353353353353353494e+00,9.375194909910476992e-01,-7.459083188906107109e-01,6.517817845363389484e-01
3.363363363363363501e+00,9.340206920990747896e-01,-7.397405724088291779e-01,6.656985112594967502e-01
3.373373373373373507e+00,9.304838041776862800e-01,-7.334694409966582285e-01,6.794473760740027402e-01
3.383383383383383514e+00,9.269113588366209022e-01,-7.270974981659040770e-01,6.930270206713462500e-01
3.393393393393393520e+00,9.233058643249932862e-01,-7.206272923108980599e-01,7.064361581405862456e-01
3.403403403403403527e+00,9.196698055312937381e-01,-7.140613467084960808e-01,7.196735729683521043e-01
3.413413413413413533e+00,9.160056439833889064e-01,-7.074021595180794986e-01,7.327381210388427268e-01
3.423423423423423539e+00,9.123158178485210046e-01,-7.006522037815542392e-01,7.456287296338269810e-01
3.433433433433433546e+00,9.086027419333080335e-01,-6.938139274233515730e-01,7.583443974326437020e-01
3.443443443443443552e+00,9.048688076837443361e-01,-6.868897532504273373e-01,7.708841945122016925e-01
3.453453453453453559e+00,9.011163831851997097e-01,-6.798820789522627139e-01,7.832472623469795003e-01
3.463463463463463565e+00,8.973478131624201826e-01,-6.727932771008637847e-01,7.954328138090256406e-01
3.473473473473473572e+00,8.935654189795273483e-01,-6.656256951507613095e-01,8.074401331679584848e-01
3.483483483483483578e+00,8.897714986400191428e-01,-6.583816554390115039e-01,8.192685760909664827e-01
3.493493493493493585e+00,8.859683267867688450e-01,-6.510634551851951501e-01,8.309175696428078295e-01
3.503503503503503591e+00,8.821581547020261871e-01,-6.436733664914182640e-01,8.423866122858105765e-01
3.513513513513513598e+00,8.783432103074164665e-01,-6.362136363423116503e-01,8.536752738798728535e-01
3.523523523523523604e+00,8.745256981639408789e-01,-6.286864866050312362e-01,8.647831956824625355e-01
3.533533533533533610e+00,8.707077994719766290e-01,-6.210941140292578488e-01,8.757100903486175758e-01
3.543543543543543617e+00,8.668916720712768198e-01,-6.134386902471973269e-01,8.864557419309455621e-01
3.553553553553553623e+00,8.630794504409704526e-01,-6.057223617735806309e-01,8.970200058796242715e-01
