epoch,parameter1,parameter2,parameter3,parameter4
513,2.6332748,-0.025780244,0.32160294,-0.08119593
514,2.6340039,-0.025685275,0.32159886,-0.08035589
515,2.634665,-0.025345722,0.32154372,-0.07958452
516,2.635327,-0.025026457,0.3215006,-0.07876032
517,2.6360972,-0.02496877,0.3215032,-0.077768624
518,2.6367917,-0.024766356,0.32148847,-0.07677606
519,2.637571,-0.02468995,0.32148796,-0.07583979
520,2.638246,-0.024399057,0.32145947,-0.07501201
521,2.638901,-0.024102936,0.321441,-0.074129246
522,2.6395838,-0.023817679,0.3214229,-0.07330143
523,2.640402,-0.023705661,0.32141614,-0.07255196
524,2.6411028,-0.02338088,0.32138312,-0.071722604
525,2.6417592,-0.023053383,0.3213581,-0.070732966
526,2.642561,-0.022992602,0.3213595,-0.06975201
527,2.6432476,-0.02269912,0.32133463,-0.068919614
528,2.644009,-0.022599896,0.32134637,-0.06798485
529,2.644709,-0.022383569,0.32135162,-0.06703002
530,2.6454103,-0.02207111,0.3213337,-0.06625025
531,2.646111,-0.021716828,0.32130322,-0.06547718
532,2.6468663,-0.021499887,0.32129338,-0.06459135
533,2.647699,-0.021411201,0.32129124,-0.0637417
534,2.64831,-0.020886071,0.32121736,-0.06293726
535,2.6489959,-0.02061115,0.32117745,-0.061969258
536,2.6498053,-0.02052608,0.32115847,-0.06109906
537,2.6505187,-0.020212794,0.32111862,-0.060256064
538,2.651277,-0.020072406,0.32111534,-0.059275284
539,2.6519704,-0.019733056,0.3210892,-0.058348976
540,2.6527126,-0.019467995,0.32107306,-0.057461876
541,2.653389,-0.019127458,0.3210562,-0.05651663
542,2.6541572,-0.018990139,0.32106134,-0.055556394
543,2.6549778,-0.0189114,0.3210673,-0.054809604
544,2.6556,-0.018451802,0.32104033,-0.054020226
545,2.6562965,-0.01810504,0.32102364,-0.053163663
546,2.6570415,-0.017849702,0.32101488,-0.05227114
547,2.6577828,-0.017618196,0.32100683,-0.05145649
548,2.658394,-0.017146647,0.32097012,-0.0506003
549,2.65926,-0.017169625,0.32096365,-0.049589097
550,2.6599743,-0.016841294,0.32092467,-0.048734035
551,2.6606684,-0.01648207,0.32089338,-0.0478067
552,2.661503,-0.016402975,0.3208889,-0.04686738
553,2.6622918,-0.016203037,0.32086912,-0.045933727
554,2.6630082,-0.015881225,0.32084122,-0.04498944
555,2.6637387,-0.015591891,0.32081988,-0.044051208
556,2.6645586,-0.015454451,0.3208114,-0.0431383
557,2.6652114,-0.015005658,0.32078028,-0.04217894
558,2.6660485,-0.014938522,0.32077855,-0.041220807
559,2.6667643,-0.014530293,0.32073718,-0.04034911
560,2.6674592,-0.014076021,0.32069302,-0.0394509
561,2.6683998,-0.014191485,0.3206963,-0.038378794
562,2.6691957,-0.0139150005,0.32065174,-0.037540734
563,2.6698732,-0.013432508,0.32059592,-0.0366741
564,2.670628,-0.013232455,0.32057866,-0.035562187
565,2.6713789,-0.012952981,0.3205618,-0.034527943
566,2.6720967,-0.0125341555,0.32053605,-0.03366162
567,2.6729991,-0.012577641,0.32054225,-0.032617528
568,2.6737978,-0.012412376,0.32053494,-0.031621475
569,2.6745415,-0.012062764,0.32051307,-0.030709958
570,2.6752245,-0.011594995,0.32048628,-0.029811636
571,2.6760426,-0.011396151,0.32047668,-0.028994197
572,2.676822,-0.011070418,0.32045764,-0.028137026
573,2.6776123,-0.010739501,0.3204355,-0.02727353
574,2.6784048,-0.010485656,0.32042158,-0.026288722
575,2.6792097,-0.010243016,0.32040742,-0.025360465
576,2.6799989,-0.009997202,0.32039484,-0.024415953
577,2.680922,-0.01005801,0.32040146,-0.023311345
578,2.6817245,-0.009803315,0.3203895,-0.02227403
579,2.68239,-0.009234763,0.3203629,-0.02128054
580,2.6831946,-0.008973614,0.3203535,-0.020331068
581,2.6839952,-0.008703247,0.32034472,-0.019404009
582,2.6848571,-0.008618242,0.32034624,-0.018317394
583,2.6857085,-0.008458377,0.32033947,-0.017367773
584,2.6864135,-0.007931118,0.32030675,-0.016497467
585,2.6872153,-0.007639297,0.3202829,-0.01554116
586,2.6880846,-0.0074768406,0.32026604,-0.014588302
587,2.6889534,-0.007249078,0.32024783,-0.013732314
588,2.6897051,-0.0068453555,0.3202266,-0.01274547
589,2.690517,-0.0065756077,0.32021427,-0.011670905
590,2.691326,-0.006295044,0.3202015,-0.010653932
591,2.6920888,-0.0059723593,0.32019028,-0.009594848
592,2.692874,-0.0056810398,0.3201811,-0.008504758
593,2.693758,-0.005563038,0.32017753,-0.007496328
594,2.6945724,-0.0052619055,0.32016858,-0.006542993
595,2.695464,-0.0051262956,0.320167,-0.005451395
596,2.6962273,-0.004731467,0.32016006,-0.004397604
597,2.697094,-0.0044775126,0.3201547,-0.0034867162
598,2.6980076,-0.0042919377,0.32015008,-0.0025206315
599,2.6988378,-0.0039517693,0.32014275,-0.0015193566
600,2.699625,-0.0035035596,0.32013258,-0.0005669715
601,2.7006936,-0.0036483798,0.3201321,0.000400435
602,2.7015355,-0.0032604635,0.3201174,0.001315524
603,2.7023356,-0.0028754454,0.3201056,0.0022711677
604,2.7032475,-0.002763699,0.32010078,0.0032612733
605,2.7040515,-0.0023566955,0.32009116,0.0041160686
606,2.7047975,-0.0017472998,0.32007822,0.004937899
607,2.7056231,-0.0014195144,0.3200701,0.0059951614
608,2.7065334,-0.0012354132,0.32006437,0.007038774
609,2.7074015,-0.000963065,0.32005933,0.008167084
610,2.7083359,-0.0009124885,0.32005733,0.009455553
611,2.709129,-0.0005192805,0.32005462,0.010623304
612,2.710003,-0.00027931714,0.32005256,0.011662926
613,2.7108479,2.8217175e-05,0.3200511,0.0127894115
614,2.7118251,9.748213e-05,0.32005024,0.013931567
615,2.7126462,0.0005998665,0.3200493,0.014870043
616,2.7134893,0.0009637895,0.32004866,0.01589809
617,2.7143526,0.0012792941,0.32004866,0.016957922
618,2.7151992,0.0016358636,0.32004938,0.018063763
619,2.7161357,0.0017750891,0.3200485,0.019140664
620,2.7169044,0.002257948,0.32005173,0.020247784
621,2.7179046,0.0022601308,0.32005048,0.021378724
622,2.718682,0.0027422842,0.3200559,0.0223739
623,2.7195148,0.00312972,0.32006145,0.023261704
624,2.7204046,0.0034348562,0.32006648,0.024219314
625,2.7213495,0.003653077,0.32007155,0.025078148
626,2.7222612,0.0039404244,0.32007876,0.026088033
627,2.7231548,0.004240654,0.32008627,0.027211552
628,2.7239096,0.004759115,0.3200979,0.028229462
629,2.7249098,0.004729082,0.32009363,0.029325437
630,2.7258313,0.00491144,0.32009557,0.030362392
631,2.726703,0.0052847727,0.3201045,0.0314133
632,2.7276244,0.005556021,0.3201113,0.03244995
633,2.7284982,0.00594531,0.32012263,0.033593543
634,2.7293112,0.0064639603,0.32014135,0.03460268
635,2.7301345,0.0068848473,0.32015812,0.03562856
636,2.7310193,0.0071228393,0.32016635,0.0368496
637,2.7319152,0.00740418,0.32017806,0.03809351
638,2.732961,0.007387901,0.32017782,0.039402228
639,2.73403,0.007332669,0.32017675,0.040619228
640,2.734804,0.008025516,0.32021457,0.041619487
641,2.7356734,0.0084384885,0.3202405,0.04269577
642,2.7365847,0.008697421,0.32025576,0.04383688
643,2.7375233,0.009000012,0.32027358,0.044847973
644,2.7384737,0.009296362,0.32028908,0.045770366
645,2.7394896,0.009404239,0.32029048,0.046929173
646,2.7402813,0.009977518,0.32031676,0.04810699
647,2.7412438,0.0102352565,0.32033098,0.049289327
648,2.742288,0.01026826,0.3203319,0.05053657
649,2.743235,0.010474203,0.32033905,0.051717807
650,2.7440102,0.011134486,0.3203751,0.052737594
651,2.7449334,0.011543285,0.32039922,0.053771403
652,2.7460017,0.011639677,0.32040307,0.05490245
653,2.746999,0.011912512,0.32042158,0.05597484
654,2.74785,0.012407648,0.32045117,0.05699299
655,2.7488322,0.012605972,0.32046145,0.05814424
656,2.7496018,0.013247987,0.32050955,0.059180006
657,2.7505233,0.013621365,0.32054546,0.060226854
658,2.7515626,0.013726042,0.32056126,0.061441187
659,2.7524998,0.0140577275,0.32059497,0.062639765
660,2.7534428,0.01436862,0.32062706,0.06386145
661,2.754409,0.014571916,0.3206482,0.06507468
662,2.755348,0.014961714,0.32068717,0.06613833
663,2.756308,0.01526503,0.3207157,0.06734157
664,2.7573972,0.015327432,0.32072628,0.068696536
665,2.7583444,0.01577162,0.32078323,0.0697776
666,2.7592583,0.016165378,0.32082683,0.07104706
667,2.760221,0.016434565,0.32085344,0.072255164
668,2.761176,0.016876267,0.3208981,0.07328093
669,2.7621372,0.017246732,0.32093418,0.07449794
670,2.7631757,0.017383888,0.32095104,0.075796
671,2.7640917,0.017922262,0.32102203,0.07678644
672,2.7649825,0.018431189,0.32108867,0.077928685
673,2.7660882,0.018384771,0.32109332,0.07926393
674,2.7669141,0.019017648,0.32118005,0.08025596
675,2.7679536,0.019245634,0.32123238,0.08132197
676,2.768868,0.019774418,0.32131162,0.08251291
677,2.7697961,0.020233458,0.321382,0.08372374
678,2.7709095,0.020226983,0.32139924,0.08516083
679,2.7718809,0.020516448,0.32144904,0.08649449
680,2.7729733,0.02055303,0.32146466,0.08786969
681,2.7738562,0.021162672,0.321548,0.08902284
682,2.7746964,0.021824228,0.32163417,0.09014195
683,2.7757967,0.021904979,0.3216605,0.09118234
684,2.7768068,0.022295747,0.32172623,0.09224937
685,2.7779257,0.022400463,0.3217474,0.09339795
686,2.7788851,0.022832343,0.32180256,0.09455327
687,2.7798889,0.02308662,0.32183176,0.09581871
688,2.780912,0.023376482,0.32187185,0.09707686
689,2.7819002,0.02377996,0.32193136,0.098319806
690,2.7828715,0.024208872,0.32199737,0.099538974
691,2.783812,0.024658129,0.3220687,0.10084131
692,2.7847464,0.025093209,0.32214102,0.10225134
693,2.7857614,0.02531171,0.32217613,0.10363944
694,2.7868361,0.025472298,0.3221903,0.10489404
695,2.7879925,0.025518088,0.3221832,0.10599865
696,2.7890844,0.025806729,0.3222127,0.10708484
697,2.790043,0.02634483,0.32227433,0.108264804
698,2.790954,0.026855573,0.32233632,0.10945753
699,2.7919824,0.027120728,0.32236257,0.11072013
700,2.793013,0.027559174,0.3224423,0.11180996
701,2.7942169,0.027552962,0.32245916,0.113232784
702,2.7951703,0.028112877,0.32257634,0.114451975
703,2.7962945,0.028261388,0.32262042,0.11576742
704,2.7974172,0.028504265,0.32268605,0.117043436
705,2.7983775,0.029204065,0.32283852,0.11814668
706,2.799353,0.029693976,0.322931,0.11952681
707,2.800396,0.030009663,0.3229984,0.12078742
708,2.801479,0.030310294,0.32306555,0.121952794
709,2.8025975,0.030532118,0.32310832,0.123205766
710,2.8035269,0.031061683,0.32318005,0.12449753
711,2.8045893,0.031305775,0.3232117,0.12578483
712,2.8056056,0.031660143,0.32327348,0.12706727
713,2.8066807,0.031991977,0.32335517,0.12827976
714,2.8077147,0.032341152,0.32343653,0.12959872
715,2.8087137,0.032833733,0.32355237,0.13099949
716,2.8098211,0.03309899,0.32363397,0.13239428
717,2.8108041,0.03360547,0.32376227,0.1336984
718,2.811855,0.033873603,0.3238426,0.13501853
719,2.8129175,0.034301616,0.32397956,0.13611902
720,2.8140273,0.03473825,0.3241194,0.13738872
721,2.8151739,0.034952946,0.3241868,0.13901106
722,2.8162546,0.0352351,0.3242711,0.14053687
723,2.8174334,0.03536507,0.32433996,0.14192955
724,2.8184736,0.035919804,0.32450148,0.1431578
725,2.8195477,0.03638664,0.32465327,0.14435187
726,2.8205414,0.03701537,0.32482234,0.14552866
727,2.8216107,0.037328243,0.32489493,0.14695525
728,2.8227847,0.037537795,0.32497528,0.14814211
729,2.8238633,0.038035847,0.32512227,0.14924908
730,2.824902,0.038397174,0.32521483,0.15067846
731,2.8259642,0.038772613,0.3253354,0.15194061
732,2.8271093,0.038982548,0.3254197,0.15338106
733,2.828177,0.039394524,0.32554686,0.15493801
734,2.8293362,0.03968359,0.32566205,0.15635526
735,2.830452,0.04006494,0.32580274,0.15775707
736,2.8316,0.04034304,0.32591546,0.15912956
737,2.8327198,0.040786132,0.32608196,0.1603257
738,2.8338807,0.041151285,0.32622743,0.1616103
739,2.834917,0.041708566,0.3263906,0.16296937
740,2.836127,0.041867852,0.32645994,0.1644861
741,2.837132,0.04253627,0.32667688,0.16585049
742,2.8382816,0.042736433,0.32676843,0.16748777
743,2.8394258,0.043064073,0.32690787,0.16871573
744,2.8406298,0.043372635,0.32705238,0.16984424
745,2.8416903,0.043889422,0.32721388,0.17118932
746,2.842784,0.044404276,0.32739052,0.1723819
747,2.8439708,0.04468261,0.32750157,0.17372943
748,2.845145,0.04496748,0.3276335,0.17502013
749,2.846349,0.04515964,0.32774007,0.17647445
750,2.8475292,0.0456267,0.32795364,0.17773178
751,2.8486714,0.045973398,0.32809,0.17929645
752,2.8496876,0.046575785,0.32829034,0.18076105
753,2.8505962,0.04735324,0.32855684,0.18207218
754,2.851739,0.0475363,0.32866275,0.18356258
755,2.8529594,0.04768194,0.32875434,0.18498588
756,2.8539991,0.048331775,0.32898834,0.18613066
757,2.855279,0.04830615,0.32902214,0.18762635
758,2.8562975,0.048833385,0.32919255,0.1889795
759,2.8574781,0.048974916,0.32924625,0.19050978
760,2.8586257,0.04932435,0.32936576,0.19179673
761,2.8599663,0.04927878,0.32936612,0.19317949
762,2.861017,0.049984794,0.32960838,0.19427256
763,2.8619933,0.05072574,0.32983154,0.19562894
764,2.8632393,0.050823286,0.3298668,0.1971281
765,2.864359,0.0512847,0.33002204,0.19844542
766,2.8656354,0.051521175,0.33013287,0.19978788
767,2.8668485,0.05187102,0.33027956,0.20118919
768,2.867989,0.052336045,0.33046353,0.20264027
769,2.8691404,0.052709833,0.33061603,0.20420662
770,2.8703303,0.0531815,0.33083794,0.20556104
771,2.8716302,0.05331441,0.3309561,0.20706964
772,2.8726592,0.053999554,0.3312554,0.20843439
773,2.873676,0.05483749,0.33165336,0.20961954
774,2.874912,0.055098407,0.33188838,0.2111557
775,2.876244,0.055090956,0.33203527,0.21294978
776,2.877374,0.05559889,0.3323841,0.2145311
777,2.878691,0.055662677,0.33258197,0.2161763
778,2.8798084,0.056342166,0.33298877,0.21741907
779,2.8808813,0.05703637,0.333393,0.21880898
780,2.8820992,0.05741113,0.33371234,0.22020718
781,2.8834445,0.057595614,0.3340052,0.22156851
782,2.8845036,0.058280196,0.33448577,0.22297437
783,2.8856053,0.05879008,0.33486927,0.22468603
784,2.886889,0.058982145,0.33514872,0.22629024
785,2.8881867,0.059081133,0.33535278,0.22789523
786,2.8893328,0.05959031,0.33566675,0.22927737
787,2.8904715,0.060228888,0.3360401,0.23054582
788,2.8917425,0.06052905,0.33626074,0.23211125
789,2.8929005,0.060963288,0.33652037,0.23364547
790,2.8940718,0.06147806,0.33684716,0.23504122
791,2.8953478,0.061736543,0.33706486,0.23666523
792,2.8965867,0.06213697,0.33735767,0.23827927
793,2.8977866,0.06268239,0.33771557,0.23971315
794,2.899243,0.06254888,0.3378297,0.24142917
795,2.9004774,0.063044064,0.3381899,0.24270403
796,2.901662,0.06355765,0.33851334,0.24410182
797,2.9028523,0.064098984,0.33882362,0.24562795
798,2.9042094,0.06441995,0.33904406,0.2470855
799,2.9055846,0.06455868,0.33913973,0.24857055
800,2.9068315,0.06495016,0.3393197,0.2499554
801,2.9079914,0.065583564,0.339611,0.25132483
802,2.9091742,0.066131696,0.3399108,0.25299913
803,2.9098327,0.066252016,0.340025,0.25378364
804,2.9104075,0.06661816,0.34025505,0.25450632
805,2.911113,0.06663742,0.34035483,0.25533777
806,2.9116905,0.06694621,0.3405574,0.25611055
807,2.9123785,0.066989906,0.34067258,0.25689882
808,2.912916,0.06746015,0.34097764,0.2574971
809,2.9136944,0.067426704,0.3410963,0.2582674
810,2.914215,0.06791569,0.34141168,0.25898448
811,2.9149346,0.06797263,0.34154484,0.25984108
812,2.9155076,0.068288304,0.341763,0.2606502
813,2.9161034,0.06859512,0.34197018,0.26149064
814,2.9167962,0.068663985,0.34208417,0.2624568
815,2.917391,0.06893081,0.34227598,0.26336378
816,2.9180467,0.06903973,0.34239724,0.26433566
817,2.9186907,0.06919112,0.3425435,0.26521915
818,2.919401,0.0693323,0.34270608,0.2659344
819,2.9200683,0.06957913,0.34289843,0.26673397
820,2.920738,0.069862306,0.34310767,0.26745236
821,2.921332,0.070264906,0.34335586,0.26818305
822,2.9220407,0.07039752,0.34349504,0.26907048
823,2.9226508,0.070751704,0.34373465,0.2698974
824,2.9233794,0.07081255,0.3438599,0.27077788
825,2.9240532,0.07096547,0.34400818,0.27168646
826,2.9246438,0.07132287,0.34422842,0.27259287
827,2.925406,0.071352795,0.34433115,0.27348405
828,2.9259632,0.07180128,0.34460402,0.27425185
829,2.92678,0.07173115,0.34466192,0.27519673
830,2.927344,0.072200835,0.34494323,0.27595454
831,2.9281337,0.07221537,0.34505528,0.2767369
832,2.9286757,0.07271769,0.3453537,0.27746996
833,2.929475,0.07266048,0.34542572,0.278364
834,2.930124,0.07295948,0.34565315,0.2791597
835,2.9308012,0.07320751,0.34587198,0.2799089
836,2.9315152,0.07336828,0.3460512,0.2807309
837,2.9320834,0.07385067,0.34636718,0.28143367
838,2.9328942,0.073745646,0.34642825,0.2823832
839,2.9334552,0.07420349,0.34672996,0.2832019
840,2.934289,0.07420285,0.34685263,0.28403485
841,2.9348924,0.07463159,0.34713185,0.28492096
842,2.9356995,0.07460473,0.34721595,0.28591257
843,2.9363613,0.07489038,0.34744292,0.286753
844,2.9370325,0.075162105,0.34765697,0.28764576
845,2.9377801,0.07532191,0.34783167,0.28846514
846,2.938417,0.07567483,0.34808192,0.28924954
847,2.9391167,0.07592138,0.34829578,0.28998643
848,2.939674,0.07640947,0.34861806,0.29075897
849,2.940467,0.07644586,0.3487609,0.29157364
850,2.9410853,0.07682242,0.34905642,0.29240885
851,2.941893,0.076798946,0.34917375,0.2933662
852,2.94256,0.07711913,0.34944668,0.2942232
853,2.9432824,0.07732633,0.3496813,0.2950147
854,2.9440093,0.07747866,0.34988967,0.295982
855,2.9447722,0.07767518,0.35014966,0.29680827
856,2.9455657,0.07769693,0.35030323,0.29779735
857,2.946273,0.07804519,0.35062334,0.29855347
858,2.9470897,0.078135386,0.35081667,0.29943874
859,2.9476323,0.07886749,0.35131365,0.30002806
860,2.9483588,0.07906774,0.35156184,0.30089062
861,2.9491203,0.07917731,0.35177445,0.3018042
862,2.9497576,0.079555444,0.35210612,0.30263722
863,2.9505157,0.07965176,0.3523033,0.30350322
864,2.9510882,0.080143794,0.352678,0.30432302
865,2.9518862,0.08017927,0.3528538,0.30531946
866,2.9525084,0.08062407,0.3532243,0.3062335
867,2.9533792,0.08047886,0.35332263,0.30739272
868,2.9540393,0.08086933,0.35367924,0.3082361
869,2.9548938,0.08077042,0.35380423,0.309268
870,2.9555728,0.08120258,0.35419723,0.3100217
871,2.956299,0.081496924,0.3545133,0.31086317
872,2.9570522,0.08175584,0.35480642,0.3116603
873,2.9578412,0.081858076,0.3550057,0.31266063
874,2.958577,0.08218662,0.35533673,0.31355944
875,2.9593265,0.08242237,0.3556161,0.31453663
876,2.9601033,0.08262362,0.3558738,0.31540108
877,2.9607682,0.08290877,0.3561432,0.31641454
878,2.9615688,0.082995154,0.35633504,0.31728265
879,2.9622748,0.083320476,0.3566396,0.31816575
880,2.9630024,0.083715096,0.3569996,0.31897423
881,2.9637985,0.0838992,0.35725164,0.31985754
882,2.964389,0.08447685,0.35768256,0.3207287
883,2.9651697,0.0846629,0.35795125,0.32160902
884,2.9658785,0.084899396,0.35822836,0.32270184
885,2.9666674,0.084946506,0.35841602,0.3238596
886,2.9673617,0.08529476,0.35877365,0.3248632
887,2.9682162,0.0853176,0.3589856,0.32594416
888,2.96903,0.08544404,0.35923925,0.32690758
889,2.969708,0.085837334,0.35959485,0.32783803
890,2.9705389,0.0859512,0.3598154,0.32877713
891,2.9713142,0.086265825,0.36015078,0.32959375
892,2.971981,0.08678337,0.36056867,0.3304564
893,2.972893,0.086716,0.36068988,0.33146712
894,2.973607,0.087104104,0.36104995,0.3323574
895,2.9743557,0.08749434,0.36142755,0.3332211
896,2.975177,0.08768081,0.36169967,0.3341378
897,2.975932,0.08788905,0.36195493,0.3352442
898,2.9767222,0.088147186,0.3622621,0.33615553
899,2.9775834,0.08823794,0.36249316,0.33710593
900,2.978281,0.08866116,0.36289096,0.3379789
901,2.979067,0.08896298,0.3632383,0.3388355
902,2.979787,0.089384146,0.36364362,0.3397312
903,2.9801474,0.089557186,0.36382774,0.3401834
904,2.9805245,0.0896798,0.3639858,0.34070086
905,2.9809403,0.08972117,0.3641157,0.34121478
906,2.9813309,0.089830734,0.36428565,0.3417133
907,2.9817226,0.08997324,0.36447772,0.34216496
908,2.982167,0.08998115,0.3646,0.34270972
909,2.9825437,0.09013921,0.36479083,0.34325415
910,2.982934,0.09028671,0.3649814,0.34373537
911,2.983364,0.090297304,0.3650989,0.34429818
912,2.9837358,0.09049425,0.36532465,0.34478232
913,2.984142,0.090621,0.36551008,0.34530595
914,2.9845839,0.09064333,0.3656366,0.345885
915,2.9849641,0.09084603,0.36585456,0.34635913
916,2.9853957,0.09092024,0.36600104,0.34689167
917,2.9858234,0.090974584,0.3661369,0.3474677
918,2.9861958,0.09120949,0.36637992,0.34790245
919,2.986591,0.09137901,0.3665849,0.34837484
920,2.9870486,0.091414385,0.36672541,0.34888813
921,2.987474,0.09155776,0.3669253,0.34932315
922,2.9879067,0.09166371,0.36709732,0.34976506
923,2.9883103,0.0917942,0.3672743,0.350284
924,2.9887214,0.09195947,0.36748055,0.3507314
925,2.9890745,0.09220507,0.36772567,0.3511984
926,2.9895039,0.092277996,0.36787897,0.3517011
927,2.9899523,0.09234221,0.36802605,0.35223132
928,2.990317,0.09261616,0.36828864,0.35268787
929,2.9907897,0.09264093,0.36842018,0.35323608
930,2.991188,0.092793114,0.36861283,0.35384154
931,2.991637,0.092902526,0.3687964,0.35435215
932,2.9920979,0.09295716,0.36894432,0.3549251
933,2.9925716,0.09299174,0.36907166,0.35551116
934,2.9929864,0.09318747,0.36928612,0.35598975
935,2.9933662,0.09342784,0.36952353,0.35642084
936,2.993847,0.09340821,0.3696208,0.3569167
937,2.9942431,0.09359588,0.36982942,0.35741845
938,2.9946635,0.093781635,0.37004662,0.35789752
939,2.9950674,0.09398262,0.37027505,0.35837168
940,2.9955218,0.094060875,0.3704315,0.3589111
941,2.99591,0.09430416,0.37067977,0.3594009
942,2.9963655,0.094404794,0.3708564,0.35988486
943,2.9968288,0.09444201,0.37099135,0.36047897
944,2.9972258,0.0946889,0.37126392,0.3609466
945,2.9976976,0.09478072,0.37145504,0.36145222
946,2.9980862,0.09497826,0.37168387,0.36203575
947,2.9984944,0.09517066,0.37191755,0.36257687
948,2.998973,0.09519543,0.37205955,0.3632002
949,2.9994001,0.0953458,0.37227163,0.36375758
950,2.999858,0.095479056,0.37247935,0.3642889
951,3.000304,0.09558707,0.37266746,0.36482817
952,3.0007703,0.095659725,0.37283677,0.36539808
953,3.0012004,0.095843226,0.37306762,0.36594206
954,3.001701,0.09588151,0.37322414,0.36647287
955,3.0021493,0.096020386,0.37342858,0.36699012
956,3.002583,0.09623806,0.3736787,0.36748675
957,3.0030398,0.09637694,0.37387303,0.36807775
958,3.0034778,0.09652258,0.3740679,0.36869758
959,3.0039635,0.09663347,0.37426805,0.36925924
960,3.0044396,0.09676271,0.37448302,0.36981416
961,3.0049222,0.09682706,0.37464833,0.37040564
962,3.0053809,0.09696019,0.37484655,0.37098688
963,3.0058157,0.09717456,0.37509748,0.37148464
964,3.0063043,0.09723703,0.37525305,0.37209648
965,3.0066788,0.09754997,0.37555322,0.37261778
966,3.007156,0.09768046,0.37576997,0.3731033
967,3.0075548,0.09796128,0.37607446,0.3735432
968,3.0080924,0.097932845,0.37620386,0.3741245
969,3.0084846,0.09820076,0.37648988,0.37469327
970,3.0089386,0.09838114,0.37673715,0.37523115
971,3.0093894,0.098533906,0.37696362,0.37581182
972,3.009867,0.09864971,0.37717804,0.37638527
973,3.0103548,0.098706715,0.3773546,0.3769974
974,3.0108042,0.09885673,0.37758666,0.37756988
975,3.0112658,0.09901173,0.37782145,0.37812263
976,3.01175,0.09908279,0.37800545,0.37876946
977,3.0122347,0.0992029,0.37823093,0.37934437
978,3.0126498,0.09949388,0.37856218,0.3798512
979,3.0131698,0.09952272,0.3787376,0.3804337
980,3.0135689,0.09982143,0.3790574,0.38097617
981,3.013976,0.10011118,0.3793854,0.3814371
982,3.0144691,0.1001585,0.37956393,0.38214013
983,3.0149252,0.100326575,0.37981614,0.38274536
984,3.0154178,0.10043731,0.38003436,0.38338822
985,3.0158935,0.10057973,0.38026735,0.38408342
986,3.0164256,0.10062396,0.38046017,0.3846858
987,3.016876,0.10082493,0.38073793,0.38529706
988,3.0173483,0.10101146,0.38101223,0.38582298
989,3.0178416,0.10107506,0.38120323,0.3864979
990,3.018324,0.10123407,0.38146007,0.38706315
991,3.018861,0.10125723,0.38162306,0.38773462
992,3.019289,0.10154787,0.38194117,0.38833705
993,3.019836,0.10162416,0.3821471,0.38895184
994,3.020399,0.10161727,0.38229278,0.38969448
995,3.0209107,0.101770885,0.38254562,0.39024493
996,3.0213246,0.1021084,0.38289818,0.39071617
997,3.0218294,0.10224369,0.38314316,0.39123127
998,3.0222793,0.1025198,0.38347247,0.39172563
999,3.0227416,0.102746405,0.38376555,0.3922659
1000,3.0233035,0.10269031,0.3838987,0.39293933
1001,3.0237505,0.10294977,0.3842335,0.39348105
1002,3.0242367,0.10317427,0.38455728,0.3940458
1003,3.024519,0.10316229,0.38463718,0.39442793
1004,3.0247662,0.103229634,0.38476175,0.39477167
1005,3.025002,0.103344925,0.38491687,0.3950438
1006,3.0252633,0.10338826,0.38502452,0.3953752
1007,3.0254877,0.10348934,0.38516417,0.3957186
1008,3.025743,0.10353569,0.3852779,0.39605638
1009,3.0260189,0.10357079,0.3853924,0.3963815
1010,3.026267,0.10367215,0.38554513,0.3966713
1011,3.0265343,0.10373039,0.38567317,0.396976
1012,3.0267582,0.10387256,0.3858508,0.39724392
1013,3.0270371,0.10389821,0.38595885,0.39753446
1014,3.0272896,0.10397426,0.38609332,0.3978313
1015,3.0275285,0.1040868,0.38624737,0.39815262
1016,3.0277758,0.10420418,0.38641167,0.39842534
1017,3.028017,0.10431724,0.38657632,0.39871144
1018,3.0282834,0.10436607,0.38669795,0.3990413
1019,3.0285354,0.10444461,0.386839,0.39934912
1020,3.0288098,0.10448926,0.38696343,0.39967218
1021,3.0290556,0.10458183,0.38711014,0.40002373
1022,3.0293071,0.104667954,0.3872534,0.40035206
1023,3.0295866,0.10469482,0.3873631,0.4006977
1024,3.0298214,0.10481592,0.38752833,0.40101677
1025,3.0300741,0.10491623,0.38768443,0.4013214
1026,3.0303214,0.10502292,0.3878448,0.40162867
1027,3.0305994,0.10506035,0.38796648,0.40194106
1028,3.0308363,0.10518046,0.3881364,0.40223992
1029,3.0311265,0.105201386,0.38825047,0.40257663
1030,3.0313852,0.10529571,0.38841027,0.40288055
1031,3.0316327,0.10543379,0.38860235,0.40314254
1032,3.0319407,0.10543855,0.38871258,0.40348527
1033,3.0321937,0.105541475,0.3888741,0.40381998
1034,3.03242,0.105707064,0.38906947,0.40414628
1035,3.0326931,0.105770946,0.38920397,0.40447643
1036,3.032964,0.10582245,0.3893296,0.40488234
1037,3.0332496,0.105860345,0.3894555,0.40527394
1038,3.0335295,0.10593721,0.38961193,0.4055987
1039,3.0337913,0.10605909,0.3897919,0.40590638
1040,3.034082,0.10612996,0.38994163,0.4062334
1041,3.0343845,0.1061568,0.39005876,0.40660894
1042,3.0346377,0.106279284,0.390222,0.40695253
1043,3.0349617,0.106254354,0.39030215,0.40734288
1044,3.0352058,0.10639324,0.39048433,0.40766734
