epoch,parameter1,parameter2,parameter3,parameter4
1045,3.0354552,0.106534205,0.39067388,0.40796766
1046,3.0357566,0.10654942,0.3907846,0.40834725
1047,3.036022,0.10665666,0.39094973,0.40870255
1048,3.0362823,0.10680413,0.39114726,0.40899062
1049,3.036577,0.10686193,0.39128742,0.4093093
1050,3.0368521,0.106939994,0.39143527,0.40964714
1051,3.037122,0.107043445,0.39159834,0.40997264
1052,3.0374038,0.10713232,0.39175656,0.4102993
1053,3.0376415,0.107312575,0.39196894,0.41059992
1054,3.0379195,0.107403986,0.39213204,0.4108999
1055,3.0382187,0.10743672,0.39225772,0.41124025
1056,3.0385058,0.107498884,0.39240187,0.4116095
1057,3.0387974,0.10756942,0.3925568,0.41195703
1058,3.0390942,0.10763554,0.39271304,0.41228813
1059,3.0393987,0.10767128,0.39284745,0.4126665
1060,3.039695,0.10773561,0.39299628,0.4130478
1061,3.0400217,0.10776632,0.39313027,0.41337082
1062,3.0403063,0.10788001,0.393313,0.4136851
1063,3.0405812,0.10800604,0.3935025,0.41401732
1064,3.0408738,0.10811242,0.39368424,0.41430992
1065,3.0411558,0.10821473,0.39385742,0.4146364
1066,3.0414114,0.108381756,0.39407223,0.41497275
1067,3.0417058,0.108452454,0.39423162,0.41530767
1068,3.0420387,0.108424,0.39433086,0.41571993
1069,3.0423117,0.108553536,0.3945303,0.4160701
1070,3.042603,0.108678125,0.39473104,0.41634598
1071,3.0428824,0.10876602,0.39489406,0.4167092
1072,3.0431306,0.10891338,0.3950979,0.417042
1073,3.043397,0.109076925,0.395321,0.4173319
1074,3.0436997,0.109148234,0.3954836,0.41769043
1075,3.044013,0.10917073,0.39561707,0.41811827
1076,3.0443008,0.10927398,0.39580825,0.4184568
1077,3.0445747,0.109411456,0.39602154,0.41873738
1078,3.0448797,0.10946689,0.39618063,0.4191066
1079,3.0451622,0.10957781,0.39637554,0.4194804
1080,3.0454721,0.109633625,0.3965333,0.41986752
1081,3.0457764,0.10969711,0.39669272,0.420249
1082,3.046075,0.109785356,0.39687064,0.42061418
1083,3.0464108,0.10979019,0.3969998,0.42099348
1084,3.0466778,0.10995382,0.39722824,0.42132598
1085,3.0469818,0.11006287,0.39742988,0.4216428
1086,3.0473003,0.11011301,0.3975821,0.4220418
1087,3.0476046,0.11019611,0.3977549,0.42242107
1088,3.0479105,0.110282905,0.39793333,0.42280766
1089,3.048192,0.11042757,0.3981508,0.42314607
1090,3.0484881,0.11053713,0.39834622,0.423513
1091,3.0487757,0.110662855,0.39855102,0.42387193
1092,3.0490963,0.1107281,0.3987205,0.4242369
1093,3.0493975,0.110805765,0.39889517,0.42462412
1094,3.0496738,0.11095608,0.3991185,0.4249807
1095,3.0500286,0.110957086,0.39925343,0.42536858
1096,3.0503168,0.11107633,0.3994539,0.42576626
1097,3.0506494,0.11111124,0.39960033,0.4261791
1098,3.0509562,0.11119815,0.3997791,0.42657006
1099,3.0512764,0.111255765,0.39994273,0.42698446
1100,3.0515559,0.11143168,0.4001882,0.42733905
1101,3.051885,0.111505695,0.40036955,0.42772457
1102,3.0522244,0.11152417,0.40050846,0.42818502
1103,3.052361,0.111615494,0.4006316,0.42837444
1104,3.052519,0.111683734,0.40074566,0.42853835
1105,3.0526967,0.111699566,0.40082413,0.42873222
1106,3.0528626,0.11172437,0.4009037,0.42894214
1107,3.0530176,0.111779526,0.40100622,0.42912617
1108,3.0531566,0.11187543,0.40113512,0.42928988
1109,3.053315,0.111936584,0.40124282,0.42945817
1110,3.053476,0.11198652,0.40134308,0.42963028
1111,3.0536427,0.11201343,0.401425,0.4298352
1112,3.0537996,0.11206603,0.40152428,0.43002462
1113,3.0539553,0.11212983,0.40163127,0.43020377
1114,3.054107,0.11219714,0.40174142,0.43038198
1115,3.054268,0.11224155,0.40183812,0.4305771
1116,3.0544481,0.112251505,0.40191692,0.4307909
1117,3.0546095,0.11230885,0.40202466,0.4309952
1118,3.0547638,0.112388514,0.40214986,0.43117267
1119,3.0549319,0.11243738,0.40225366,0.4313485
1120,3.055098,0.11248368,0.40235475,0.43152452
1121,3.055262,0.11252432,0.4024506,0.43172157
1122,3.0554416,0.112541534,0.40253145,0.43193203
1123,3.055621,0.11256092,0.4026104,0.4321521
1124,3.0557675,0.11265508,0.402737,0.43234688
1125,3.0559156,0.112752795,0.40286976,0.43252528
1126,3.0560832,0.112804614,0.40297416,0.4327227
1127,3.0562527,0.11284233,0.40307015,0.43292665
1128,3.0564306,0.11286099,0.40315455,0.43313038
1129,3.056597,0.11290457,0.4032532,0.43332735
1130,3.0567515,0.112977535,0.40337086,0.43351305
1131,3.0569074,0.113055594,0.4034977,0.43368512
1132,3.057061,0.11313224,0.40362275,0.43386465
1133,3.0572114,0.11320773,0.4037439,0.43406078
1134,3.057404,0.11320072,0.40381038,0.43429103
1135,3.0575788,0.11322463,0.40389547,0.43452895
1136,3.0577233,0.11332626,0.404034,0.43472567
1137,3.0578892,0.11338058,0.40414155,0.43493572
1138,3.0580792,0.11337844,0.40420902,0.43519932
1139,3.0582573,0.11340942,0.40429947,0.4354451
1140,3.058424,0.11346925,0.40440765,0.4356835
1141,3.0586038,0.11350921,0.4045065,0.43588975
1142,3.0587802,0.11354997,0.40460438,0.43610144
1143,3.0589445,0.11361621,0.40471625,0.43632883
1144,3.0591094,0.113685355,0.40483212,0.4365319
1145,3.059294,0.11371768,0.40492672,0.43674934
1146,3.0594602,0.11377855,0.40503898,0.43696627
1147,3.0596201,0.113861874,0.4051635,0.43718383
1148,3.0598106,0.11388094,0.4052475,0.437435
1149,3.0600035,0.11389744,0.40533093,0.43765634
1150,3.0601702,0.11395884,0.40544334,0.4378797
1151,3.0603285,0.114037625,0.4055661,0.4380911
1152,3.0605054,0.114087224,0.40567204,0.4382932
1153,3.060676,0.114139415,0.4057772,0.4384996
1154,3.0608473,0.114180945,0.4058758,0.43873397
1155,3.061014,0.11423814,0.40598825,0.4389552
1156,3.0611823,0.11430693,0.40611073,0.43914643
1157,3.0613556,0.114369124,0.4062315,0.43933815
1158,3.061522,0.11444368,0.40635762,0.43954998
1159,3.0616899,0.11451249,0.4064812,0.43976828
1160,3.0618727,0.11456369,0.40659344,0.4399966
1161,3.0620646,0.114604466,0.40670392,0.44020957
1162,3.0622456,0.11465362,0.40681663,0.44041732
1163,3.0624135,0.11471347,0.40693134,0.4406492
1164,3.0625944,0.11475142,0.40703198,0.44088265
1165,3.0627835,0.11477177,0.4071211,0.44114077
1166,3.0629501,0.11484138,0.40723893,0.44139937
1167,3.0631206,0.11491641,0.40736565,0.44163382
1168,3.0632982,0.11497767,0.407486,0.44186622
1169,3.0634792,0.11503018,0.4076019,0.44210538
1170,3.0636709,0.11505502,0.40769824,0.44236758
1171,3.063874,0.11506382,0.40778622,0.4426166
1172,3.064067,0.11509824,0.40789115,0.44283405
1173,3.0642433,0.115176745,0.40802884,0.44302928
1174,3.0644069,0.11527308,0.40817457,0.44323057
1175,3.0646157,0.11527487,0.4082585,0.44346932
1176,3.0648098,0.11530313,0.40835968,0.44368717
1177,3.0649686,0.11540049,0.40850064,0.4439135
1178,3.0651252,0.11551382,0.40865377,0.44413656
1179,3.0653098,0.11558447,0.40878278,0.44433698
1180,3.0654862,0.11566063,0.40891245,0.44454956
1181,3.0656672,0.11573062,0.40903872,0.44477105
1182,3.0658634,0.11577704,0.40915403,0.44500223
1183,3.0660574,0.115826406,0.40927127,0.4452222
1184,3.0662513,0.11587541,0.40938923,0.44545448
1185,3.0664423,0.11593993,0.40951902,0.44566014
1186,3.0666442,0.115985535,0.40963316,0.44586802
1187,3.066826,0.116054185,0.40975863,0.44609964
1188,3.0669978,0.11614911,0.40990338,0.44631281
1189,3.0671945,0.11619431,0.41001773,0.4465288
1190,3.067402,0.116221145,0.4101223,0.44673893
1191,3.0675926,0.116268985,0.4102346,0.44698802
1192,3.0677638,0.1163605,0.4103769,0.4472191
1193,3.067947,0.11644204,0.41051552,0.4474557
1194,3.0681322,0.11651383,0.41065037,0.44768277
1195,3.068335,0.11652986,0.41074654,0.44794545
1196,3.0685468,0.11652195,0.41082442,0.44824675
1197,3.068729,0.11659676,0.4109629,0.44849417
1198,3.068921,0.11666159,0.41109532,0.4487212
1199,3.0691218,0.11670872,0.41121665,0.4489442
1200,3.0693078,0.116788305,0.41135865,0.44917327
1201,3.0695257,0.11679296,0.41145143,0.44945264
1202,3.069746,0.116802394,0.41154948,0.449707
1203,3.0698419,0.11684024,0.41162038,0.44982582
1204,3.0699368,0.11688616,0.4116982,0.44993308
1205,3.070029,0.116937526,0.41177976,0.450028
1206,3.0701249,0.116980456,0.41185603,0.4501253
1207,3.070221,0.11701889,0.41192892,0.45022106
1208,3.070318,0.1170507,0.41199476,0.4503272
1209,3.0704184,0.11707721,0.41205838,0.4504422
1210,3.0705156,0.11711099,0.41212562,0.45055875
1211,3.0706105,0.117151275,0.4121983,0.4506702
1212,3.070701,0.11720554,0.41228253,0.4507653
1213,3.0707958,0.117249615,0.41236025,0.45086506
1214,3.0709,0.117271625,0.4124221,0.45098057
1215,3.0710077,0.117289096,0.41248092,0.45110324
1216,3.0711048,0.11732887,0.41255447,0.45121384
1217,3.0711977,0.117375836,0.4126325,0.4513328
1218,3.0712795,0.1174447,0.41272742,0.45142627
1219,3.0713797,0.11747377,0.41279697,0.45153955
1220,3.0714867,0.11749129,0.4128595,0.45165655
1221,3.0715942,0.117504284,0.41291565,0.45179412
1222,3.071699,0.11752592,0.41297612,0.4519363
1223,3.0718038,0.11754917,0.4130397,0.4520668
1224,3.071911,0.11756642,0.41309878,0.45220053
1225,3.072015,0.117594995,0.4131669,0.45232376
1226,3.0721176,0.117626905,0.41323626,0.4524529
1227,3.0722258,0.11765049,0.41330138,0.4525853
1228,3.072329,0.11767994,0.4133693,0.45271814
1229,3.0724308,0.11771343,0.4134418,0.4528462
1230,3.0725327,0.11775025,0.41351706,0.4529707
1231,3.0726395,0.117777415,0.4135865,0.45308983
1232,3.0727463,0.11780503,0.41365632,0.45320788
1233,3.072859,0.117818184,0.41371462,0.45334813
1234,3.0729644,0.11784466,0.41377902,0.4534835
1235,3.0730765,0.11785853,0.41383636,0.45362458
1236,3.0731926,0.11786465,0.4138904,0.45377114
1237,3.0732987,0.117897056,0.41396207,0.45390597
1238,3.0733964,0.11795276,0.414051,0.4540272
1239,3.0735013,0.11799146,0.4141282,0.4541568
1240,3.073608,0.11802166,0.41419768,0.4542921
1241,3.073718,0.118044496,0.41426232,0.4544289
1242,3.0738232,0.11808149,0.41433713,0.45456076
1243,3.0739305,0.11811262,0.41440892,0.45469362
1244,3.074031,0.11815748,0.41448998,0.45481136
1245,3.0741346,0.11819491,0.41456643,0.4549306
1246,3.0742528,0.118204206,0.41462412,0.45506427
1247,3.0743635,0.11822777,0.41469094,0.4551921
1248,3.0744739,0.11825266,0.41476017,0.4553309
1249,3.0745804,0.11829275,0.41484016,0.4554581
1250,3.0746782,0.11835631,0.41493598,0.45557472
1251,3.0747833,0.11839625,0.41501296,0.45570764
1252,3.0749002,0.118409924,0.41507286,0.4558422
1253,3.07502,0.11841618,0.41513005,0.45597798
1254,3.0751317,0.1184413,0.41519958,0.45611548
1255,3.0752332,0.11849194,0.41528565,0.45624793
1256,3.0753367,0.118542746,0.41537258,0.45636708
1257,3.0754542,0.1185595,0.4154366,0.4565005
1258,3.0755668,0.11858088,0.41550156,0.45664585
1259,3.0756717,0.11861643,0.4155741,0.45678982
1260,3.0757806,0.118645854,0.41564316,0.4569313
1261,3.0758915,0.11867953,0.41571772,0.4570603
1262,3.0760036,0.118709214,0.41579312,0.45718363
1263,3.0761154,0.11874371,0.415871,0.4573103
1264,3.0762231,0.11878241,0.4159514,0.45744377
1265,3.0763385,0.11880925,0.4160275,0.4575695
1266,3.0764616,0.11882314,0.41609442,0.45770085
1267,3.0765707,0.1188706,0.41618252,0.45781663
1268,3.076669,0.11893853,0.4162833,0.45793197
1269,3.0767667,0.119005084,0.4163819,0.45804667
1270,3.0768816,0.1190338,0.41645667,0.45817375
1271,3.0770073,0.119037025,0.41651374,0.4583164
1272,3.0771265,0.11905754,0.4165816,0.4584645
1273,3.0772364,0.11910876,0.41667232,0.45859808
1274,3.0773408,0.11917184,0.4167698,0.45873934
1275,3.0774598,0.11920348,0.41684633,0.45888436
1276,3.0775793,0.11922716,0.41691762,0.45903105
1277,3.0777118,0.11923011,0.4169751,0.4591901
1278,3.0778346,0.11924731,0.41704002,0.4593528
1279,3.0779366,0.11930958,0.4171362,0.45949075
1280,3.0780482,0.11935095,0.41722125,0.4596231
1281,3.0781634,0.11937783,0.4172968,0.4597518
1282,3.0782714,0.11941502,0.4173741,0.45990187
1283,3.0783873,0.11943893,0.41744378,0.46005532
1284,3.0785012,0.11947019,0.4175189,0.46020803
1285,3.0786035,0.119540356,0.41762483,0.4603251
1286,3.0787127,0.119595446,0.417719,0.46044818
1287,3.0788386,0.11961445,0.41779053,0.46057642
1288,3.07896,0.11963647,0.41786158,0.46071705
1289,3.079074,0.11967497,0.41794562,0.46085677
1290,3.0791876,0.11972137,0.4180369,0.4609877
1291,3.0793035,0.119769484,0.4181269,0.46111983
1292,3.0794203,0.11981664,0.41821578,0.4612512
1293,3.0795407,0.11985339,0.41829768,0.46138993
1294,3.0796554,0.119896494,0.41838184,0.46153307
1295,3.0797768,0.11992608,0.41845733,0.46168324
1296,3.079896,0.11995531,0.41853374,0.461834
1297,3.0800257,0.11996488,0.4185991,0.4619909
1298,3.0801418,0.12000304,0.41868228,0.4621432
1299,3.080246,0.12006381,0.41877896,0.46228528
1300,3.0803611,0.12010712,0.4188661,0.4624314
1301,3.08049,0.12011669,0.41893277,0.46259177
1302,3.0806203,0.12013032,0.41900504,0.4627527
1303,3.0806823,0.12014501,0.41904628,0.46283853
1304,3.0807383,0.12017454,0.41909707,0.4629165
1305,3.0807996,0.12019622,0.4191426,0.46299428
1306,3.080866,0.12020783,0.4191815,0.46307516
1307,3.0809324,0.12021857,0.41921923,0.46315458
1308,3.0809991,0.12022238,0.41925177,0.4632403
1309,3.0810616,0.12023614,0.41929135,0.4633196
1310,3.0811222,0.12025459,0.41933408,0.46339694
1311,3.08118,0.12027819,0.4193808,0.4634655
1312,3.0812392,0.120300606,0.41942704,0.46353248
1313,3.0813015,0.12031683,0.41946825,0.46360287
1314,3.0813656,0.12033114,0.41950697,0.46367943
1315,3.0814283,0.120350376,0.41954952,0.463752
1316,3.081494,0.12036006,0.41958538,0.4638362
1317,3.0815594,0.12037498,0.41962644,0.46391338
1318,3.0816226,0.12039627,0.41967192,0.46398428
1319,3.0816863,0.1204141,0.41971487,0.4640567
1320,3.0817456,0.12044091,0.4197632,0.46412832
1321,3.0818048,0.12046755,0.41981074,0.46420044
1322,3.0818708,0.12048152,0.41984966,0.4642776
1323,3.0819385,0.120490335,0.4198851,0.46436176
1324,3.0820024,0.12050814,0.4199282,0.46443805
1325,3.0820637,0.12053293,0.41997772,0.46451026
1326,3.0821223,0.12056399,0.42003098,0.46457502
1327,3.0821881,0.1205795,0.42007464,0.46465188
1328,3.0822508,0.12060152,0.4201219,0.46472785
1329,3.082317,0.1206187,0.42016575,0.46480718
1330,3.0823822,0.1206376,0.42021272,0.46488002
1331,3.0824494,0.120651506,0.42025527,0.4649571
1332,3.0825143,0.12067194,0.4203022,0.46502975
1333,3.0825768,0.1206953,0.42035183,0.46509984
1334,3.0826445,0.12070524,0.42039013,0.46518415
1335,3.0827081,0.12072494,0.42043492,0.46526152
1336,3.0827708,0.12074779,0.4204813,0.46534383
1337,3.0828373,0.120762706,0.42052174,0.46543148
1338,3.0829108,0.12076345,0.42055282,0.4655252
1339,3.0829856,0.12076515,0.42058697,0.46560842
1340,3.0830545,0.120778866,0.4206289,0.46569252
1341,3.0831132,0.12081387,0.4206851,0.46576932
1342,3.0831745,0.1208442,0.4207394,0.46584043
1343,3.0832403,0.12086618,0.42078704,0.46591672
1344,3.083307,0.12088367,0.42083237,0.46599478
1345,3.0833764,0.120894216,0.42087248,0.4660814
1346,3.0834386,0.120919354,0.42092147,0.46616462
1347,3.0835004,0.12094852,0.42097512,0.46623462
1348,3.0835676,0.12096416,0.42101964,0.46630976
1349,3.0836382,0.120973155,0.4210594,0.4663879
1350,3.0837102,0.12098053,0.42109787,0.46647117
1351,3.0837777,0.12099622,0.42114097,0.4665589
1352,3.0838463,0.121012494,0.4211847,0.46664047
1353,3.0839174,0.1210256,0.42122722,0.46672103
1354,3.0839868,0.12104502,0.42127496,0.46679732
1355,3.0840495,0.12107912,0.42133254,0.4668693
1356,3.0841126,0.12111274,0.42138904,0.46694311
1357,3.0841808,0.12113406,0.42143655,0.46702313
1358,3.0842474,0.121157296,0.42148486,0.46710178
1359,3.084314,0.12117909,0.42153236,0.46718404
1360,3.0843852,0.121194534,0.42157668,0.4672668
1361,3.0844555,0.12121161,0.42162296,0.46734732
1362,3.0845246,0.12122998,0.4216703,0.46742395
1363,3.0845947,0.121247254,0.42171553,0.46750286
1364,3.0846617,0.12127001,0.42176458,0.4675818
1365,3.084738,0.121276625,0.42180285,0.46766815
1366,3.08481,0.12129286,0.4218472,0.46775416
1367,3.084873,0.121324174,0.42190105,0.4678384
1368,3.0849342,0.12135886,0.42195788,0.46791735
1369,3.085001,0.121385805,0.42201045,0.46798906
1370,3.0850737,0.12139666,0.42205232,0.46806937
1371,3.0851445,0.1214115,0.422097,0.46815476
1372,3.0852087,0.12144142,0.42215174,0.46823612
1373,3.0852735,0.12146948,0.4222053,0.46832025
1374,3.0853398,0.12149602,0.42225868,0.46840268
1375,3.0854108,0.121516876,0.42230958,0.4684779
1376,3.085484,0.121532135,0.4223566,0.46855798
1377,3.0855556,0.12154776,0.4224024,0.46864602
1378,3.085628,0.12156116,0.42244583,0.46874294
1379,3.085702,0.121571206,0.42248577,0.46884608
1380,3.085775,0.1215858,0.4225307,0.468938
1381,3.085843,0.12161032,0.42258173,0.46902472
1382,3.0859165,0.12162766,0.42262858,0.4691149
1383,3.0859888,0.12164971,0.42267928,0.46919975
1384,3.086054,0.12168272,0.42273626,0.46928236
1385,3.0861197,0.121714644,0.42279187,0.469369
1386,3.0861876,0.12174411,0.42284602,0.46945485
1387,3.0862606,0.12176201,0.42289346,0.4695432
1388,3.0863333,0.12178481,0.42294517,0.4696198
1389,3.086408,0.12180091,0.42299223,0.46970677
1390,3.0864782,0.12182911,0.42304805,0.46978784
1391,3.0865498,0.121854156,0.42310217,0.4698682
1392,3.086626,0.12186128,0.42314118,0.46996966
1393,3.0867004,0.1218745,0.42318583,0.47005904
1394,3.086769,0.12190247,0.423241,0.47013792
1395,3.0868351,0.121936895,0.42330182,0.47021374
1396,3.0869048,0.12196414,0.42335713,0.47029832
1397,3.08698,0.12197635,0.42340207,0.4703942
1398,3.0870523,0.12199312,0.4234509,0.47048566
1399,3.0871274,0.12200692,0.42349765,0.47057807
1400,3.0872016,0.12202494,0.4235491,0.47066543
1401,3.0872753,0.12204463,0.42360064,0.47075257
1402,3.0873516,0.12205802,0.423649,0.4708388
1403,3.0873926,0.12205988,0.42367044,0.47088343
1404,3.0874348,0.12206164,0.42369092,0.4709313
1405,3.087476,0.12206579,0.4237122,0.47097948
1406,3.0875144,0.12207508,0.42373702,0.47102535
1407,3.0875509,0.12209006,0.42376637,0.4710654
1408,3.0875862,0.12210693,0.42379642,0.4711092
1409,3.087623,0.122122385,0.42382562,0.47115397
1410,3.0876584,0.1221405,0.4238569,0.47119418
1411,3.087692,0.12215939,0.42388812,0.47123483
1412,3.0877311,0.12216823,0.42391345,0.47127917
1413,3.08777,0.122177295,0.42393905,0.47132203
1414,3.0878067,0.122188054,0.42396548,0.4713657
1415,3.087844,0.12219843,0.42399213,0.47140986
1416,3.0878813,0.12220912,0.42401946,0.47145265
1417,3.0879192,0.1222195,0.42404637,0.47149435
1418,3.0879548,0.122235276,0.4240766,0.47153574
1419,3.0879903,0.12225131,0.4241073,0.471579
1420,3.0880287,0.122262746,0.4241347,0.47162452
1421,3.0880637,0.12227854,0.4241648,0.47166717
1422,3.0881045,0.12228293,0.4241886,0.47171202
1423,3.088142,0.1222955,0.42421746,0.47175145
1424,3.0881798,0.12230714,0.42424667,0.47179216
1425,3.0882201,0.12231542,0.4242726,0.47183955
1426,3.0882595,0.122326046,0.4242999,0.47188598
1427,3.0883014,0.12233078,0.42432344,0.4719363
1428,3.0883417,0.12233988,0.42434987,0.4719841
1429,3.0883822,0.1223494,0.4243769,0.4720305
1430,3.0884213,0.1223614,0.4244055,0.47207478
1431,3.088457,0.12237837,0.42443728,0.47211614
1432,3.0884933,0.122394525,0.42446843,0.47215796
1433,3.0885296,0.12241024,0.4244989,0.47220236
1434,3.088567,0.12242544,0.42452952,0.4722448
1435,3.0886025,0.12244304,0.42456102,0.4722879
1436,3.0886402,0.12245758,0.42459112,0.47232792
1437,3.0886803,0.12246584,0.42461693,0.47237462
1438,3.0887203,0.12247392,0.42464274,0.4724231
1439,3.0887575,0.12248677,0.4246718,0.47246888
1440,3.0887966,0.12249673,0.42469865,0.47251722
1441,3.088839,0.122500084,0.4247219,0.4725664
1442,3.0888817,0.122506045,0.42474708,0.47261384
1443,3.0889206,0.12251862,0.4247764,0.47266158
1444,3.0889602,0.12253064,0.4248052,0.4727099
1445,3.0890007,0.12254113,0.42483327,0.4727587
1446,3.0890405,0.122552946,0.42486247,0.4728059
1447,3.0890794,0.122567356,0.42489374,0.4728501
1448,3.089119,0.12258084,0.4249243,0.47289586
1449,3.0891554,0.12259756,0.4249559,0.47294426
1450,3.0891929,0.12261274,0.424986,0.4729918
1451,3.0892313,0.1226243,0.42501476,0.47303787
1452,3.0892694,0.122636676,0.4250439,0.4730832
1453,3.0893114,0.12264397,0.42507043,0.47312912
1454,3.0893528,0.12265334,0.42509842,0.47317553
1455,3.089393,0.12266555,0.4251288,0.4732219
1456,3.089434,0.12267684,0.42515782,0.47327262
1457,3.0894752,0.12268748,0.4251854,0.47332606
1458,3.0895162,0.12269886,0.42521423,0.4733769
1459,3.0895567,0.12271129,0.4252446,0.4734243
1460,3.089601,0.122719035,0.4252726,0.47347185
1461,3.0896416,0.1227328,0.42530382,0.47352007
1462,3.0896807,0.122751266,0.42533886,0.47356498
1463,3.0897193,0.12277141,0.42537466,0.47360662
1464,3.08976,0.12278676,0.4254065,0.47365156
1465,3.0897994,0.12280327,0.42543837,0.47369933
1466,3.0898366,0.12282219,0.4254711,0.47374868
1467,3.0898771,0.122836605,0.42550176,0.47379807
1468,3.0899198,0.12284559,0.4255291,0.4738488
1469,3.0899642,0.122851886,0.42555508,0.47390085
1470,3.0900116,0.12285333,0.4255786,0.47395357
1471,3.0900578,0.12285805,0.42560372,0.47400564
1472,3.0901008,0.12286784,0.42563242,0.47405776
1473,3.0901427,0.12287971,0.42566243,0.47410923
1474,3.0901866,0.122888215,0.42569065,0.47416162
1475,3.09023,0.12289786,0.4257189,0.4742149
1476,3.0902731,0.122909285,0.42574862,0.47426566
1477,3.0903156,0.12292331,0.42578015,0.47431445
1478,3.0903578,0.12293705,0.42581126,0.47436574
1479,3.0904002,0.12295028,0.42584148,0.47441614
1480,3.0904412,0.122965604,0.42587364,0.47446504
1481,3.0904837,0.12297937,0.42590582,0.47450835
1482,3.0905247,0.12299365,0.4259383,0.47455314
1483,3.090566,0.123006254,0.4259701,0.47459796
1484,3.0906096,0.12301381,0.42599884,0.47464886
1485,3.0906537,0.123023175,0.4260281,0.47469917
1486,3.0906975,0.12303421,0.42605755,0.47475082
1487,3.090739,0.123049274,0.4260891,0.47480476
1488,3.09078,0.12306619,0.4261233,0.47485512
1489,3.0908191,0.12308634,0.42615995,0.47490123
1490,3.090857,0.12310787,0.42619705,0.4749468
1491,3.0908997,0.12312013,0.42622796,0.47499707
1492,3.0909421,0.12313305,0.42626005,0.47504643
1493,3.0909855,0.12314358,0.42629084,0.47509685
1494,3.0910301,0.12315093,0.4263194,0.47514912
1495,3.0910761,0.1231561,0.42634708,0.47520173
1496,3.0911193,0.123167574,0.4263776,0.47525662
1497,3.091159,0.123187244,0.4264132,0.47530702
1498,3.0912023,0.12320123,0.4264449,0.4753583
1499,3.0912504,0.1232057,0.42647064,0.47541445
1500,3.0912971,0.12321442,0.42650002,0.47546726
1501,3.0913439,0.123222075,0.4265294,0.47552237
1502,3.0913887,0.12323454,0.4265613,0.4755759
1503,3.0914102,0.123243295,0.42657906,0.4756003
1504,3.0914307,0.123253815,0.42659798,0.47562423
1505,3.091452,0.123262174,0.42661536,0.47564945
1506,3.0914752,0.123265244,0.4266291,0.4756785
1507,3.0914965,0.12327199,0.42664504,0.47570628
1508,3.0915174,0.12327918,0.42666146,0.47573262
1509,3.0915377,0.123288706,0.42667907,0.47575825
1510,3.091559,0.12329698,0.42669642,0.47578242
1511,3.0915823,0.123301536,0.42671144,0.47580844
1512,3.0916054,0.12330548,0.42672637,0.47583455
1513,3.0916286,0.12331024,0.4267425,0.47585896
1514,3.0916514,0.12331603,0.42675963,0.4758829
1515,3.0916722,0.12332613,0.42677915,0.47590628
1516,3.0916927,0.12333685,0.42679906,0.47593
1517,3.0917141,0.12334588,0.4268178,0.4759538
1518,3.0917356,0.12335503,0.42683673,0.47597638
1519,3.0917592,0.12335968,0.4268525,0.47600174
1520,3.0917811,0.12336744,0.42687026,0.47602528
1521,3.0918028,0.123375714,0.42688823,0.4760492
1522,3.0918262,0.12338038,0.4269037,0.47607607
1523,3.0918505,0.12338332,0.42691815,0.47610408
1524,3.0918732,0.12338946,0.4269346,0.4761291
1525,3.0918949,0.123398714,0.42695355,0.47615242
1526,3.091916,0.123408854,0.4269724,0.47617766
1527,3.091938,0.12341707,0.42698997,0.47620368
1528,3.0919611,0.123423345,0.4270061,0.47623083
1529,3.0919838,0.12342997,0.4270228,0.47625646
1530,3.0920067,0.12343601,0.42703912,0.47628275
1531,3.0920293,0.12344274,0.42705604,0.47630888
1532,3.0920527,0.123448,0.42707232,0.4763362
1533,3.0920744,0.123457365,0.42709115,0.47636166
1534,3.092097,0.12346441,0.42710868,0.4763886
1535,3.09212,0.12347103,0.42712608,0.47641492
1536,3.0921426,0.12347847,0.42714423,0.4764401
1537,3.0921652,0.12348604,0.42716247,0.47646558
1538,3.0921874,0.12349471,0.42718133,0.47649053
1539,3.0922103,0.12350364,0.42720038,0.47651428
1540,3.092234,0.12351021,0.4272177,0.47654068
1541,3.092258,0.12351808,0.42723596,0.4765647
1542,3.092281,0.12352643,0.42725456,0.47658956
1543,3.0923042,0.12353489,0.42727298,0.47661483
1544,3.0923269,0.12354355,0.4272911,0.4766414
1545,3.0923498,0.12354998,0.42730796,0.47666943
1546,3.0923736,0.12355523,0.4273237,0.47669905
1547,3.092397,0.1235607,0.42733955,0.47672847
1548,3.0924203,0.123567656,0.42735696,0.4767551
1549,3.0924454,0.123571426,0.42737293,0.47678128
1550,3.0924711,0.1235748,0.42738888,0.4768079
1551,3.0924966,0.12357875,0.42740482,0.47683454
1552,3.0925205,0.12358433,0.42742118,0.47686413
1553,3.092542,0.12359554,0.42744103,0.47689176
1554,3.092564,0.12360656,0.42746103,0.47691894
1555,3.0925848,0.12361904,0.42748213,0.47694495
1556,3.0926075,0.12362846,0.42750138,0.47697225
1557,3.092631,0.12363511,0.42751884,0.4770012
1558,3.0926547,0.12364196,0.42753616,0.47703058
1559,3.0926774,0.123651065,0.42755485,0.47705743
1560,3.0927,0.12365989,0.42757353,0.477084
1561,3.0927231,0.12366738,0.42759126,0.47711056
1562,3.0927477,0.12367185,0.4276068,0.47713968
1563,3.0927732,0.12367372,0.4276211,0.47716933
1564,3.0928006,0.12367333,0.42763492,0.4771987
1565,3.0928257,0.123677425,0.42765114,0.4772287
1566,3.09285,0.12368349,0.42766878,0.4772573
