t,u1,u2,f1,f2
4.5645647,2.6953163,0.835294,0.30011725,-0.5572972
4.5745745,2.6913712,0.8362888,0.2983234,-0.55823004
4.5845847,2.6874404,0.83726096,0.29652852,-0.55915815
4.5945945,2.683528,0.8382096,0.29473197,-0.56008136
4.6046047,2.6796348,0.8391354,0.29293478,-0.56099904
4.6146145,2.6757646,0.8400377,0.29113787,-0.5619117
4.6246247,2.671919,0.8409164,0.2893411,-0.5628192
4.6346345,2.6681008,0.8417715,0.2875451,-0.5637207
4.6446447,2.6643124,0.8426029,0.2857505,-0.5646166
4.6546545,2.6605563,0.84341043,0.28395778,-0.5655071
4.6646647,2.656834,0.84419394,0.28216684,-0.566391
4.6746745,2.653148,0.8449534,0.28037876,-0.56726956
4.6846848,2.6495004,0.8456886,0.27859372,-0.5681418
4.6946945,2.645894,0.8463994,0.276812,-0.5690075
4.7047048,2.6423302,0.8470858,0.27503425,-0.5698668
4.7147145,2.6388109,0.84774745,0.27326113,-0.57072
4.724725,2.6353388,0.8483847,0.27149227,-0.5715665
4.7347345,2.6319149,0.8489971,0.26972875,-0.57240665
4.744745,2.6285417,0.84958476,0.26797038,-0.5732398
4.7547545,2.6252205,0.850147,0.2662182,-0.5740658
4.764765,2.6219535,0.85068476,0.2644719,-0.5748853
4.7747746,2.6187425,0.8511971,0.26273233,-0.5756978
4.784785,2.6155882,0.85168475,0.2609995,-0.5765036
4.7947946,2.6124933,0.8521473,0.25927392,-0.577302
4.804805,2.609458,0.85258394,0.25755537,-0.5780935
4.814815,2.6064847,0.85299546,0.2558447,-0.5788777
4.824825,2.6035748,0.8533819,0.2541421,-0.57965463
4.834835,2.6007288,0.8537432,0.25244802,-0.5804243
4.844845,2.5979483,0.8540789,0.2507621,-0.58118737
4.854855,2.595235,0.8543895,0.24908514,-0.5819427
4.864865,2.5925894,0.85467446,0.247417,-0.58269083
4.874875,2.5900123,0.85493404,0.2457581,-0.5834315
4.884885,2.587505,0.8551687,0.24410895,-0.5841652
4.894895,2.585069,0.8553782,0.24246925,-0.58489144
4.904905,2.582704,0.8555622,0.24083933,-0.58561033
4.914915,2.5804117,0.85572106,0.23921926,-0.5863222
4.924925,2.578192,0.8558549,0.23760928,-0.5870264
4.934935,2.576046,0.85596406,0.23600979,-0.5877237
4.944945,2.5739741,0.8560482,0.23442078,-0.5884135
4.954955,2.571977,0.8561072,0.23284192,-0.5890963
4.964965,2.5700545,0.85614216,0.231274,-0.5897716
4.974975,2.568208,0.85615224,0.22971682,-0.59044015
4.984985,2.566437,0.8561381,0.22817054,-0.5911015
4.994995,2.5647416,0.8560997,0.22663492,-0.59175575
5.005005,2.5631225,0.85603726,0.22511029,-0.5924028
5.015015,2.5615795,0.8559509,0.22359669,-0.59304297
5.025025,2.5601132,0.85584104,0.22209458,-0.5936766
5.035035,2.558722,0.85570776,0.22060332,-0.5943033
5.045045,2.5574076,0.8555515,0.21912318,-0.59492266
5.055055,2.556169,0.8553722,0.21765436,-0.59553593
5.065065,2.5550063,0.8551699,0.21619643,-0.5961425
5.075075,2.5539181,0.8549454,0.21474968,-0.5967424
5.085085,2.5529058,0.85469866,0.21331437,-0.59733605
5.095095,2.5519676,0.8544304,0.21188995,-0.5979232
5.105105,2.5511043,0.85414034,0.21047656,-0.5985039
5.115115,2.5503142,0.85382926,0.20907485,-0.59907854
5.125125,2.5495968,0.8534974,0.20768374,-0.5996469
5.135135,2.5489526,0.85314435,0.20630328,-0.6002095
5.145145,2.54838,0.85277176,0.204934,-0.6007662
5.155155,2.5478785,0.85237914,0.20357579,-0.6013169
5.165165,2.547447,0.85196733,0.2022282,-0.6018622
5.175175,2.5470853,0.85153633,0.20089088,-0.6024016
5.185185,2.5467918,0.85108685,0.19956447,-0.6029359
5.195195,2.5465665,0.85061944,0.19824833,-0.60346454
5.2052054,2.5464077,0.8501339,0.19694282,-0.6039879
5.215215,2.546315,0.84963113,0.19564736,-0.60450625
5.2252254,2.5462866,0.8491116,0.19436213,-0.60501987
5.235235,2.5463214,0.8485758,0.19308656,-0.6055286
5.2452455,2.5464199,0.8480242,0.19182134,-0.6060319
5.255255,2.546579,0.84745705,0.19056587,-0.6065315
5.2652655,2.5467985,0.8468751,0.18931979,-0.60702604
5.275275,2.5470767,0.84627855,0.18808326,-0.60751647
5.2852855,2.5474126,0.84566826,0.18685623,-0.60800266
5.2952952,2.5478055,0.8450447,0.1856385,-0.6084846
5.3053055,2.5482528,0.8444078,0.18442936,-0.608963
5.3153152,2.5487545,0.8437591,0.18322958,-0.60943717
5.3253255,2.5493076,0.8430984,0.18203811,-0.60990787
5.3353353,2.549913,0.84242654,0.18085548,-0.6103749
5.3453455,2.5505679,0.841744,0.17968132,-0.6108384
5.3553553,2.5512705,0.8410513,0.17851533,-0.61129874
5.3653655,2.5520203,0.8403488,0.17735718,-0.61175585
5.3753753,2.5528152,0.8396372,0.17620692,-0.6122102
5.3853855,2.5536544,0.83891726,0.17506468,-0.6126618
5.3953953,2.554536,0.8381895,0.17392989,-0.6131102
5.4054055,2.555459,0.83745396,0.17280285,-0.6135563
5.4154153,2.556421,0.8367119,0.17168249,-0.61399966
5.4254255,2.5574217,0.8359635,0.1705694,-0.6144413
5.4354353,2.5584586,0.8352095,0.16946316,-0.6148803
5.4454455,2.5595305,0.83444995,0.1683637,-0.61531705
5.4554553,2.5606365,0.833686,0.16727084,-0.61575246
5.4654655,2.5617745,0.83291817,0.16618428,-0.61618567
5.4754753,2.5629432,0.83214647,0.16510363,-0.6166172
5.4854856,2.5641413,0.83137184,0.16402946,-0.61704755
5.4954953,2.565367,0.83059466,0.16296059,-0.6174762
5.5055056,2.5666192,0.8298156,0.16189818,-0.6179039
5.5155153,2.5678966,0.829035,0.16084072,-0.61833
5.5255256,2.5691972,0.8282537,0.15978888,-0.61875546
5.5355353,2.5705202,0.82747203,0.158742,-0.61917955
5.5455456,2.5718637,0.82669014,0.15770046,-0.6196034
5.5555553,2.573226,0.8259093,0.15666334,-0.6200261
5.5655656,2.5746071,0.82512885,0.15563108,-0.6204486
5.5755754,2.5760047,0.82435066,0.15460382,-0.6208705
5.5855856,2.5774174,0.82357407,0.15358065,-0.6212919
5.5955954,2.5788443,0.82279956,0.1525615,-0.62171304
5.6056056,2.5802839,0.82202864,0.15154661,-0.62213403
5.615616,2.5817351,0.8212605,0.1505359,-0.62255526
5.6256256,2.5831964,0.8204965,0.14952877,-0.62297624
5.635636,2.584667,0.81973624,0.1485255,-0.6233976
5.6456456,2.5861452,0.81898063,0.14752552,-0.62381905
5.655656,2.5876305,0.8182301,0.14652947,-0.62424123
5.6656656,2.589121,0.8174848,0.14553629,-0.6246632
5.675676,2.590616,0.816745,0.14454618,-0.625086
5.6856856,2.5921152,0.8160117,0.1435593,-0.6255096
5.695696,2.5936158,0.8152842,0.14257497,-0.6259335
5.7057056,2.5951185,0.8145634,0.14159404,-0.62635815
5.715716,2.5966213,0.8138497,0.14061534,-0.6267837
5.7257257,2.5981233,0.8131435,0.1396395,-0.62721014
5.735736,2.5996244,0.8124446,0.13866593,-0.6276375
5.7457457,2.6011226,0.8117536,0.13769482,-0.62806606
5.755756,2.602618,0.8110704,0.13672554,-0.6284956
5.7657657,2.6041095,0.81039584,0.135759,-0.6289259
5.775776,2.6055954,0.8097298,0.13479413,-0.6293579
5.7857857,2.607076,0.8090724,0.13383138,-0.62979096
5.795796,2.60855,0.8084238,0.13287045,-0.63022524
5.8058057,2.610017,0.8077847,0.13191126,-0.6306607
5.815816,2.6114764,0.8071551,0.13095392,-0.6310977
5.8258257,2.6129272,0.8065347,0.12999833,-0.631536
5.835836,2.614369,0.8059243,0.129044,-0.631976
5.8458457,2.6158006,0.8053236,0.12809113,-0.6324173
5.855856,2.6172223,0.8047328,0.12713961,-0.63286006
5.8658657,2.6186335,0.8041521,0.12618966,-0.6333046
5.875876,2.6200328,0.80358154,0.12524082,-0.6337503
5.8858857,2.6214206,0.80302167,0.12429343,-0.63419795
5.895896,2.6227958,0.8024716,0.1233467,-0.63464695
5.9059057,2.6241584,0.80193233,0.12240139,-0.63509774
5.915916,2.6255083,0.80140376,0.12145749,-0.6355504
5.9259257,2.626844,0.8008854,0.120513946,-0.6360043
5.935936,2.628166,0.80037767,0.11957158,-0.6364604
5.9459457,2.6294737,0.7998812,0.11863023,-0.6369177
5.955956,2.6307666,0.79939497,0.117689624,-0.63737696
5.9659657,2.6320448,0.7989194,0.11674988,-0.63783795
5.975976,2.6333084,0.79845464,0.11581081,-0.6383004
5.9859858,2.634556,0.7980007,0.114872724,-0.63876504
5.995996,2.6357884,0.7975577,0.11393505,-0.63923097
6.0060062,2.6370049,0.79712516,0.11299805,-0.63969874
6.016016,2.6382053,0.7967033,0.1120619,-0.6401683
6.0260262,2.6393893,0.7962922,0.111126155,-0.64063966
6.036036,2.6405573,0.7958917,0.110191494,-0.64111274
6.0460463,2.6417081,0.79550165,0.10925691,-0.6415873
6.056056,2.6428435,0.7951224,0.10832307,-0.64206356
6.0660663,2.6439612,0.7947535,0.10738973,-0.6425416
6.076076,2.6450624,0.79439497,0.1064568,-0.64302146
6.0860863,2.646147,0.7940467,0.105524465,-0.64350295
6.096096,2.6472147,0.79370874,0.10459258,-0.64398575
6.1061063,2.6482651,0.7933813,0.103661135,-0.6444706
6.116116,2.649299,0.7930638,0.102730185,-0.644957
6.1261263,2.6503158,0.79275614,0.10179967,-0.6454448
6.136136,2.6513155,0.7924583,0.10086954,-0.6459342
6.1461463,2.6522982,0.79217076,0.09994009,-0.64642596
6.156156,2.6532643,0.79189277,0.09901075,-0.6469182
6.1661663,2.6542137,0.79162437,0.098082066,-0.64741266
6.176176,2.6551454,0.79136544,0.09715359,-0.64790845
6.1861863,2.656061,0.79111624,0.096225545,-0.64840573
6.196196,2.6569593,0.7908761,0.09529808,-0.6489042
6.2062063,2.6578414,0.7906451,0.09437095,-0.6494044
6.216216,2.658707,0.790423,0.09344411,-0.64990616
6.2262263,2.6595562,0.79021025,0.092517674,-0.6504092
6.236236,2.6603885,0.7900061,0.09159182,-0.6509137
6.2462463,2.661205,0.78981066,0.090666145,-0.65141964
6.256256,2.6620054,0.789624,0.089741275,-0.65192676
6.2662663,2.6627889,0.7894457,0.08881636,-0.65243506
6.276276,2.6635573,0.7892755,0.08789207,-0.6529451
6.2862864,2.6643097,0.78911376,0.08696818,-0.65345633
6.296296,2.6650465,0.78895974,0.08604489,-0.6539686
6.3063064,2.665768,0.7888138,0.08512209,-0.6544821
6.316316,2.6664734,0.78867584,0.08419965,-0.65499693
6.3263264,2.6671643,0.78854555,0.08327775,-0.6555128
6.336336,2.66784,0.7884224,0.0823559,-0.65602994
6.3463464,2.6685007,0.788307,0.081434906,-0.65654814
6.356356,2.6691468,0.7881988,0.08051421,-0.65706736
6.3663664,2.669778,0.7880975,0.07959437,-0.6575878
6.376376,2.6703954,0.7880037,0.07867469,-0.6581093
6.3863864,2.6709971,0.78791636,0.077755585,-0.65863156
6.396396,2.6715856,0.78783584,0.076836824,-0.65915495
6.4064064,2.6721604,0.7877619,0.07591888,-0.65967953
6.4164166,2.6727214,0.7876944,0.07500163,-0.6602049
6.4264264,2.673269,0.787633,0.074084654,-0.66073114
6.4364367,2.6738029,0.78757834,0.07316832,-0.66125816
6.4464464,2.6743233,0.7875294,0.07225272,-0.6617864
6.4564567,2.6748314,0.78748626,0.071337566,-0.66231537
6.4664664,2.6753259,0.787449,0.07042293,-0.6628451
6.4764767,2.675808,0.78741735,0.069508955,-0.66337556
6.4864864,2.6762779,0.7873917,0.06859602,-0.66390693
6.4964967,2.6767352,0.7873712,0.067683205,-0.6644387
6.5065064,2.6771803,0.7873559,0.06677148,-0.66497165
6.5165167,2.6776133,0.78734595,0.06586033,-0.6655051
6.5265265,2.6780345,0.78734094,0.06494963,-0.6660393
6.5365367,2.6784446,0.7873406,0.06403977,-0.6665742
6.5465465,2.678843,0.7873455,0.06313071,-0.6671094
6.5565567,2.67923,0.7873549,0.06222233,-0.6676454
6.5665665,2.679606,0.7873689,0.061314553,-0.668182
6.5765767,2.6799707,0.7873873,0.060407653,-0.66871953
6.5865865,2.6803253,0.78741,0.059501737,-0.66925704
6.5965967,2.6806688,0.7874371,0.05859624,-0.6697952
6.6066065,2.6810024,0.78746814,0.057691947,-0.6703343
6.6166167,2.6813257,0.7875033,0.056788206,-0.67087334
6.6266265,2.6816387,0.7875425,0.05588524,-0.67141336
6.6366367,2.681942,0.78758514,0.054983437,-0.67195314
6.6466465,2.6822357,0.7876318,0.054082245,-0.6724939
6.6566567,2.6825192,0.7876816,0.053181916,-0.6730348
6.6666665,2.682794,0.78773504,0.052282378,-0.6735762
6.6766768,2.6830592,0.7877919,0.051383957,-0.6741179
6.6866865,2.6833158,0.787852,0.05048649,-0.6746601
6.6966968,2.6835632,0.78791547,0.049589843,-0.67520237
6.7067065,2.6838017,0.78798205,0.04869388,-0.6757453
6.716717,2.684032,0.7880512,0.047799274,-0.6762882
6.7267265,2.6842535,0.7881236,0.0469054,-0.67683136
6.736737,2.6844668,0.78819853,0.04601267,-0.67737484
6.7467465,2.684672,0.78827643,0.04512064,-0.6779187
6.756757,2.684869,0.7883568,0.044229582,-0.67846274
6.7667665,2.6850588,0.78843975,0.043340042,-0.6790067
6.776777,2.6852407,0.78852504,0.042451113,-0.6795511
6.7867866,2.6854146,0.7886129,0.04156348,-0.6800957
6.796797,2.6855814,0.78870285,0.04067661,-0.6806403
6.806807,2.685741,0.7887948,0.039790854,-0.68118536
6.816817,2.6858933,0.7888892,0.03890653,-0.6817303
6.826827,2.6860387,0.78898585,0.038023025,-0.6822754
6.836837,2.6861775,0.7890839,0.037140593,-0.6828207
6.846847,2.6863096,0.7891839,0.036259383,-0.6833657
6.856857,2.6864345,0.7892859,0.03537914,-0.68391114
6.866867,2.6865537,0.78938997,0.034500375,-0.6844565
6.876877,2.6866665,0.78949505,0.03362243,-0.68500197
6.886887,2.6867723,0.789602,0.0327456,-0.6855473
6.896897,2.6868727,0.78971064,0.03187023,-0.6860927
6.906907,2.6869671,0.7898204,0.030995876,-0.6866381
6.916917,2.687056,0.78993195,0.030122653,-0.6871836
6.926927,2.6871388,0.7900445,0.0292508,-0.687729
6.936937,2.6872163,0.7901583,0.028380051,-0.6882745
6.946947,2.687288,0.79027337,0.027510613,-0.6888196
6.956957,2.6873543,0.79038924,0.026642293,-0.689365
6.966967,2.6874154,0.79050696,0.025775284,-0.6899104
6.976977,2.6874712,0.7906251,0.024909332,-0.6904552
6.986987,2.6875224,0.7907445,0.024044946,-0.6910003
6.996997,2.6875682,0.79086435,0.023181885,-0.69154525
7.007007,2.6876097,0.7909857,0.022319973,-0.69209003
7.017017,2.6876462,0.7911076,0.021459281,-0.69263464
7.027027,2.687678,0.79123,0.020599693,-0.6931792
7.037037,2.6877058,0.79135305,0.019741923,-0.69372374
7.047047,2.6877286,0.7914773,0.018885225,-0.69426805
7.057057,2.6877475,0.7916017,0.018029734,-0.694812
7.067067,2.6877618,0.7917264,0.017175868,-0.695356
7.077077,2.687772,0.79185206,0.01632291,-0.6958996
7.087087,2.6877782,0.7919783,0.015471667,-0.69644326
7.097097,2.6877809,0.79210454,0.014621839,-0.69698644
7.107107,2.6877794,0.7922315,0.013773337,-0.69752985
7.117117,2.6877744,0.7923585,0.012926191,-0.6980727
7.127127,2.6877658,0.79248595,0.01208052,-0.6986153
7.137137,2.687753,0.79261327,0.011236012,-0.69915795
7.147147,2.687737,0.7927412,0.010393292,-0.6997002
7.157157,2.6877174,0.7928691,0.00955154,-0.70024216
7.167167,2.6876948,0.79299706,0.008711487,-0.7007841
7.177177,2.6876688,0.7931252,0.0078727305,-0.70132524
7.187187,2.68764,0.7932535,0.007035792,-0.70186657
7.197197,2.6876075,0.7933815,0.006199807,-0.7024073
7.207207,2.6875718,0.79350984,0.0053652525,-0.70294815
7.2172174,2.6875339,0.79363793,0.0045325756,-0.70348877
7.227227,2.6874928,0.7937663,0.0037012398,-0.7040285
7.2372375,2.6874485,0.7938938,0.0028712004,-0.7045684
7.247247,2.687402,0.7940219,0.0020429343,-0.70510787
7.2572575,2.687353,0.7941494,0.0012159199,-0.70564705
7.267267,2.6873012,0.7942768,0.00039072335,-0.70618594
7.2772775,2.6872463,0.7944038,-0.00043347478,-0.70672446
7.287287,2.6871893,0.7945305,-0.001255855,-0.7072625
7.2972975,2.6871302,0.79465723,-0.0020768344,-0.7078002
7.3073072,2.6870685,0.7947836,-0.0028962046,-0.7083377
7.3173175,2.6870046,0.7949094,-0.0037139654,-0.7088749
7.3273273,2.6869385,0.7950347,-0.0045303553,-0.70941174
7.3373375,2.6868699,0.79515994,-0.005345285,-0.7099483
7.3473473,2.6867995,0.7952847,-0.0061584115,-0.7104843
7.3573575,2.6867273,0.7954088,-0.0069699585,-0.71102005
7.3673673,2.686653,0.7955325,-0.0077801943,-0.7115553
7.3773775,2.6865761,0.7956561,-0.008588806,-0.7120903
7.3873873,2.6864982,0.79577875,-0.00939554,-0.71262527
7.3973975,2.6864183,0.79590076,-0.010201186,-0.71315926
7.4074073,2.6863372,0.7960226,-0.011004791,-0.7136932
7.4174175,2.6862528,0.7961437,-0.011807337,-0.71422637
7.4274273,2.6861684,0.79626435,-0.012607902,-0.71475935
7.4374375,2.6860812,0.796384,-0.013407007,-0.7152923
7.4474473,2.6859934,0.7965035,-0.014204308,-0.71582437
7.4574575,2.6859035,0.7966217,-0.015000239,-0.7163559
7.4674673,2.685812,0.7967397,-0.01579456,-0.7168875
7.4774776,2.6857195,0.7968572,-0.016587034,-0.7174185
7.4874873,2.6856258,0.7969737,-0.017378151,-0.71794885
7.4974976,2.6855304,0.7970895,-0.01816766,-0.71847916
7.5075073,2.685434,0.79720455,-0.018955514,-0.7190087
7.5175176,2.685336,0.79731923,-0.019741371,-0.7195382
7.5275273,2.6852372,0.79743254,-0.02052629,-0.72006714
7.5375376,2.685137,0.7975457,-0.021308929,-0.7205955
7.5475473,2.685036,0.79765767,-0.022090182,-0.7211232
7.5575576,2.6849337,0.79776907,-0.022869945,-0.7216507
7.5675673,2.6848304,0.7978794,-0.023647875,-0.722178
7.5775776,2.684726,0.7979886,-0.024424344,-0.7227045
7.5875874,2.684621,0.7980975,-0.02519913,-0.7232307
7.5975976,2.6845145,0.7982057,-0.025972143,-0.7237565
7.607608,2.684408,0.7983126,-0.026743576,-0.7242816
7.6176176,2.6843002,0.7984187,-0.027512968,-0.7248066
7.627628,2.6841915,0.7985242,-0.028281048,-0.7253308
7.6376376,2.6840818,0.7986288,-0.029047355,-0.7258549
7.647648,2.6839721,0.7987326,-0.029812023,-0.72637826
7.6576576,2.6838613,0.798835,-0.0305752,-0.7269013
7.667668,2.68375,0.79893655,-0.031336635,-0.7274236
7.6776776,2.6836379,0.7990374,-0.03209625,-0.72794586
7.687688,2.683525,0.79913765,-0.03285429,-0.72846717
7.6976976,2.6834123,0.79923624,-0.033610538,-0.72898823
7.707708,2.683298,0.79933447,-0.034365416,-0.72950894
7.7177176,2.6831841,0.7994313,-0.035118222,-0.7300291
7.727728,2.6830695,0.7995274,-0.035869405,-0.73054856
7.7377377,2.682954,0.79962265,-0.036619216,-0.73106766
7.747748,2.6828387,0.7997172,-0.037367046,-0.73158675
7.7577577,2.6827226,0.79980993,-0.038113326,-0.7321047
7.767768,2.6826067,0.79990214,-0.038857788,-0.7326223
7.7777777,2.6824896,0.79999334,-0.03960058,-0.7331393
7.787788,2.6823728,0.8000835,-0.04034175,-0.73365617
7.7977977,2.6822553,0.8001729,-0.041081354,-0.73417205
7.807808,2.6821382,0.800261,-0.041818917,-0.73468804
7.8178177,2.6820204,0.8003483,-0.042554975,-0.735203
7.827828,2.6819024,0.8004345,-0.04328914,-0.7357179
7.8378377,2.6817849,0.80051965,-0.044021502,-0.7362321
7.847848,2.6816661,0.8006037,-0.04475294,-0.7367457
7.8578577,2.6815479,0.8006868,-0.04548201,-0.73725873
7.867868,2.6814291,0.8007692,-0.046209544,-0.7377715
7.8778777,2.6813104,0.80085003,-0.04693538,-0.73828363
7.887888,2.681192,0.80093014,-0.047659367,-0.73879534
7.8978977,2.681073,0.80100936,-0.0483817,-0.7393067
7.907908,2.6809542,0.8010874,-0.049102515,-0.73981714
7.9179177,2.6808355,0.8011644,-0.049821332,-0.7403271
7.927928,2.6807168,0.8012401,-0.050538763,-0.74083686
7.9379377,2.680598,0.8013148,-0.051254436,-0.7413459
7.947948,2.6804793,0.8013888,-0.051968083,-0.7418544
7.9579577,2.680361,0.80146146,-0.05268027,-0.7423625
7.967968,2.6802423,0.8015333,-0.05339074,-0.7428704
7.9779778,2.6801238,0.8016039,-0.054099366,-0.7433773
7.987988,2.6800053,0.8016735,-0.05480635,-0.74388397
7.9979978,2.679887,0.80174196,-0.055511698,-0.7443897
8.008008,2.6797693,0.80180985,-0.0562153,-0.74489516
8.018018,2.679651,0.8018762,-0.05691716,-0.7454002
8.0280285,2.6795337,0.8019415,-0.05761747,-0.7459045
8.038038,2.679416,0.802006,-0.058315963,-0.74640846
8.048048,2.6792986,0.8020694,-0.059012726,-0.74691176
8.058058,2.6791816,0.8021315,-0.059707835,-0.7474145
8.0680685,2.6790648,0.80219287,-0.060401008,-0.7479172
8.078078,2.6789484,0.8022531,-0.06109263,-0.7484187
8.088088,2.6788318,0.8023123,-0.06178263,-0.74892
8.098098,2.6787157,0.80237,-0.062470704,-0.74942064
8.1081085,2.6786005,0.80242705,-0.0631571,-0.7499212
8.118118,2.6784852,0.802483,-0.06384198,-0.75042063
8.128128,2.6783698,0.8025379,-0.06452511,-0.75092006
8.138138,2.678255,0.8025919,-0.06520623,-0.75141835
8.148149,2.6781409,0.80264455,-0.06588602,-0.75191665
8.158158,2.6780264,0.8026966,-0.06656426,-0.75241405
8.168168,2.6779134,0.80274737,-0.06724028,-0.75291085
8.178178,2.6778,0.80279696,-0.06791486,-0.7534075
8.188189,2.677687,0.8028459,-0.068587855,-0.75390345
8.198198,2.6775749,0.8028934,-0.06925881,-0.75439864
8.208208,2.6774626,0.8029399,-0.06992836,-0.7548938
8.218218,2.6773508,0.80298537,-0.07059617,-0.75538814
8.228229,2.6772397,0.8030302,-0.07126218,-0.75588197
8.238238,2.6771288,0.8030736,-0.07192652,-0.7563751
8.248248,2.6770184,0.80311596,-0.0725894,-0.75686795
8.258258,2.6769087,0.8031572,-0.07325032,-0.75736004
8.268269,2.6767993,0.8031979,-0.0739094,-0.7578521
8.278278,2.6766903,0.80323714,-0.074567094,-0.7583429
8.288288,2.6765819,0.8032753,-0.07522315,-0.7588335
8.298298,2.676474,0.8033129,-0.075877264,-0.7593236
8.308309,2.6763666,0.8033492,-0.07652998,-0.7598133
8.318318,2.6762598,0.8033846,-0.07718086,-0.76030195
8.328328,2.6761534,0.8034188,-0.07782993,-0.7607905
8.338338,2.6760476,0.8034524,-0.078477755,-0.761278
8.348349,2.6759422,0.8034845,-0.07912345,-0.76176566
8.358358,2.6758373,0.8035162,-0.079767615,-0.7622522
8.368368,2.6757329,0.8035461,-0.08041015,-0.7627383
8.378378,2.6756294,0.80357563,-0.08105077,-0.76322424
8.388389,2.6755264,0.8036041,-0.08169001,-0.7637095
8.398398,2.675424,0.80363125,-0.08232765,-0.76419383
8.408408,2.675322,0.8036576,-0.08296333,-0.764678
8.418419,2.6752205,0.8036831,-0.08359778,-0.7651615
8.428429,2.6751196,0.8037076,-0.0842302,-0.7656449
8.438438,2.6750195,0.80373085,-0.08486095,-0.7661271
8.448448,2.6749196,0.80375355,-0.08549006,-0.76660895
8.458459,2.6748211,0.80377483,-0.086117685,-0.7670903
8.468469,2.6747224,0.8037955,-0.08674373,-0.76757103
8.478478,2.6746247,0.8038152,-0.087368056,-0.76805127
8.488488,2.6745274,0.80383384,-0.087990284,-0.768531
8.498499,2.6744306,0.80385137,-0.08861141,-0.7690102
8.508509,2.674335,0.8038682,-0.08923072,-0.76948875
8.518518,2.6742392,0.80388397,-0.08984839,-0.76996684
8.528528,2.6741447,0.803899,-0.09046425,-0.7704446
8.538539,2.674051,0.8039129,-0.09107894,-0.77092135
8.548549,2.673957,0.803926,-0.09169166,-0.7713977
8.558558,2.6738646,0.803938,-0.092302665,-0.77187353
8.568568,2.6737723,0.8039492,-0.0929121,-0.77234894
8.578579,2.673681,0.80395937,-0.0935202,-0.7728238
8.588589,2.6735902,0.8039686,-0.0941265,-0.7732981
8.5985985,2.6735,0.803977,-0.0947308,-0.77377194
8.608608,2.6734104,0.80398446,-0.095334046,-0.77424514
8.618619,2.6733217,0.8039911,-0.09593547,-0.77471733
8.628629,2.6732333,0.8039966,-0.09653505,-0.77518946
8.6386385,2.6731458,0.8040014,-0.09713346,-0.7756611
8.648648,2.673059,0.8040054,-0.09772999,-0.77613187
8.658659,2.6729727,0.8040086,-0.09832493,-0.77660257
8.668669,2.672887,0.8040107,-0.098918326,-0.77707225
8.6786785,2.6728024,0.8040118,-0.09951004,-0.7775417
8.688688,2.672718,0.80401206,-0.10010045,-0.77801025
8.698699,2.6726348,0.8040116,-0.10068892,-0.7784787
8.708709,2.6725514,0.80401045,-0.101275824,-0.77894616
8.718719,2.67247,0.8040081,-0.10186127,-0.7794134
8.728728,2.672388,0.80400515,-0.10244538,-0.7798799
8.738739,2.6723075,0.804001,-0.1030274,-0.780346
8.748749,2.6722274,0.80399644,-0.1036083,-0.7808114
8.758759,2.6721478,0.80399066,-0.10418729,-0.7812765
8.768768,2.672069,0.803984,-0.1047648,-0.7817406
8.778779,2.6719913,0.8039768,-0.10534078,-0.78220457
8.788789,2.6719139,0.8039685,-0.10591534,-0.78266764
8.798799,2.6718373,0.8039595,-0.106487975,-0.7831306
8.808809,2.6717615,0.80395,-0.107059486,-0.7835927
8.818819,2.6716862,0.80393934,-0.10762907,-0.7840543
8.828829,2.6716115,0.8039278,-0.108197436,-0.7845153
8.838839,2.6715376,0.8039159,-0.108763866,-0.78497577
8.848849,2.6714644,0.80390286,-0.10932885,-0.78543586
8.858859,2.6713915,0.80388886,-0.10989291,-0.7858952
8.868869,2.6713202,0.8038743,-0.1104546,-0.7863542
8.878879,2.6712487,0.80385864,-0.11101491,-0.7868124
8.888889,2.6711783,0.80384254,-0.11157421,-0.78727025
8.898899,2.6711085,0.80382544,-0.11213155,-0.7877277
8.908909,2.6710398,0.80380774,-0.11268744,-0.7881844
8.918919,2.6709712,0.80378914,-0.11324189,-0.78864026
8.928929,2.670904,0.8037698,-0.11379481,-0.789096
8.938939,2.670837,0.80374956,-0.11434611,-0.78955084
8.948949,2.6707704,0.8037288,-0.11489581,-0.79000515
8.958959,2.670705,0.80370724,-0.11544419,-0.7904593
8.968969,2.6706398,0.803685,-0.11599123,-0.7909126
8.978979,2.670576,0.8036619,-0.11653643,-0.7913653
8.988989,2.6705124,0.803638,-0.11708009,-0.7918175
8.998999,2.6704495,0.8036134,-0.11762257,-0.7922696
9.009009,2.6703875,0.8035879,-0.11816345,-0.7927206
9.019019,2.670326,0.80356205,-0.11870282,-0.7931713
9.029029,2.6702652,0.8035352,-0.11924076,-0.7936213
9.039039,2.670205,0.8035079,-0.11977706,-0.7940708
9.049049,2.670146,0.8034796,-0.12031204,-0.79451966
9.059059,2.670087,0.8034506,-0.12084552,-0.794968
9.069069,2.6700287,0.803421,-0.12137764,-0.7954162
9.079079,2.6699717,0.80339074,-0.12190783,-0.79586315
9.089089,2.6699154,0.8033599,-0.12243699,-0.79631007
9.099099,2.6698587,0.803328,-0.12296456,-0.7967562
9.109109,2.669804,0.8032958,-0.12349075,-0.79720193
9.119119,2.6697493,0.8032628,-0.12401541,-0.7976471
9.129129,2.6696951,0.80322886,-0.12453897,-0.7980916
9.139139,2.6696417,0.80319446,-0.12506056,-0.7985356
